seed,family_percentage,leak,pheno,r
3,0.7,True,age,0.1853700398793104
3,0.7,False,age,0.187930619119201
3,0.7,True,attn,0.09331286389082499
3,0.7,False,attn,0.10790128266158008
3,0.7,True,mr,0.18684957175737235
3,0.7,False,mr,0.1491906229788623
3,0.6,True,age,0.22276491549745353
3,0.6,False,age,0.19491943018462785
3,0.6,True,attn,0.12538775662221305
3,0.6,False,attn,0.09132396606859088
3,0.6,True,mr,0.1898676661739879
3,0.6,False,mr,0.17972581053939712
3,0.5,True,age,0.21304965965513578
3,0.5,False,age,0.19689928261906914
3,0.5,True,attn,0.12566704184406968
3,0.5,False,attn,0.12458231920792828
3,0.5,True,mr,0.20567369999539603
3,0.5,False,mr,0.2192758916211447
3,0.4,True,age,0.2058247796721053
3,0.4,False,age,0.2100204656100518
3,0.4,True,attn,0.10574207203092127
3,0.4,False,attn,0.12257677753226917
3,0.4,True,mr,0.22031590851587468
3,0.4,False,mr,0.22038600484375973
3,0.3,True,age,0.24908081580296287
3,0.3,False,age,0.23845209534111947
3,0.3,True,attn,0.1285925078504156
3,0.3,False,attn,0.13191907554217697
3,0.3,True,mr,0.24508633860784018
3,0.3,False,mr,0.23916145682578374
4,1.0,True,age,0.2160365383025481
4,1.0,False,age,0.2428183217562295
4,1.0,True,attn,0.03540811413631231
4,1.0,False,attn,0.0642542055478156
4,1.0,True,mr,0.1752322475819153
4,1.0,False,mr,0.19141882443454447
4,0.9,True,age,0.2046992898786576
4,0.9,False,age,0.21443944366323048
4,0.9,True,attn,0.03486665623510563
4,0.9,False,attn,0.017694406864165034
4,0.9,True,mr,0.17282057462339231
4,0.9,False,mr,0.16197927698337883
4,0.8,True,age,0.19007539061037226
4,0.8,False,age,0.20703763426306102
4,0.8,True,attn,0.07598136776727342
4,0.8,False,attn,0.057968915164283645
4,0.8,True,mr,0.1598684939728084
4,0.8,False,mr,0.1653565213679817
4,0.7,True,age,0.18271130331172436
4,0.7,False,age,0.181444684394057
4,0.7,True,attn,0.10914961145930514
4,0.7,False,attn,0.07968892326921907
4,0.7,True,mr,0.1741734561600657
4,0.7,False,mr,0.17854530330698637
4,0.6,True,age,0.2092328911435726
4,0.6,False,age,0.2104115535973091
4,0.6,True,attn,0.0898623455865002
4,0.6,False,attn,0.11517362871676623
4,0.6,True,mr,0.19830799519939835
4,0.6,False,mr,0.18470857084386952
4,0.5,True,age,0.21572719250232258
4,0.5,False,age,0.2108409464913087
4,0.5,True,attn,0.13179899112839155
4,0.5,False,attn,0.10625638113378465
4,0.5,True,mr,0.20052503527338414
4,0.5,False,mr,0.20387325916073107
4,0.4,True,age,0.21479791398676845
4,0.4,False,age,0.21358655569224835
4,0.4,True,attn,0.1363765201626882
4,0.4,False,attn,0.11921924350030505
4,0.4,True,mr,0.2321760481347955
4,0.4,False,mr,0.22793919332526383
4,0.3,True,age,0.2536973490415896
4,0.3,False,age,0.2501539133330791
4,0.3,True,attn,0.14163655578298728
4,0.3,False,attn,0.1247068114446232
4,0.3,True,mr,0.24063972332955066
4,0.3,False,mr,0.24720135136263333
5,1.0,True,age,0.23878633877629443
5,1.0,False,age,0.2238946454500405
5,1.0,True,attn,0.08362504568585273
5,1.0,False,attn,0.031103344052088262
5,1.0,True,mr,0.1887064345325891
5,1.0,False,mr,0.1797263188564558
5,0.9,True,age,0.22966572675986255
5,0.9,False,age,0.19780720091355514
5,0.9,True,attn,0.055993967480348565
5,0.9,False,attn,0.026274059860547722
5,0.9,True,mr,0.19464083476500946
5,0.9,False,mr,0.16740192880301652
5,0.8,True,age,0.20500867089389138
5,0.8,False,age,0.17507533895998192
5,0.8,True,attn,0.0799757244716515
5,0.8,False,attn,0.060479386794998445
5,0.8,True,mr,0.18300438543282482
5,0.8,False,mr,0.19514541245574726
5,0.7,True,age,0.1941404474778313
5,0.7,False,age,0.19606713233199535
5,0.7,True,attn,0.12528778469440216
5,0.7,False,attn,0.11575071718265707
5,0.7,True,mr,0.1732861806955333
5,0.7,False,mr,0.18451082409592237
5,0.6,True,age,0.21261101890688477
5,0.6,False,age,0.20003614466752614
5,0.6,True,attn,0.10396542107217084
5,0.6,False,attn,0.1028213411754346
5,0.6,True,mr,0.18219936202658377
5,0.6,False,mr,0.20501033393563498
5,0.5,True,age,0.21323363884514748
5,0.5,False,age,0.20831328874659907
5,0.5,True,attn,0.12615417867061426
5,0.5,False,attn,0.1318206408189691
5,0.5,True,mr,0.20489013062527792
5,0.5,False,mr,0.21084049514800998
5,0.4,True,age,0.21699355347873642
5,0.4,False,age,0.2117435026158054
5,0.4,True,attn,0.126874885007991
5,0.4,False,attn,0.13372830617797465
5,0.4,True,mr,0.22156234515868783
5,0.4,False,mr,0.22357238107397118
5,0.3,True,age,0.24015141096474896
5,0.3,False,age,0.23951341053555864
5,0.3,True,attn,0.13074520145410967
5,0.3,False,attn,0.13584511556241088
5,0.3,True,mr,0.23991312081996288
5,0.3,False,mr,0.24618128783096305
6,1.0,True,age,0.2320474725367163
6,1.0,False,age,0.20568376695888413
6,1.0,True,attn,0.028651063636100843
6,1.0,False,attn,0.059196462913885084
6,1.0,True,mr,0.1869447683003082
6,1.0,False,mr,0.16748545706965287
6,0.9,True,age,0.23371369566994682
6,0.9,False,age,0.21651805284292527
6,0.9,True,attn,0.04984863963288802
6,0.9,False,attn,0.03311272586626062
6,0.9,True,mr,0.1523393933590505
6,0.9,False,mr,0.1827252556321486
6,0.8,True,age,0.18440674568567575
6,0.8,False,age,0.17411262013292209
6,0.8,True,attn,0.0622539931562467
6,0.8,False,attn,0.0635350629521665
6,0.8,True,mr,0.16436224066283014
6,0.8,False,mr,0.18488516818826786
6,0.7,True,age,0.1903652698916324
6,0.7,False,age,0.17611636622472726
6,0.7,True,attn,0.09492785368087386
6,0.7,False,attn,0.08749378107008482
6,0.7,True,mr,0.175950026773663
6,0.7,False,mr,0.19112251872987351
6,0.6,True,age,0.2082603216734625
6,0.6,False,age,0.19495569335964352
6,0.6,True,attn,0.12485693485884763
6,0.6,False,attn,0.10253651679488952
6,0.6,True,mr,0.18856204875162802
6,0.6,False,mr,0.17937422319461904
6,0.5,True,age,0.2095215857622508
6,0.5,False,age,0.197842487108138
6,0.5,True,attn,0.12220470519715258
6,0.5,False,attn,0.13819490864207418
6,0.5,True,mr,0.19642305594967172
6,0.5,False,mr,0.20105711126461623
6,0.4,True,age,0.21861655981687594
6,0.4,False,age,0.20924151069217833
6,0.4,True,attn,0.13234521487543943
6,0.4,False,attn,0.1344959949794667
6,0.4,True,mr,0.21652885334795946
6,0.4,False,mr,0.22515112233146245
6,0.3,True,age,0.2411477067285963
6,0.3,False,age,0.23971643409997176
6,0.3,True,attn,0.12710311273451988
6,0.3,False,attn,0.1265093401055278
6,0.3,True,mr,0.24209818697208002
6,0.3,False,mr,0.2449474904014727
7,1.0,True,age,0.2314192036971225
7,1.0,False,age,0.21903310047427973
7,1.0,True,attn,0.06002163104949572
7,1.0,False,attn,0.05076288347951066
7,1.0,True,mr,0.19218070541065985
7,1.0,False,mr,0.1863356615326307
7,0.9,True,age,0.23011143237519247
7,0.9,False,age,0.1965028216704333
7,0.9,True,attn,0.035565494824526936
7,0.9,False,attn,0.03590980857384634
7,0.9,True,mr,0.15353068498423683
7,0.9,False,mr,0.18329759909365104
7,0.8,True,age,0.17885638529030454
7,0.8,False,age,0.21081808593089765
7,0.8,True,attn,0.06326260052576148
7,0.8,False,attn,0.061792914310145525
7,0.8,True,mr,0.18711079329203822
7,0.8,False,mr,0.16391745002688218
7,0.7,True,age,0.1850748068196733
7,0.7,False,age,0.1774396907676996
7,0.7,True,attn,0.08796630125784569
7,0.7,False,attn,0.10131663207711135
7,0.7,True,mr,0.18688126277552244
7,0.7,False,mr,0.17602697662943928
7,0.6,True,age,0.20018358750059048
7,0.6,False,age,0.201222014535593
7,0.6,True,attn,0.0729679884750011
7,0.6,False,attn,0.10306306519133623
7,0.6,True,mr,0.19701202504131488
7,0.6,False,mr,0.18548501519728033
7,0.5,True,age,0.1940338980893221
7,0.5,False,age,0.2141714592829364
7,0.5,True,attn,0.12365514212495868
7,0.5,False,attn,0.12799818088164608
7,0.5,True,mr,0.21074101332027861
7,0.5,False,mr,0.19526295225619505
7,0.4,True,age,0.20738726866943366
7,0.4,False,age,0.20565435082028316
7,0.4,True,attn,0.1315640438938305
7,0.4,False,attn,0.12836821944744237
7,0.4,True,mr,0.23542916840513534
7,0.4,False,mr,0.21795162647226937
7,0.3,True,age,0.24714581076412395
7,0.3,False,age,0.2425725516795779
7,0.3,True,attn,0.12894510865375133
7,0.3,False,attn,0.12766027222689483
7,0.3,True,mr,0.2457326855584535
7,0.3,False,mr,0.2394229798021969
8,1.0,True,age,0.2305505853689195
8,1.0,False,age,0.217244771900743
8,1.0,True,attn,0.052437430029990385
8,1.0,False,attn,0.04491356707456856
8,1.0,True,mr,0.17252076431281724
8,1.0,False,mr,0.20534671635294574
8,0.9,True,age,0.2169085810453683
8,0.9,False,age,0.2249032476329026
8,0.9,True,attn,0.049234392652545866
8,0.9,False,attn,0.032343552033251156
8,0.9,True,mr,0.18063559177309035
8,0.9,False,mr,0.18289981027403174
8,0.8,True,age,0.21145456983166946
8,0.8,False,age,0.17654396283137877
8,0.8,True,attn,0.07873753877490591
8,0.8,False,attn,0.0640089462908967
8,0.8,True,mr,0.1886437823777809
8,0.8,False,mr,0.19382116226805657
8,0.7,True,age,0.20024695163309444
8,0.7,False,age,0.18867438604825482
8,0.7,True,attn,0.11113757143742804
8,0.7,False,attn,0.08919832849481292
8,0.7,True,mr,0.1974982954265557
8,0.7,False,mr,0.16009236871242344
8,0.6,True,age,0.20476192871876428
8,0.6,False,age,0.197151759217934
8,0.6,True,attn,0.11219245860386241
8,0.6,False,attn,0.0853766298709746
8,0.6,True,mr,0.20292229271418888
8,0.6,False,mr,0.17844290060108214
8,0.5,True,age,0.21498665875632716
8,0.5,False,age,0.2024006082977682
8,0.5,True,attn,0.13676677680157323
8,0.5,False,attn,0.11920616510505269
8,0.5,True,mr,0.2132991161911943
8,0.5,False,mr,0.1987937993386459
8,0.4,True,age,0.22089484191973993
8,0.4,False,age,0.19849408362002968
8,0.4,True,attn,0.12156332422565902
8,0.4,False,attn,0.1425786549151537
8,0.4,True,mr,0.22993084151166246
8,0.4,False,mr,0.22454859935304788
8,0.3,True,age,0.24218130085490913
8,0.3,False,age,0.24541955750060923
8,0.3,True,attn,0.13011813772374084
8,0.3,False,attn,0.13108503633641627
8,0.3,True,mr,0.2471404333302035
8,0.3,False,mr,0.24086690995637375
9,1.0,True,age,0.23042678643565068
9,1.0,False,age,0.20854053820090035
9,1.0,True,attn,0.06010955247247089
9,1.0,False,attn,0.06091701637519937
9,1.0,True,mr,0.17189059836160245
9,1.0,False,mr,0.18887023806353875
9,0.9,True,age,0.20366388057164755
9,0.9,False,age,0.2125281614594634
9,0.9,True,attn,0.0439486031046886
9,0.9,False,attn,0.012047083544169153
9,0.9,True,mr,0.18460280753636013
9,0.9,False,mr,0.19177874957557514
9,0.8,True,age,0.18408520529232983
9,0.8,False,age,0.19212434342601065
9,0.8,True,attn,0.09225708946736992
9,0.8,False,attn,0.04607308491315384
9,0.8,True,mr,0.16569488858182793
9,0.8,False,mr,0.16812091256418166
9,0.7,True,age,0.17448115564386468
9,0.7,False,age,0.18033574213048842
9,0.7,True,attn,0.11193583424642957
9,0.7,False,attn,0.09258479223065963
9,0.7,True,mr,0.17572548479515118
9,0.7,False,mr,0.15757073229022608
9,0.6,True,age,0.1959898391604325
9,0.6,False,age,0.19186493565340756
9,0.6,True,attn,0.1045673864633179
9,0.6,False,attn,0.09464146405625562
9,0.6,True,mr,0.18047499375306306
9,0.6,False,mr,0.20603120249023144
9,0.5,True,age,0.20630686131837017
9,0.5,False,age,0.21375219125919243
9,0.5,True,attn,0.11438293402387896
9,0.5,False,attn,0.12361191217232888
9,0.5,True,mr,0.20481153479772413
9,0.5,False,mr,0.21924081306478432
9,0.4,True,age,0.21182924880001053
9,0.4,False,age,0.22094051096454065
9,0.4,True,attn,0.13501272984342227
9,0.4,False,attn,0.13451469376129643
9,0.4,True,mr,0.23088564765646855
9,0.4,False,mr,0.22258874986067054
9,0.3,True,age,0.2342142633974396
9,0.3,False,age,0.23800277369380557
9,0.3,True,attn,0.1304114234389009
9,0.3,False,attn,0.11726435819256414
9,0.3,True,mr,0.24928532820036012
9,0.3,False,mr,0.24245122251926451
10,1.0,True,age,0.23815114862513861
10,1.0,False,age,0.22833732133264317
10,1.0,True,attn,0.06460369473975357
10,1.0,False,attn,0.027915834076864387
10,1.0,True,mr,0.19993902121285798
10,1.0,False,mr,0.20115084076932915
10,0.9,True,age,0.20972562683004725
10,0.9,False,age,0.22771103274379628
10,0.9,True,attn,0.03567591147610454
10,0.9,False,attn,0.06231716176269966
10,0.9,True,mr,0.1710433348209767
10,0.9,False,mr,0.1781794654346142
10,0.8,True,age,0.19553997555641361
10,0.8,False,age,0.1944451428543372
10,0.8,True,attn,0.05284754062315739
10,0.8,False,attn,0.08531224043715124
10,0.8,True,mr,0.20884005841472986
10,0.8,False,mr,0.187612933948335
10,0.7,True,age,0.19343837675582062
10,0.7,False,age,0.19546548845670592
10,0.7,True,attn,0.10235003900512729
10,0.7,False,attn,0.09168186069871888
10,0.7,True,mr,0.1892872160420232
10,0.7,False,mr,0.17898430641284502
10,0.6,True,age,0.21275470332316693
10,0.6,False,age,0.19887837334241118
10,0.6,True,attn,0.11575480628539707
10,0.6,False,attn,0.12926647999585536
10,0.6,True,mr,0.19007752576519504
10,0.6,False,mr,0.1844149458129082
10,0.5,True,age,0.20531700411847728
10,0.5,False,age,0.20612465996621512
10,0.5,True,attn,0.12355881970492939
10,0.5,False,attn,0.11725469128992748
10,0.5,True,mr,0.20444660090779349
10,0.5,False,mr,0.21163372439171824
10,0.4,True,age,0.20892757762283687
10,0.4,False,age,0.21157075868934633
10,0.4,True,attn,0.12969767981437022
10,0.4,False,attn,0.1176835361348286
10,0.4,True,mr,0.21369160607576101
10,0.4,False,mr,0.21836702122830118
10,0.3,True,age,0.24770976189073154
10,0.3,False,age,0.2473427017299424
10,0.3,True,attn,0.12667327696082056
10,0.3,False,attn,0.11706508539950505
10,0.3,True,mr,0.24561920794874162
10,0.3,False,mr,0.24924054637080506
11,1.0,True,age,0.23279350952294958
11,1.0,False,age,0.22907607322490187
11,1.0,True,attn,0.07694117448781305
11,1.0,False,attn,0.02191212252387623
11,1.0,True,mr,0.17142292030871584
11,1.0,False,mr,0.15466104670280495
11,0.9,True,age,0.21413478945707498
11,0.9,False,age,0.2260987942211424
11,0.9,True,attn,0.00472285440653135
11,0.9,False,attn,0.03944924739534618
11,0.9,True,mr,0.18766985715599546
11,0.9,False,mr,0.19674200282950707
11,0.8,True,age,0.17283211456520942
11,0.8,False,age,0.19811978484942547
11,0.8,True,attn,0.052789943872130936
11,0.8,False,attn,0.0585483391627492
11,0.8,True,mr,0.18175923979750042
11,0.8,False,mr,0.18739836742318533
11,0.7,True,age,0.18268094549770958
11,0.7,False,age,0.17607709403416041
11,0.7,True,attn,0.0962870579191195
11,0.7,False,attn,0.08402809337472243
11,0.7,True,mr,0.17496088823055977
11,0.7,False,mr,0.14957988004485936
11,0.6,True,age,0.20006585584954378
11,0.6,False,age,0.20188442481848695
11,0.6,True,attn,0.12260317917332339
11,0.6,False,attn,0.11634586727241124
11,0.6,True,mr,0.1667376996859831
11,0.6,False,mr,0.18758656343356261
11,0.5,True,age,0.19514844729492822
11,0.5,False,age,0.20394741046791484
11,0.5,True,attn,0.1297751657179582
11,0.5,False,attn,0.12613410787565915
11,0.5,True,mr,0.20332586304726194
11,0.5,False,mr,0.20185916847110247
11,0.4,True,age,0.21058952917737925
11,0.4,False,age,0.22042969516995894
11,0.4,True,attn,0.13090073527627144
11,0.4,False,attn,0.13181080569569278
11,0.4,True,mr,0.22222282079664404
11,0.4,False,mr,0.21933824441529265
11,0.3,True,age,0.24215788868742155
11,0.3,False,age,0.2454918075869447
11,0.3,True,attn,0.10755281947917608
11,0.3,False,attn,0.11934387925271132
11,0.3,True,mr,0.25051102033077666
11,0.3,False,mr,0.2487185217895697
12,1.0,True,age,0.22264312877266862
12,1.0,False,age,0.22411004076400973
12,1.0,True,attn,0.060236256505915145
12,1.0,False,attn,0.06973737360909263
12,1.0,True,mr,0.20170386406512902
12,1.0,False,mr,0.18001287565437718
12,0.9,True,age,0.2048416464715001
12,0.9,False,age,0.21829634951047105
12,0.9,True,attn,0.03549408469748815
12,0.9,False,attn,0.04199776910247513
12,0.9,True,mr,0.17097672915869255
12,0.9,False,mr,0.1658075220053441
12,0.8,True,age,0.197702248897606
12,0.8,False,age,0.1716135193278637
12,0.8,True,attn,0.06253289846444843
12,0.8,False,attn,0.06434879281406966
12,0.8,True,mr,0.18592545714825987
12,0.8,False,mr,0.16059314697942104
12,0.7,True,age,0.1852791579910079
12,0.7,False,age,0.18868080570210305
12,0.7,True,attn,0.09361330006916678
12,0.7,False,attn,0.09012700788545545
12,0.7,True,mr,0.1804911320817166
12,0.7,False,mr,0.15632265610065996
12,0.6,True,age,0.2135474718868391
12,0.6,False,age,0.20021926688926978
12,0.6,True,attn,0.08272231696057299
12,0.6,False,attn,0.10696009683656854
12,0.6,True,mr,0.1904214343319285
12,0.6,False,mr,0.17641206465313136
12,0.5,True,age,0.20934123673166252
12,0.5,False,age,0.20866840134430678
12,0.5,True,attn,0.1405076642337914
12,0.5,False,attn,0.11910459593761047
12,0.5,True,mr,0.20895467800362638
12,0.5,False,mr,0.19757002037873173
12,0.4,True,age,0.21752146035491216
12,0.4,False,age,0.21329734397352407
12,0.4,True,attn,0.12807647688173737
12,0.4,False,attn,0.12286430058471844
12,0.4,True,mr,0.2270125500903755
12,0.4,False,mr,0.22390785967836768
12,0.3,True,age,0.25384715351514414
12,0.3,False,age,0.24335162164852436
12,0.3,True,attn,0.12003907759163725
12,0.3,False,attn,0.14105489234658058
12,0.3,True,mr,0.23932947872066676
12,0.3,False,mr,0.24250122427396673
13,1.0,True,age,0.21416194258473017
13,1.0,False,age,0.2050607945296623
13,1.0,True,attn,0.03650030528234041
13,1.0,False,attn,0.0385092677219987
13,1.0,True,mr,0.18217669627429386
13,1.0,False,mr,0.1736773028888155
13,0.9,True,age,0.22288250742854385
13,0.9,False,age,0.1900643360968836
13,0.9,True,attn,0.033732464913025534
13,0.9,False,attn,0.030344104674425904
13,0.9,True,mr,0.16769056760893247
13,0.9,False,mr,0.1846534489440165
13,0.8,True,age,0.19093305701994745
13,0.8,False,age,0.19328775416193203
13,0.8,True,attn,0.044937253383853834
13,0.8,False,attn,0.08123825587056463
13,0.8,True,mr,0.18027969886364184
13,0.8,False,mr,0.16803515260222973
13,0.7,True,age,0.17705534786831295
13,0.7,False,age,0.20337099052486807
13,0.7,True,attn,0.12021722945254858
13,0.7,False,attn,0.08643426034377805
13,0.7,True,mr,0.1571670999538684
13,0.7,False,mr,0.1684210064126913
13,0.6,True,age,0.20551110254265678
13,0.6,False,age,0.20299166467041493
13,0.6,True,attn,0.11373092429286595
13,0.6,False,attn,0.10911521825882575
13,0.6,True,mr,0.17882878675080718
13,0.6,False,mr,0.17934449098304756
13,0.5,True,age,0.19592339423228647
13,0.5,False,age,0.20980999208454906
13,0.5,True,attn,0.11035090531895103
13,0.5,False,attn,0.12688530235618792
13,0.5,True,mr,0.21922487171043217
13,0.5,False,mr,0.20173768741200684
13,0.4,True,age,0.20859962146214264
13,0.4,False,age,0.20551018874511212
13,0.4,True,attn,0.1329862897955871
13,0.4,False,attn,0.13405565976244113
13,0.4,True,mr,0.2308142163271806
13,0.4,False,mr,0.2297330469270312
13,0.3,True,age,0.24119124391284402
13,0.3,False,age,0.23951108147399902
13,0.3,True,attn,0.12960140228226572
13,0.3,False,attn,0.12566027199546986
13,0.3,True,mr,0.24659083525889858
13,0.3,False,mr,0.24072154532373277
14,1.0,True,age,0.22054716243651795
14,1.0,False,age,0.2458858037841631
14,1.0,True,attn,0.06923513579692164
14,1.0,False,attn,0.014931083385035303
14,1.0,True,mr,0.21301025309257335
14,1.0,False,mr,0.1631210745831293
14,0.9,True,age,0.20956846502287735
14,0.9,False,age,0.2230506926045738
14,0.9,True,attn,0.05218792988548375
14,0.9,False,attn,0.04510771947041028
14,0.9,True,mr,0.19831747688039406
14,0.9,False,mr,0.16141245251345715
14,0.8,True,age,0.1698292888544006
14,0.8,False,age,0.17842323858275644
14,0.8,True,attn,0.0678724762970624
14,0.8,False,attn,0.04007634002132356
14,0.8,True,mr,0.19515878313900756
14,0.8,False,mr,0.17859298137949436
14,0.7,True,age,0.19804106621749412
14,0.7,False,age,0.17865992896418642
14,0.7,True,attn,0.12018761041896711
14,0.7,False,attn,0.09128139532876402
14,0.7,True,mr,0.19255540123599285
14,0.7,False,mr,0.15149473261862215
14,0.6,True,age,0.19533538957536112
14,0.6,False,age,0.20607505130338621
14,0.6,True,attn,0.10530410650470122
14,0.6,False,attn,0.11042281753867358
14,0.6,True,mr,0.18676799302311178
14,0.6,False,mr,0.1804344791539069
14,0.5,True,age,0.20876835505475083
14,0.5,False,age,0.19911209358708543
14,0.5,True,attn,0.1377271432472592
14,0.5,False,attn,0.13097200509389176
14,0.5,True,mr,0.21291975320669537
14,0.5,False,mr,0.20736634348803945
14,0.4,True,age,0.21917835273543151
