pheno,model_type,leak_twins,seed,r
cbcl_scr_syn_external_r,cpm,True,5,0.0735120565861537
cbcl_scr_syn_external_r,cpm,False,5,0.0431735030235708
cbcl_scr_syn_external_r,svr,True,5,0.0266778098557907
cbcl_scr_syn_external_r,svr,False,5,0.0030884350397338
cbcl_scr_syn_external_r,rf,True,5,0.0574203843787613
cbcl_scr_syn_external_r,rf,False,5,0.0259917135713305
cbcl_scr_syn_aggressive_r,ridge,True,5,-0.0056157530879749
cbcl_scr_syn_aggressive_r,ridge,False,5,-0.0454679291492682
cbcl_scr_syn_aggressive_r,cpm,True,5,0.0449626597889383
cbcl_scr_syn_aggressive_r,cpm,False,5,0.0127694565423844
cbcl_scr_syn_aggressive_r,svr,True,5,0.0029466999443003
cbcl_scr_syn_aggressive_r,svr,False,5,-0.036375359408124
cbcl_scr_syn_aggressive_r,rf,True,5,-0.0019202085803157
cbcl_scr_syn_aggressive_r,rf,False,5,0.0172800039569925
age,ridge,True,5,0.1921116961405247
age,ridge,False,5,0.1697477746797691
age,cpm,True,5,0.1909614261299019
age,cpm,False,5,0.1709270084047862
age,svr,True,5,0.2382866378716913
age,svr,False,5,0.1862192872580767
age,rf,True,5,0.1218789593066383
age,rf,False,5,0.0648472822156348
mr,ridge,True,5,0.1613498638115391
mr,ridge,False,5,0.1288162696689586
mr,cpm,True,5,0.1332813145543858
mr,cpm,False,5,0.1335246399978996
mr,svr,True,5,0.1564441948634977
mr,svr,False,5,0.1509597345742801
mr,rf,True,5,0.0839195498167634
mr,rf,False,5,0.0909163926279718
attn,ridge,True,5,0.0458550271500056
attn,ridge,False,5,0.0381778136275875
attn,cpm,True,5,0.0830455178447568
attn,cpm,False,5,0.0735393117686806
attn,svr,True,5,0.0800942383435474
attn,svr,False,5,0.0600257960988182
attn,rf,True,5,0.0722562357357441
attn,rf,False,5,0.0674378465354098
cbcl_scr_syn_anxdep_r,ridge,True,6,0.0139193660886177
cbcl_scr_syn_anxdep_r,ridge,False,6,-0.0289069152068269
cbcl_scr_syn_anxdep_r,cpm,True,6,-0.0180771016732965
cbcl_scr_syn_anxdep_r,cpm,False,6,-0.0650598416468516
cbcl_scr_syn_anxdep_r,svr,True,6,0.0104946971580751
cbcl_scr_syn_anxdep_r,svr,False,6,-0.0458320082700055
cbcl_scr_syn_anxdep_r,rf,True,6,0.0331175351095093
cbcl_scr_syn_anxdep_r,rf,False,6,0.0011915276057244
cbcl_scr_syn_internal_r,ridge,True,6,-0.0027212084370403
cbcl_scr_syn_internal_r,ridge,False,6,-0.0434278483474704
cbcl_scr_syn_internal_r,cpm,True,6,0.0456432260163536
cbcl_scr_syn_internal_r,cpm,False,6,0.0069786071410794
cbcl_scr_syn_internal_r,svr,True,6,0.0049216459413352
cbcl_scr_syn_internal_r,svr,False,6,-0.0491735547061224
cbcl_scr_syn_internal_r,rf,True,6,-0.0033393633221118
cbcl_scr_syn_internal_r,rf,False,6,0.065219720606276
cbcl_scr_syn_external_r,ridge,True,6,0.0133980349837451
cbcl_scr_syn_external_r,ridge,False,6,0.0041908590359782
cbcl_scr_syn_external_r,cpm,True,6,0.0778401838525615
cbcl_scr_syn_external_r,cpm,False,6,0.0525300738519316
cbcl_scr_syn_external_r,svr,True,6,0.0214513725004945
cbcl_scr_syn_external_r,svr,False,6,0.010023580511764
cbcl_scr_syn_external_r,rf,True,6,0.0244139925201112
cbcl_scr_syn_external_r,rf,False,6,0.0363556202381397
cbcl_scr_syn_aggressive_r,ridge,True,6,-0.0192170808360034
cbcl_scr_syn_aggressive_r,ridge,False,6,-0.0372480698952616
cbcl_scr_syn_aggressive_r,cpm,True,6,0.0455219335030185
cbcl_scr_syn_aggressive_r,cpm,False,6,0.0208446422005915
cbcl_scr_syn_aggressive_r,svr,True,6,-0.0053224508557151
cbcl_scr_syn_aggressive_r,svr,False,6,-0.04037629861104
cbcl_scr_syn_aggressive_r,rf,True,6,-0.0012241863165057
cbcl_scr_syn_aggressive_r,rf,False,6,0.0071277258349544
age,ridge,True,6,0.1991441677508379
age,ridge,False,6,0.1578365769754193
age,cpm,True,6,0.1959254055928204
age,cpm,False,6,0.1608789977388087
age,svr,True,6,0.2308088789014343
age,svr,False,6,0.1978445372693912
age,rf,True,6,0.0902170665515256
age,rf,False,6,0.0732494013061545
mr,ridge,True,6,0.1582572340072034
mr,ridge,False,6,0.1386238329111548
mr,cpm,True,6,0.1332723784072799
mr,cpm,False,6,0.1069897691249968
mr,svr,True,6,0.1680420476471819
mr,svr,False,6,0.1414919252399502
mr,rf,True,6,0.1139451513546541
mr,rf,False,6,0.0764644586293401
attn,ridge,True,6,0.0564587222746151
attn,ridge,False,6,0.0363954177099967
attn,cpm,True,6,0.0777134505143675
attn,cpm,False,6,0.0832365741436618
attn,svr,True,6,0.0798240095528463
attn,svr,False,6,0.061686061911539
attn,rf,True,6,0.0152014188262499
attn,rf,False,6,0.0288433727667221
cbcl_scr_syn_anxdep_r,ridge,True,7,0.0074181796036844
cbcl_scr_syn_anxdep_r,ridge,False,7,-0.0185481646152095
cbcl_scr_syn_anxdep_r,cpm,True,7,-0.0253313892634778
cbcl_scr_syn_anxdep_r,cpm,False,7,-0.0518598439427481
cbcl_scr_syn_anxdep_r,svr,True,7,-0.0065086485708484
cbcl_scr_syn_anxdep_r,svr,False,7,-0.0350362383478087
cbcl_scr_syn_anxdep_r,rf,True,7,-0.006293766829982
cbcl_scr_syn_anxdep_r,rf,False,7,0.0444001591414985
cbcl_scr_syn_internal_r,ridge,True,7,0.0028434656972287
cbcl_scr_syn_internal_r,ridge,False,7,-0.0554536818494064
cbcl_scr_syn_internal_r,cpm,True,7,0.0462534577939011
cbcl_scr_syn_internal_r,cpm,False,7,0.0121834387734309
cbcl_scr_syn_internal_r,svr,True,7,0.0083915850924356
cbcl_scr_syn_internal_r,svr,False,7,-0.0577914030027627
cbcl_scr_syn_internal_r,rf,True,7,0.0360844013154472
cbcl_scr_syn_internal_r,rf,False,7,0.0699801092286483
cbcl_scr_syn_external_r,ridge,True,7,0.0236246135008468
cbcl_scr_syn_external_r,ridge,False,7,-0.0002043937575678
cbcl_scr_syn_external_r,cpm,True,7,0.0787683153575336
cbcl_scr_syn_external_r,cpm,False,7,0.0587648266967895
cbcl_scr_syn_external_r,svr,True,7,0.0321783739417691
cbcl_scr_syn_external_r,svr,False,7,-0.0035755248935323
cbcl_scr_syn_external_r,rf,True,7,-0.025564940500318
cbcl_scr_syn_external_r,rf,False,7,0.0668835787061358
cbcl_scr_syn_aggressive_r,ridge,True,7,-0.0047140718277552
cbcl_scr_syn_aggressive_r,ridge,False,7,-0.0432547594653415
cbcl_scr_syn_aggressive_r,cpm,True,7,0.0511817736054543
cbcl_scr_syn_aggressive_r,cpm,False,7,0.0238622716337596
cbcl_scr_syn_aggressive_r,svr,True,7,-0.0025473337898
cbcl_scr_syn_aggressive_r,svr,False,7,-0.048846253080915
cbcl_scr_syn_aggressive_r,rf,True,7,0.0161963654468918
cbcl_scr_syn_aggressive_r,rf,False,7,0.022847422038032
age,ridge,True,7,0.219260009647391
age,ridge,False,7,0.1393621154907577
age,cpm,True,7,0.2056995948461167
age,cpm,False,7,0.16577073041769
age,svr,True,7,0.2475173065393461
age,svr,False,7,0.1829623955700645
age,rf,True,7,0.0773531917786162
age,rf,False,7,0.0974404783320325
mr,ridge,True,7,0.1638013522686936
mr,ridge,False,7,0.143826235430187
mr,cpm,True,7,0.1395277584621607
mr,cpm,False,7,0.123396889525534
mr,svr,True,7,0.1643023373420239
mr,svr,False,7,0.1672440663714268
mr,rf,True,7,0.0455469699180896
mr,rf,False,7,0.1008464316436618
attn,ridge,True,7,0.0513365538344219
attn,ridge,False,7,0.0363176553111369
attn,cpm,True,7,0.0769623361708226
attn,cpm,False,7,0.0776209671459964
attn,svr,True,7,0.080713943000599
attn,svr,False,7,0.0494208095935246
attn,rf,True,7,0.027006056398868
attn,rf,False,7,0.0802610761738606
cbcl_scr_syn_anxdep_r,ridge,True,8,0.0022167221297782
cbcl_scr_syn_anxdep_r,ridge,False,8,-0.0196413531611418
cbcl_scr_syn_anxdep_r,cpm,True,8,-0.0336697885851583
cbcl_scr_syn_anxdep_r,cpm,False,8,-0.0319966627155187
cbcl_scr_syn_anxdep_r,svr,True,8,-0.0053827229061848
cbcl_scr_syn_anxdep_r,svr,False,8,-0.0378159994603971
cbcl_scr_syn_anxdep_r,rf,True,8,0.0218546030871808
cbcl_scr_syn_anxdep_r,rf,False,8,-0.0021872472313241
cbcl_scr_syn_internal_r,ridge,True,8,-0.006074685725896
cbcl_scr_syn_internal_r,ridge,False,8,-0.0367857416017798
cbcl_scr_syn_internal_r,cpm,True,8,0.0238756194648387
cbcl_scr_syn_internal_r,cpm,False,8,0.0274215752699384
cbcl_scr_syn_internal_r,svr,True,8,0.0004874689727357
cbcl_scr_syn_internal_r,svr,False,8,-0.0426331171276263
cbcl_scr_syn_internal_r,rf,True,8,0.0026446089249684
cbcl_scr_syn_internal_r,rf,False,8,-0.0162593296318623
cbcl_scr_syn_external_r,ridge,True,8,0.0200779675554732
cbcl_scr_syn_external_r,ridge,False,8,-0.0026741088438426
cbcl_scr_syn_external_r,cpm,True,8,0.0723572751711348
cbcl_scr_syn_external_r,cpm,False,8,0.0517848917207349
cbcl_scr_syn_external_r,svr,True,8,0.0348705335789036
cbcl_scr_syn_external_r,svr,False,8,-0.0080435688530906
cbcl_scr_syn_external_r,rf,True,8,0.033190279645673
cbcl_scr_syn_external_r,rf,False,8,-0.0082577609605193
cbcl_scr_syn_aggressive_r,ridge,True,8,-0.0153393629549521
cbcl_scr_syn_aggressive_r,ridge,False,8,-0.0400403535949569
cbcl_scr_syn_aggressive_r,cpm,True,8,0.0387065546470906
cbcl_scr_syn_aggressive_r,cpm,False,8,0.0241450670640093
cbcl_scr_syn_aggressive_r,svr,True,8,-0.0042476807346428
cbcl_scr_syn_aggressive_r,svr,False,8,-0.0346310047707712
cbcl_scr_syn_aggressive_r,rf,True,8,0.0068136472803637
cbcl_scr_syn_aggressive_r,rf,False,8,0.0024287985245141
age,ridge,True,8,0.1964782191152563
age,ridge,False,8,0.1709172170483976
age,cpm,True,8,0.1782797261519682
age,cpm,False,8,0.1617713055400397
age,svr,True,8,0.2193994609774597
age,svr,False,8,0.1888498892965565
age,rf,True,8,0.0955076061040256
age,rf,False,8,0.0764655671029248
mr,ridge,True,8,0.1468143310239204
mr,ridge,False,8,0.1464874214393352
mr,cpm,True,8,0.1436914375244735
mr,cpm,False,8,0.1167860471947889
mr,svr,True,8,0.17258934774933
mr,svr,False,8,0.1470599297836207
mr,rf,True,8,0.072142184363643
mr,rf,False,8,0.0998547984503536
attn,ridge,True,8,0.0554621891708864
attn,ridge,False,8,0.0297518218506805
attn,cpm,True,8,0.0728736371997282
attn,cpm,False,8,0.0621874830067592
attn,svr,True,8,0.0701284092233277
attn,svr,False,8,0.0675095128254323
attn,rf,True,8,0.0395357435112278
attn,rf,False,8,0.0607500419375516
cbcl_scr_syn_anxdep_r,ridge,True,9,0.0253572663369322
cbcl_scr_syn_anxdep_r,ridge,False,9,-0.0157241870912327
cbcl_scr_syn_anxdep_r,cpm,True,9,-0.0122724478567873
cbcl_scr_syn_anxdep_r,cpm,False,9,-0.0171795616876335
