pheno,dataset,seed,leakage_type,r,q2,r_yp
mr,hcpd,31.0,leak_covars,0.237101694807426,0.024403876195636554,0.9649328825386095
age,pnc,23.0,leak_covars,0.6280969922286104,0.3920586439675664,0.9975647138984703
age,hbn,56.0,leak_covars,0.7473256732951837,0.5530141109499807,0.9970979991545437
mr,pnc,99.0,leak_covars,0.24180595717253556,0.024884317092088937,0.9855273356075129
attn,abcd,52.0,leak_covars,0.0967110784779818,-0.09857064065289944,0.9899438852489918
age,hcpd,66.0,leak_covars,0.7809884344760466,0.6066348449511627,0.9952687841756934
attn,hbn,72.0,leak_covars,-0.0005271686032647494,-0.1571583875616982,0.9712972861592468
age,abcd,27.0,leak_covars,0.23721747448889127,0.03514691970927919,0.9968149276145253
age,pnc,79.0,leak_covars,0.6337694344860952,0.3970643523681404,0.9976510669924741
mr,hbn,52.0,leak_covars,0.2716491981933446,0.046716759638676275,0.9424997649530353
attn,abcd,9.0,leak_covars,0.12195444795257183,-0.08781773940548288,0.9897366075010304
attn,pnc,25.0,leak_covars,-0.020663799021800086,-0.17336152137496263,0.9728957827117438
mr,hcpd,50.0,leak_covars,0.24263138248897523,0.023107713649430095,0.9622724961351821
mr,hcpd,16.0,leak_covars,0.23805678754303694,0.025461303978324912,0.9625072718615174
attn,pnc,50.0,leak_covars,-0.010084415102214573,-0.16989367293724977,0.9716548418708559
attn,hbn,2.0,leak_covars,-0.007329584274934408,-0.16848890397162086,0.9757097127490498
age,abcd,64.0,leak_covars,0.2325683676985336,0.013500095155017156,0.995995050382432
mr,hcpd,40.0,leak_covars,0.2529752280735424,0.03695027469928924,0.9583099551848555
age,pnc,51.0,leak_covars,0.6312082462100665,0.395608650113043,0.9969962829407919
attn,hcpd,6.0,leak_covars,-0.06602359983939356,-0.1709837959390157,0.9578393716536361
attn,pnc,66.0,leak_covars,0.01027311161033963,-0.13852495823915878,0.9652347860989314
age,hbn,87.0,leak_covars,0.7476238569689052,0.5530510539873605,0.9970637459991467
mr,hcpd,52.0,leak_covars,0.23182329086300008,0.015232943473101224,0.963335710903857
mr,hcpd,63.0,leak_covars,0.225320790286852,0.012631531502218518,0.968003099441135
attn,hbn,22.0,leak_covars,-0.008377936506099259,-0.1715567836018721,0.9698809604511701
age,pnc,22.0,leak_covars,0.646616127361894,0.4128811599015587,0.9975041349306747
mr,pnc,89.0,leak_covars,0.2745666788974818,0.05029255774970598,0.9865569772913729
age,pnc,31.0,leak_covars,0.6372113018254123,0.40259448460203373,0.995661315477807
mr,abcd,56.0,leak_covars,0.2453574978027628,0.057426043071125976,0.9948492159054451
mr,hcpd,99.0,leak_covars,0.23164320249021045,0.020423279553708595,0.9577937801807638
age,abcd,57.0,leak_covars,0.2382818191646031,0.03515863988128065,0.9969804711756295
age,hcpd,96.0,leak_covars,0.7798603709855803,0.6042135914084978,0.9958858649429081
attn,pnc,80.0,leak_covars,-0.02831691812287476,-0.16784334967363423,0.9695509701211191
mr,pnc,9.0,leak_covars,0.2506523217363774,0.02803746795137685,0.9839388420148144
mr,hcpd,36.0,leak_covars,0.26735889061094464,0.04981384168284364,0.9519259254766906
attn,abcd,65.0,leak_covars,0.12384620705530244,-0.08784355064388105,0.9888981845021371
mr,pnc,23.0,leak_covars,0.25619793116199074,0.03490401984181968,0.9848021682226845
attn,abcd,78.0,leak_covars,0.10897150219105686,-0.09358787475921448,0.9883841166620371
age,pnc,34.0,leak_covars,0.6327409908547361,0.3960106963531477,0.9967423468164237
attn,pnc,98.0,leak_covars,-0.01665103427193977,-0.1653573127263155,0.9678557385141094
attn,hcpd,45.0,leak_covars,-0.04042084041042847,-0.15389799453339603,0.9514074732505696
attn,abcd,53.0,leak_covars,0.10699017845010915,-0.09360731352201279,0.9886113895574218
attn,hcpd,57.0,leak_covars,0.022001270216323855,-0.10444516531201287,0.9457899041463479
mr,pnc,42.0,leak_covars,0.261144981581341,0.04125190767694331,0.9845630977014678
mr,pnc,8.0,leak_covars,0.24126380241348416,0.020813346661902155,0.9856358049483585
age,abcd,16.0,leak_covars,0.23192827416676778,0.03215689722904136,0.9960221379849251
mr,hbn,24.0,leak_covars,0.2669884380632917,0.03509524552763543,0.9513124573841698
attn,hbn,59.0,leak_covars,0.008110233275132054,-0.13831496755375738,0.9705496119722336
attn,hcpd,21.0,leak_covars,-0.03209228907859104,-0.15207183512088163,0.9552829852428363
age,hcpd,16.0,leak_covars,0.7941972906696313,0.6237034478760568,0.9944725113763699
mr,hbn,22.0,leak_covars,0.2456583005272188,0.024549358795390774,0.9437637928293547
mr,abcd,57.0,leak_covars,0.2395535545016754,0.054153015934275905,0.9945263812713979
mr,hcpd,41.0,leak_covars,0.2896152155550569,0.06422489452931657,0.9640817421053338
attn,hcpd,28.0,leak_covars,-0.01930636326759193,-0.13817711700604796,0.948660650716571
age,hbn,28.0,leak_covars,0.7434877096127576,0.5480768125532058,0.9966125203814306
age,pnc,85.0,leak_covars,0.6159398781619007,0.37778617323027586,0.9979915701510824
mr,abcd,17.0,leak_covars,0.24177556736551728,0.05523571377849479,0.9939431572951107
attn,hcpd,82.0,leak_covars,0.013112964401968685,-0.11183695323806186,0.9384450982622005
mr,abcd,2.0,leak_covars,0.25204266863118346,0.06099643498289753,0.9948438542590723
age,hcpd,48.0,leak_covars,0.7894907976676167,0.6183027261517298,0.9958073860417578
age,pnc,30.0,leak_covars,0.6326103070183728,0.39690320546899305,0.9972564042909816
attn,pnc,36.0,leak_covars,0.015638499666127386,-0.13444273431200449,0.9683778443802712
mr,pnc,53.0,leak_covars,0.2540134565276904,0.033579891519954,0.9830862090339857
mr,hbn,65.0,leak_covars,0.25647548841127615,0.029501974467867398,0.9454190955129249
attn,hcpd,40.0,leak_covars,-0.0735118642494864,-0.16906872931449546,0.9484720310888044
attn,pnc,37.0,leak_covars,0.004285483809044404,-0.140975395930502,0.9674266604117191
attn,abcd,63.0,leak_covars,0.12137801311910767,-0.08767566023325624,0.9883936555145372
attn,abcd,43.0,leak_covars,0.10907850511064973,-0.09501281657715421,0.9888059720821625
attn,hbn,73.0,leak_covars,0.032764413031203324,-0.12113512153733996,0.9721760613397015
attn,hcpd,43.0,leak_covars,-0.028939733989614982,-0.14454899019215794,0.9449821828802636
mr,pnc,35.0,leak_covars,0.27500593582668487,0.05161546055647204,0.9829505417908928
mr,abcd,24.0,leak_covars,0.2430960614649102,0.055887615071796404,0.9943613107619009
mr,hbn,63.0,leak_covars,0.25508671017924917,0.026142443035751972,0.9486428507075655
age,pnc,58.0,leak_covars,0.6288634271651644,0.3927128669620926,0.9962033848184226
attn,hbn,92.0,leak_covars,0.013406888627700182,-0.14345888249461147,0.9696826493078088
age,hbn,30.0,leak_covars,0.7470124875841995,0.5518627723151748,0.9972732042540291
age,pnc,28.0,leak_covars,0.6332298785094885,0.39818934488756064,0.9970161085033606
attn,abcd,81.0,leak_covars,0.11136291676242932,-0.09335397083544206,0.9893340309742044
mr,abcd,52.0,leak_covars,0.25122747745825413,0.06044564835593824,0.9946571392797902
mr,abcd,65.0,leak_covars,0.2529797765628097,0.061920714964827206,0.9952423442219324
age,pnc,40.0,leak_covars,0.6334354356576297,0.39693633885790514,0.9979306743846174
mr,abcd,59.0,leak_covars,0.24577796609197178,0.05767396853293405,0.9952284163767218
attn,hbn,21.0,leak_covars,0.014059022974739181,-0.1405054916802615,0.9691589148949831
age,hbn,15.0,leak_covars,0.7457909301535128,0.5515096368412049,0.9967715910104659
attn,pnc,24.0,leak_covars,-0.019908181965291663,-0.17044517318775476,0.9667669040123126
attn,hbn,85.0,leak_covars,-0.015160186256475586,-0.17725048820554035,0.9731727240281866
attn,hbn,20.0,leak_covars,-7.542602595049444e-05,-0.15993637662572135,0.9734379069659536
attn,abcd,21.0,leak_covars,0.1080929857148482,-0.0975539000856287,0.948528792184313
attn,abcd,75.0,leak_covars,0.11973783537094371,-0.08947992334747301,0.9874134323486228
attn,hcpd,60.0,leak_covars,-0.05214574426289272,-0.1628936327328383,0.9519222712822563
mr,hbn,8.0,leak_covars,0.22285252240208597,0.0009514244505817171,0.9449968678692865
age,hbn,1.0,leak_covars,0.742826426632106,0.5475389303572187,0.9971750113501315
mr,hbn,25.0,leak_covars,0.25891242043417,0.032923522143305406,0.9443147095030933
age,pnc,11.0,leak_covars,0.6340739898912426,0.3991624964121826,0.9973860440522239
mr,pnc,6.0,leak_covars,0.23182801071573783,0.013618543727632382,0.9818837977255218
attn,abcd,1.0,leak_covars,0.11601787351464261,-0.0881070948203877,0.9877470048560301
attn,hbn,98.0,leak_covars,0.00228347871765176,-0.16419828403786196,0.9755460378881298
age,pnc,45.0,leak_covars,0.6256806797026628,0.38842173076674524,0.997986324205714
mr,pnc,76.0,leak_covars,0.24907754622926906,0.03259125893550463,0.9838093249123245
age,abcd,29.0,leak_covars,0.22618172315664392,0.024865097837912242,0.9974857107850191
mr,hcpd,53.0,leak_covars,0.27251549580197193,0.05764899848850713,0.9563227345937758
age,hbn,58.0,leak_covars,0.7448176825122922,0.551230996032527,0.9974919242563174
age,abcd,2.0,leak_covars,0.2426110004297371,0.03918126647094122,0.9578920790219081
mr,hcpd,62.0,leak_covars,0.27322491626097656,0.05293295830146316,0.9605658491645814
attn,pnc,67.0,leak_covars,-0.007652909503378591,-0.14856640029552293,0.973170386111008
age,hbn,31.0,leak_covars,0.7493164044534311,0.5556301146826257,0.9968198158021888
age,abcd,81.0,leak_covars,0.23772358043089648,0.04134103976999992,0.9980823470304554
attn,abcd,20.0,leak_covars,0.12261670947419104,-0.08912728503163492,0.9880736526656321
attn,hcpd,71.0,leak_covars,-0.02419479651866171,-0.1266553310905052,0.9365830126105368
attn,pnc,56.0,leak_covars,0.0032567987225139107,-0.1401508557386293,0.9655902240611979
mr,hcpd,14.0,leak_covars,0.23460406103671358,0.018283424314389785,0.9615981756107268
attn,hbn,16.0,leak_covars,-0.03969672252020297,-0.195298641010907,0.9758812634569293
age,hbn,72.0,leak_covars,0.7434965044758848,0.5481631526132764,0.9969701690285866
mr,hcpd,2.0,leak_covars,0.25901812193296114,0.04222585856791117,0.9556878285965671
age,abcd,32.0,leak_covars,0.23178292682631044,0.029379281795109846,0.9970414196759124
age,hcpd,1.0,leak_covars,0.783432827844709,0.6097466382243281,0.9945444527770217
mr,pnc,69.0,leak_covars,0.2723151610444331,0.05081364194038096,0.9863989237052588
mr,abcd,69.0,leak_covars,0.24565136520194877,0.0571622895716376,0.9945879052740407
attn,abcd,49.0,leak_covars,0.10883714779690234,-0.09757178504690889,0.9902281257784219
age,pnc,78.0,leak_covars,0.614595556992329,0.3752777762025591,0.9975078137811554
age,pnc,38.0,leak_covars,0.6191554130111693,0.38037446300616273,0.9976240339326216
age,hcpd,52.0,leak_covars,0.7851861330344384,0.6113056396011136,0.9953869461332695
age,pnc,53.0,leak_covars,0.6226050052320427,0.3852998528420053,0.9965085315798867
mr,hbn,66.0,leak_covars,0.2419507753670437,0.01721422952795859,0.948035354502463
attn,hcpd,35.0,leak_covars,-0.07195440278022928,-0.17909056658641576,0.9520477890376415
attn,hcpd,69.0,leak_covars,-0.037506648260077435,-0.14654615909733137,0.9478745436584523
attn,pnc,68.0,leak_covars,2.0238002826626447e-05,-0.1475360555875802,0.9648790319934725
age,abcd,43.0,leak_covars,0.2382804314916308,0.036043625150448455,0.9634621889189809
age,pnc,66.0,leak_covars,0.616283386929898,0.37756598685698617,0.9976051777865167
attn,pnc,48.0,leak_covars,-0.006052769076708653,-0.15767289645916094,0.967412712663877
mr,hcpd,56.0,leak_covars,0.24748654160073913,0.026462614071059987,0.9663586889845087
age,hcpd,45.0,leak_covars,0.7830216550259046,0.6086100674613357,0.9955250528745669
mr,pnc,57.0,leak_covars,0.24131255135769283,0.022622261285145995,0.9808498071992188
age,pnc,57.0,leak_covars,0.6376907123992955,0.4037893210033614,0.9969845763973609
mr,pnc,86.0,leak_covars,0.24900010040565693,0.03021634211307589,0.9833083014261168
age,pnc,75.0,leak_covars,0.626694805939559,0.3890692476124239,0.9976935690666773
age,pnc,56.0,leak_covars,0.6269679360791018,0.3903034761830404,0.9970154203296233
age,abcd,65.0,leak_covars,0.23385663114210056,0.025289229577341366,0.9967507416996856
mr,hbn,53.0,leak_covars,0.2575080906813497,0.03150030487496791,0.9262307412154139
age,hbn,99.0,leak_covars,0.7440539679114624,0.5479260550832046,0.9976153293916142
mr,hbn,47.0,leak_covars,0.2694051563033122,0.04190129196438608,0.9430918185597317
mr,hcpd,66.0,leak_covars,0.25378942855245934,0.03632749941010227,0.9601973783899391
age,abcd,38.0,leak_covars,0.24110223570151992,0.023121876740626823,0.9964354927387832
age,abcd,89.0,leak_covars,0.24527957351338886,0.04075338251067795,0.9602182127224556
age,hbn,11.0,leak_covars,0.7497034472617343,0.5569399542684808,0.9970059194337
age,abcd,18.0,leak_covars,0.2337591992494243,0.03858664587003069,0.9966935051316508
attn,hbn,62.0,leak_covars,-0.043972250172166126,-0.1929062004060509,0.9724121896686636
age,hbn,53.0,leak_covars,0.7451618983086199,0.5501342960127411,0.9970712010125068
age,hbn,9.0,leak_covars,0.742969396520898,0.5471462740320558,0.9967636088562742
age,pnc,93.0,leak_covars,0.6249648021811758,0.3875537435343188,0.9976170368942741
mr,hbn,7.0,leak_covars,0.23887994051043623,0.013111405105310503,0.945040910843565
age,abcd,87.0,leak_covars,0.23733511970641072,0.026494114529633905,0.995859860571826
attn,pnc,21.0,leak_covars,0.007777652969728571,-0.14909273410475965,0.9657089551465188
attn,pnc,94.0,leak_covars,-0.0064764694246925315,-0.14896290865401296,0.9631749138255198
mr,pnc,92.0,leak_covars,0.24836875947520737,0.02974414878953191,0.9828052499988392
attn,abcd,6.0,leak_covars,0.11779001799673494,-0.09064675492972807,0.9885543211642472
attn,hcpd,53.0,leak_covars,-0.010810233038306616,-0.12752471800032072,0.9541713720699763
mr,abcd,32.0,leak_covars,0.2418955428256521,0.05485553713132396,0.9953038763997667
age,hbn,74.0,leak_covars,0.7393349207499156,0.5432037111777568,0.9971561978215512
age,pnc,16.0,leak_covars,0.6207823327022576,0.38239380906411935,0.9975057810711611
age,abcd,60.0,leak_covars,0.23630352556671844,0.03408664494073832,0.996396251711196
attn,hbn,43.0,leak_covars,-0.01941162142585665,-0.16588723548648043,0.9720219754492816
attn,abcd,0.0,leak_covars,0.11703640600637946,-0.09067293492315831,0.9884477985730609
attn,hbn,15.0,leak_covars,-0.012142967950109695,-0.1643520928505684,0.9733624877836775
age,abcd,82.0,leak_covars,0.249011832669734,0.04928060178156779,0.9978197713937561
mr,hbn,23.0,leak_covars,0.2543685073890485,0.03157761524091518,0.9482995652662813
attn,pnc,32.0,leak_covars,-0.04216664080558637,-0.1873710284323471,0.969221926216444
mr,abcd,48.0,leak_covars,0.24813680653160575,0.05874030605095393,0.9947019543394964
age,hcpd,79.0,leak_covars,0.7821835212163305,0.607594595422823,0.9958279439579045
age,hbn,27.0,leak_covars,0.749617257401017,0.5562125215151328,0.9973130778302802
mr,pnc,30.0,leak_covars,0.24160342386501193,0.02207239164200414,0.985116641869598
age,abcd,84.0,leak_covars,0.23374036024963085,0.03138382502358694,0.996850015130432
mr,hcpd,61.0,leak_covars,0.26848822825078716,0.051157367347299365,0.9630949314718674
mr,hbn,77.0,leak_covars,0.2684870760117535,0.042957321224863954,0.9522935067743007
attn,hcpd,66.0,leak_covars,-0.06801732724136332,-0.16360824880358904,0.9460952151061814
attn,abcd,83.0,leak_covars,0.08255859010652475,-0.09435505424981949,0.9750065155578604
mr,pnc,16.0,leak_covars,0.2471515796635598,0.028388851988404462,0.9832383816318838
attn,hbn,57.0,leak_covars,-0.025889870012516542,-0.1623709371062314,0.9716563389731223
attn,pnc,6.0,leak_covars,-0.002638495133005808,-0.15896939702803303,0.9694832382014099
age,pnc,42.0,leak_covars,0.6301494534071851,0.39483861827553224,0.9981938070800568
attn,pnc,23.0,leak_covars,-0.041063645932315485,-0.1854019888990177,0.9686310481294815
age,hbn,47.0,leak_covars,0.7529863078135153,0.5607935586676971,0.9969572616394287
attn,pnc,99.0,leak_covars,-0.04827033839122534,-0.1895393016375242,0.9710750027356447
age,hbn,80.0,leak_covars,0.745346573533515,0.5511063713550353,0.9971935917040067
age,hcpd,76.0,leak_covars,0.7858728121196995,0.6134985312987571,0.9954370955232353
attn,pnc,22.0,leak_covars,0.017968350829320374,-0.13623929954898428,0.9646471877056062
mr,pnc,28.0,leak_covars,0.25598711702429905,0.03395529798365904,0.9871364053224728
age,hbn,98.0,leak_covars,0.7467088334494455,0.5522011920055772,0.9973879677942988
attn,pnc,72.0,leak_covars,-0.016010574905557007,-0.16613064234157027,0.9721060818014533
mr,hbn,49.0,leak_covars,0.23929218374242883,0.016300357891910422,0.9460462720456443
attn,hbn,27.0,leak_covars,-0.018573435753959158,-0.18094395368143945,0.9736025502976805
mr,pnc,96.0,leak_covars,0.25378671704045025,0.033673155928994114,0.9849344136820953
attn,pnc,61.0,leak_covars,-0.004780888904369632,-0.1484532370049565,0.9652376658920818
mr,hbn,32.0,leak_covars,0.241193713405938,0.015636691928906377,0.9491727102617401
mr,hbn,20.0,leak_covars,0.24550509045396499,0.0215313896950049,0.9489455916730845
mr,hbn,56.0,leak_covars,0.25954725455769995,0.041327609342108884,0.9522553282265989
mr,hcpd,58.0,leak_covars,0.2650186559427342,0.045398242313659964,0.9581964940771166
age,hbn,59.0,leak_covars,0.7413785572370898,0.5456074118478123,0.9973521411801092
attn,pnc,89.0,leak_covars,0.007843024924745727,-0.14682937342121694,0.9728927648940446
mr,abcd,5.0,leak_covars,0.24235552053672924,0.05525177206529286,0.9947635086956719
age,abcd,4.0,leak_covars,0.24061245842876397,0.029486398413406834,0.9949687050899576
attn,hcpd,3.0,leak_covars,-0.05695781608467315,-0.17057694388423195,0.9525625022489141
age,abcd,91.0,leak_covars,0.23339715276182327,0.016639369297271722,0.9962153932965289
age,abcd,70.0,leak_covars,0.24029500070078225,0.029540932452390534,0.9963800828815111
age,hcpd,21.0,leak_covars,0.7822639320357594,0.6071315317912519,0.9955206789059764
age,pnc,19.0,leak_covars,0.638399148605513,0.4040838368309718,0.9977417334268285
attn,hbn,10.0,leak_covars,-0.025652781932495716,-0.19003441592484083,0.9714913305356941
mr,abcd,82.0,leak_covars,0.25023984251845643,0.06001580808845575,0.9949590866316328
mr,abcd,37.0,leak_covars,0.24019593712538886,0.054310980150479526,0.9944868380854753
age,abcd,44.0,leak_covars,0.23913245118721088,0.028654898855785538,0.9636934867809889
age,pnc,61.0,leak_covars,0.6328877921376531,0.39623740300628096,0.997838044261511
attn,hbn,11.0,leak_covars,-0.017770331477548106,-0.1663119839563061,0.975497405342065
attn,hcpd,88.0,leak_covars,-0.08272363987803148,-0.1854372649489544,0.9547378183745969
attn,abcd,14.0,leak_covars,0.11342062845208607,-0.09252663589935706,0.9882511991310698
age,abcd,98.0,leak_covars,0.2485509606216912,0.04980178657783407,0.9977737215243279
age,hcpd,73.0,leak_covars,0.7764832049179395,0.5989952058819474,0.9954353252668058
attn,pnc,11.0,leak_covars,-0.007672786507439711,-0.16400784908524524,0.9695208245653665
attn,abcd,58.0,leak_covars,0.11274414711011875,-0.09261242180027507,0.9872248805064933
age,pnc,13.0,leak_covars,0.6402669362664912,0.40595950750716747,0.9975676474889504
mr,pnc,62.0,leak_covars,0.26008593354364834,0.04042933280951022,0.9837298416253368
mr,pnc,2.0,leak_covars,0.24740015132215717,0.028705629808244648,0.9851015249896073
age,abcd,3.0,leak_covars,0.2442836754781148,0.039456949461189494,0.9598890831264708
age,abcd,67.0,leak_covars,0.23387059794789505,0.031552506683093395,0.997757509287128
attn,hcpd,17.0,leak_covars,-0.0331435962899688,-0.15596416462446427,0.9596271971529577
mr,abcd,0.0,leak_covars,0.245189756564819,0.057011830381577866,0.9946102122682832
mr,hbn,28.0,leak_covars,0.27593890410504207,0.048582139598822405,0.9473842794990791
mr,hcpd,13.0,leak_covars,0.2547319558183659,0.03341866050433029,0.959154553299639
age,hbn,68.0,leak_covars,0.7495496636862872,0.5568635414890017,0.9965188794499967
attn,hbn,69.0,leak_covars,0.0021403476406669374,-0.14874936396407135,0.9704775736142413
attn,hbn,9.0,leak_covars,0.014617558236918396,-0.1449789123581493,0.9738191561639971
attn,hcpd,10.0,leak_covars,0.02489999179201869,-0.11056881919257111,0.9547049864257164
age,abcd,62.0,leak_covars,0.24052294125211376,0.030809099991302658,0.9968191440686913
mr,hcpd,59.0,leak_covars,0.2727443061973189,0.053004464348824776,0.9598617207848947
mr,hcpd,49.0,leak_covars,0.2705177981310175,0.048559263839513034,0.957068400887903
attn,pnc,58.0,leak_covars,0.004192152699988927,-0.14514434638380136,0.9687123594817633
age,pnc,5.0,leak_covars,0.6222348143418559,0.38477640408463754,0.9979455962121335
age,pnc,36.0,leak_covars,0.6336234745873972,0.39775176081349684,0.9972932767999985
age,hbn,82.0,leak_covars,0.7394650898755017,0.5427779016622849,0.997763029698918
mr,hcpd,81.0,leak_covars,0.267571515463773,0.04851205162958261,0.9580177379674945
age,hbn,86.0,leak_covars,0.7461813491940964,0.551498230780548,0.9971173950897145
age,hbn,60.0,leak_covars,0.743250008352438,0.5479290759226187,0.9976196110086459
attn,abcd,79.0,leak_covars,0.12345391195196785,-0.08683769984458367,0.9888653241081962
attn,abcd,93.0,leak_covars,0.11934460132066599,-0.09433583997536377,0.9387842094148777
age,hcpd,62.0,leak_covars,0.7889987008050617,0.6175429947801043,0.9952231622545701
age,hbn,36.0,leak_covars,0.742063330505658,0.5456148778649932,0.9977200758521323
mr,hbn,89.0,leak_covars,0.2533636207242943,0.029738781576035822,0.9525213922545992
age,hbn,71.0,leak_covars,0.7485320695541887,0.5543579240211387,0.9973798208666336
age,hcpd,72.0,leak_covars,0.7752241502330106,0.5979344812600824,0.9955439389147939
attn,abcd,95.0,leak_covars,0.12083275301617667,-0.09044365162095502,0.987914906013893
age,hcpd,78.0,leak_covars,0.7966234620192975,0.628049624323386,0.9946652289849293
age,abcd,21.0,leak_covars,0.24211167730712352,0.038111657043124914,0.9978414486729281
mr,pnc,68.0,leak_covars,0.263111061933964,0.04078901750060493,0.9837045556589982
age,hcpd,98.0,leak_covars,0.7833438701822678,0.6105411914527785,0.9963095761493768
attn,hbn,58.0,leak_covars,0.003879395750768511,-0.14710199051192352,0.9731818319976507
attn,abcd,67.0,leak_covars,0.10708813827932996,-0.09719337121105087,0.9900626013180641
attn,hcpd,0.0,leak_covars,-0.08316198955846359,-0.19118146815143167,0.958128047062456
age,hcpd,91.0,leak_covars,0.7890171937081913,0.6160556025826216,0.9961696402705047
age,pnc,27.0,leak_covars,0.6220739412715485,0.384471966427416,0.9975409492446458
attn,hcpd,22.0,leak_covars,-0.0699353456988658,-0.17226164243844133,0.941872402745671
age,abcd,63.0,leak_covars,0.2409333112119473,0.03665415384951076,0.996752612922002
mr,pnc,20.0,leak_covars,0.24009430953508024,0.02280836741477199,0.9858138767377259
age,hbn,89.0,leak_covars,0.7425620483919115,0.5463369842637564,0.9971389401089698
attn,pnc,1.0,leak_covars,-0.012058133656781732,-0.16167964842156168,0.9675794077954416
attn,hcpd,67.0,leak_covars,-0.07074023889453439,-0.1702079051111065,0.9452926849633732
attn,hbn,26.0,leak_covars,0.04199747925855466,-0.11169481922890068,0.9690640948366757
age,hcpd,17.0,leak_covars,0.7875740663640811,0.6162100250108337,0.9955540818533796
mr,pnc,87.0,leak_covars,0.25441020449402957,0.03383982511626127,0.9849985638286362
mr,abcd,70.0,leak_covars,0.24482851956073373,0.056957980786526585,0.9942566676123652
age,hbn,79.0,leak_covars,0.7536316387219919,0.5622856928538873,0.9975587110815614
age,pnc,88.0,leak_covars,0.6214221554874728,0.38428566377523143,0.997128495613733
age,hcpd,10.0,leak_covars,0.7860764460496207,0.6122750974875009,0.9957447999466239
attn,pnc,88.0,leak_covars,-0.007152637573921483,-0.15208233909776125,0.9680255001208257
mr,pnc,15.0,leak_covars,0.2412669727332312,0.02262440770049956,0.9846971043164123
attn,hcpd,52.0,leak_covars,-0.019064069028545644,-0.13653811657472392,0.9563000885498286
age,abcd,1.0,leak_covars,0.24196649842074375,0.022651045123859403,0.9961791415012298
attn,abcd,23.0,leak_covars,0.11894052672928888,-0.08973178704280582,0.9890762256119972
mr,abcd,64.0,leak_covars,0.24981038131021036,0.05975364779609349,0.9948144951813636
age,abcd,8.0,leak_covars,0.24053526883191753,0.028886629490550098,0.995782641487037
attn,hbn,55.0,leak_covars,-0.046661558097266374,-0.19042999613343659,0.9704828614062255
attn,pnc,92.0,leak_covars,-0.030466163032677317,-0.1711087222536798,0.9687286145595406
mr,abcd,10.0,leak_covars,0.24413959096499926,0.056492773922647954,0.9949797346513467
attn,pnc,12.0,leak_covars,-0.02030488705869274,-0.16500021687838418,0.9675839549861777
age,abcd,79.0,leak_covars,0.23190588986867405,0.03772119735569224,0.9592623146876287
attn,hbn,1.0,leak_covars,-0.01636621854074143,-0.16480883953838488,0.9758910138412025
attn,hcpd,59.0,leak_covars,-0.07091147390936081,-0.17478773763548228,0.9401411438722477
attn,hcpd,65.0,leak_covars,-0.013948173551058856,-0.1345486368927764,0.946670851945433
age,pnc,97.0,leak_covars,0.6323328501162665,0.39521051856712197,0.9980644234494107
mr,hbn,97.0,leak_covars,0.26482147955608604,0.03814104959195086,0.9434698182587044
mr,hcpd,18.0,leak_covars,0.24302525484479184,0.024876424625892457,0.9657635127393606
attn,abcd,36.0,leak_covars,0.1256866439345455,-0.08748614369717944,0.9880962661918082
age,hcpd,19.0,leak_covars,0.7896037188990084,0.6186700157082043,0.9954807623998161
attn,hbn,6.0,leak_covars,0.002559367446719549,-0.1576735799923652,0.973805214382091
age,hbn,48.0,leak_covars,0.752185753440212,0.5603905982174757,0.9970341763273484
mr,pnc,48.0,leak_covars,0.24632475593417422,0.02439867352952718,0.9858174116084387
attn,pnc,42.0,leak_covars,-0.02665915889445629,-0.17270033147032193,0.9731793971979497
attn,pnc,97.0,leak_covars,-0.009880871395775216,-0.15602240783526988,0.9707580132125563
age,hcpd,0.0,leak_covars,0.7889387972474567,0.6170725637209417,0.9955169619239066
mr,abcd,33.0,leak_covars,0.24144145897336067,0.05500468047086149,0.9945740991288259
attn,pnc,85.0,leak_covars,-0.009954118520480655,-0.154767990254421,0.9683415638468621
mr,hcpd,67.0,leak_covars,0.26820792700308926,0.04530773252682396,0.958407038258936
attn,hcpd,12.0,leak_covars,-0.014991073185594134,-0.12080625209866214,0.9402170201265255
attn,abcd,77.0,leak_covars,0.10844714857102129,-0.09575149054261844,0.9494347714393662
mr,pnc,51.0,leak_covars,0.2584588331640987,0.03798422396609835,0.9810752255542401
attn,abcd,89.0,leak_covars,0.11148072268269862,-0.09188519415806917,0.9889677591736522
attn,hbn,3.0,leak_covars,-0.0331469419086453,-0.18546055739830813,0.9729493761888547
mr,hbn,61.0,leak_covars,0.25760401933371163,0.025920062860905535,0.9476283563435458
age,abcd,25.0,leak_covars,0.23362789646033988,0.03779983965705214,0.9974976524298628
age,abcd,74.0,leak_covars,0.24136876617896974,0.04382128030644339,0.9974540617697356
age,abcd,83.0,leak_covars,0.23739722746796688,0.03377922027445046,0.9962912478155745
age,hbn,34.0,leak_covars,0.7461816441265909,0.5506337355940181,0.997718179819746
attn,pnc,77.0,leak_covars,0.004142014460551781,-0.14936331375864143,0.9707483192047862
age,hbn,37.0,leak_covars,0.7463937824701958,0.5527076939508979,0.9972983996075728
mr,pnc,40.0,leak_covars,0.22786729850661314,0.016310044527456324,0.9843113479146784
age,hbn,66.0,leak_covars,0.7472813966933066,0.5534515408050193,0.9972929277826209
mr,abcd,81.0,leak_covars,0.2500629580611543,0.059962794090555493,0.9953572609583895
attn,hbn,44.0,leak_covars,-0.014012014128566555,-0.1659709941890153,0.9722444223460621
