pheno,dataset,seed,leakage_type,r,q2,r_yp
mr,hcpd,21.0,leak_family,0.2869495022848908,0.0646936212795346,0.8627914598952309
attn,hcpd,23.0,leak_family,0.04813677757256536,-0.08353066558619848,0.704038881118439
mr,abcd,36.0,leak_family,0.25251723390883934,0.06133708409080796,0.9024331388830491
attn,hcpd,49.0,leak_family,0.02426548197316031,-0.0911761300760423,0.7373675605288134
attn,abcd,28.0,leak_family,0.1246532387750128,-0.08973697963309579,0.8015922955374328
attn,hcpd,14.0,leak_family,-0.03968967734610926,-0.14355197630366034,0.7130206979123944
attn,hcpd,39.0,leak_family,0.01701782115949076,-0.09410029655246221,0.7051133975134884
age,abcd,54.0,leak_family,0.24388858102234695,0.0389410690119405,0.7936897995848967
mr,abcd,94.0,leak_family,0.2553159379907912,0.06291680514554876,0.9032747719489228
age,hcpd,68.0,leak_family,0.8098106669102861,0.646165779704438,0.9812146547133028
attn,abcd,11.0,leak_family,0.13026806919511974,-0.0908827999292312,0.8083189627124934
attn,abcd,8.0,leak_family,0.12393918305068133,-0.09276303371639116,0.79412872416633
attn,abcd,71.0,leak_family,0.1230362822126594,-0.0883458394585741,0.7929907573277452
age,abcd,93.0,leak_family,0.23955433043551239,0.03609397278357651,0.8041617017357864
attn,hcpd,1.0,leak_family,0.056358786780391155,-0.07266479811150361,0.665502579814669
attn,abcd,39.0,leak_family,0.11842594371539421,-0.08907621719560299,0.8308297588044821
mr,abcd,12.0,leak_family,0.25208734018935375,0.06103440818935113,0.8992429339598681
attn,abcd,90.0,leak_family,0.11810106017490306,-0.08942518439893332,0.828517247227106
mr,hcpd,4.0,leak_family,0.3476257297124101,0.11569232366499471,0.8843974305882872
attn,hcpd,90.0,leak_family,0.0015758597103474178,-0.12304430542470679,0.7391486474764134
attn,hcpd,31.0,leak_family,0.013995729871301354,-0.09227480423265844,0.7365107590907657
attn,hcpd,81.0,leak_family,0.029991735945576786,-0.08677393344351803,0.7229314582843726
age,hcpd,51.0,leak_family,0.7986109775745485,0.631347192289169,0.9776294555337541
mr,abcd,45.0,leak_family,0.25217604522057707,0.06096589919436879,0.901939243617685
age,hcpd,86.0,leak_family,0.8013292233011452,0.6345992205502623,0.9790998658994448
attn,abcd,3.0,leak_family,0.1261875932198679,-0.08568733453997357,0.8276017747887897
attn,hcpd,64.0,leak_family,-0.013816498385891272,-0.11328802694248696,0.7028765046262995
age,hcpd,63.0,leak_family,0.801024935243776,0.6358695228667721,0.9787929982340382
mr,hcpd,47.0,leak_family,0.26985001199495284,0.047911093772255664,0.8630854405226738
attn,hcpd,18.0,leak_family,-0.015065947290486261,-0.11855095815175098,0.7160116734046502
attn,hcpd,26.0,leak_family,0.025692354969597934,-0.09103455085326906,0.7173887627579112
mr,hcpd,69.0,leak_family,0.3003635796053057,0.07618335238161367,0.8544484573046432
mr,hcpd,30.0,leak_family,0.3106845703970559,0.08316191369716264,0.868430617599707
age,abcd,20.0,leak_family,0.24130828206308755,0.031779120038550435,0.7988125955550263
attn,abcd,41.0,leak_family,0.12370531879820126,-0.0879437174056994,0.8046982650383278
age,hcpd,77.0,leak_family,0.8075281730887319,0.6446285438491604,0.9797892472060993
age,hcpd,9.0,leak_family,0.8010003524701369,0.6334290918688716,0.9778985311716115
age,hcpd,95.0,leak_family,0.80198119902853,0.636519761121409,0.9806149967306764
mr,abcd,29.0,leak_family,0.25792253376358043,0.06443705106817732,0.9039903761843316
age,hcpd,92.0,leak_family,0.8055994947653758,0.6423680006202981,0.9798888736725471
age,hcpd,56.0,leak_family,0.7945097349782937,0.6241534387397087,0.9761239620636346
age,hcpd,23.0,leak_family,0.8056591815193006,0.6411892816694691,0.9795560924812506
attn,abcd,73.0,leak_family,0.1352403218663422,-0.08325519252431679,0.8280692015883313
age,abcd,6.0,leak_family,0.24350519990911138,0.05107985471736698,0.7916501283933787
mr,abcd,49.0,leak_family,0.25507457491366115,0.06269076046938482,0.899632538085009
mr,abcd,93.0,leak_family,0.2510114458839837,0.06037977166827746,0.8994998566298673
age,hcpd,35.0,leak_family,0.8041047659653645,0.6395750847692421,0.9774142435642698
attn,hcpd,61.0,leak_family,-0.005092957480845977,-0.10183496035974215,0.6376517818149265
mr,abcd,99.0,leak_family,0.25868055668714823,0.06469496994145829,0.9053355456968709
age,hcpd,46.0,leak_family,0.7986586232302849,0.6321772822393825,0.9789925995201418
mr,hcpd,45.0,leak_family,0.34415632515054406,0.11051768363233372,0.8625976075042187
age,abcd,88.0,leak_family,0.2433112822039488,0.03099847236280162,0.797732616987301
mr,hcpd,74.0,leak_family,0.33291414950886683,0.10066567846404373,0.8964927651063542
attn,abcd,4.0,leak_family,0.1265807529609695,-0.08684783589685141,0.8372920958118981
mr,abcd,53.0,leak_family,0.25452042216035997,0.06238861840213361,0.9014039645954068
mr,hcpd,90.0,leak_family,0.3285197268955467,0.09762545856390237,0.8813087216114213
age,abcd,68.0,leak_family,0.2376020589294788,0.042038329298082044,0.7875483634117106
attn,hcpd,38.0,leak_family,-0.03207139467186259,-0.14110801087549074,0.7557391225821687
age,hcpd,4.0,leak_family,0.8069970555736196,0.6428132422532544,0.9798454387670318
age,abcd,12.0,leak_family,0.2409945466948863,0.030407067963818313,0.8045101355144244
attn,hcpd,41.0,leak_family,0.00029670826898008486,-0.11761543862829194,0.7647794357173764
mr,abcd,62.0,leak_family,0.25167338456831795,0.0606958788477765,0.9021172290261886
attn,hcpd,19.0,leak_family,-0.015367367411867417,-0.12097311946884082,0.7327010689155272
attn,abcd,61.0,leak_family,0.12269326654646284,-0.08733004252715659,0.648574621737485
attn,hcpd,13.0,leak_family,-0.06118999918739351,-0.16065330220518814,0.7282048340106476
attn,abcd,57.0,leak_family,0.12520299823373013,-0.08813069440174348,0.8249544717024857
mr,abcd,15.0,leak_family,0.24863191356009195,0.05915626989546219,0.8993491650911277
mr,hcpd,91.0,leak_family,0.3074003800332977,0.08303445343498927,0.8653597039281491
mr,abcd,84.0,leak_family,0.2503994301143397,0.060126756597427056,0.9059227268209916
mr,hcpd,38.0,leak_family,0.32204656689857575,0.09126219486051013,0.8875262323039081
age,hcpd,82.0,leak_family,0.8032298283598047,0.6391059780428883,0.978950799640162
attn,abcd,51.0,leak_family,0.1332681165809769,-0.08364071949186247,0.8360091565001522
mr,abcd,28.0,leak_family,0.2489454770459864,0.05937148592063113,0.90107082158523
mr,abcd,76.0,leak_family,0.25561775647392765,0.06292098122021861,0.9054094693850532
age,abcd,86.0,leak_family,0.24255204263518637,0.03269005674000669,0.808003250051374
attn,hcpd,72.0,leak_family,0.10973708257648866,-0.0413104741054644,0.7510565135279473
age,abcd,35.0,leak_family,0.24463372751368812,0.039783411072803254,0.8009145514128708
mr,hcpd,19.0,leak_family,0.3175261162517875,0.09294175869968213,0.8711269282548658
mr,hcpd,20.0,leak_family,0.324475205483616,0.09843494263603092,0.8724714165101604
mr,abcd,63.0,leak_family,0.2461331650703268,0.05770093191579795,0.8979878359198898
age,abcd,95.0,leak_family,0.24432861658692787,0.04055986796100519,0.793270364001892
age,hcpd,90.0,leak_family,0.8054039269134108,0.6397019609374437,0.9769942328330044
mr,hcpd,25.0,leak_family,0.2740807140536774,0.05260828248518723,0.8503688339586474
age,hcpd,75.0,leak_family,0.8087404107413685,0.6465951735738885,0.9786716657094998
age,abcd,53.0,leak_family,0.23764691136215804,0.04239176781499354,0.786679339626409
attn,abcd,13.0,leak_family,0.12902824864132528,-0.08694266322547706,0.8319342571637948
mr,abcd,21.0,leak_family,0.2529869309235943,0.061607166874767416,0.8993985335731368
age,hcpd,14.0,leak_family,0.8088605148791992,0.6466707409421852,0.9805960974039771
age,hcpd,61.0,leak_family,0.7960524682045873,0.6276025751335121,0.9807000747076284
mr,hcpd,44.0,leak_family,0.3283401264218936,0.09312028507839043,0.8786815415472223
attn,abcd,86.0,leak_family,0.1132245827105481,-0.09256380638459083,0.8262866977567702
age,hcpd,85.0,leak_family,0.7960820194106482,0.6269552885354874,0.9773529911799836
mr,hcpd,65.0,leak_family,0.33301360328249524,0.10166011667068453,0.8656502986564439
mr,hcpd,68.0,leak_family,0.31344790430000447,0.08283437851246811,0.8699394711217081
age,hcpd,71.0,leak_family,0.8100405941384016,0.6486030484479846,0.9800621509960333
attn,abcd,44.0,leak_family,0.11759044415761087,-0.09357769235914781,0.7944840038448523
mr,hcpd,15.0,leak_family,0.3366853173709636,0.10530520463748283,0.892391398398454
mr,hcpd,98.0,leak_family,0.33123406181480725,0.09650657944473917,0.8487442190793537
age,abcd,49.0,leak_family,0.24155732450727177,0.043513103329740455,0.8215517123546443
age,abcd,47.0,leak_family,0.23867063063411498,0.042222223840759465,0.8050436467714559
age,hcpd,13.0,leak_family,0.79503019851359,0.6256721597158785,0.9793244480566375
mr,hcpd,51.0,leak_family,0.31806101006295096,0.09362686808155174,0.8750883862240155
age,hcpd,6.0,leak_family,0.7931247469717346,0.6235386726949151,0.9766378907219013
mr,abcd,66.0,leak_family,0.25338861465688056,0.06158195304770486,0.9010554950694905
attn,hcpd,78.0,leak_family,0.055911218711125275,-0.07786564702112275,0.7465420547432338
age,abcd,59.0,leak_family,0.2339299598734515,0.02391715944449846,0.793088457745731
attn,abcd,68.0,leak_family,0.13357366538705215,-0.0836931806601835,0.831884247602498
mr,abcd,18.0,leak_family,0.2526522399988758,0.06124966743846705,0.8993901831739711
mr,abcd,1.0,leak_family,0.2544358241128418,0.06234365372005268,0.9109515982550982
age,hcpd,54.0,leak_family,0.8071569285875413,0.644846272319525,0.9798115813329407
mr,hcpd,26.0,leak_family,0.29857307591387144,0.07064070826855118,0.8865789914974498
attn,hcpd,50.0,leak_family,0.017754627047653546,-0.09042926215862246,0.6896120846705979
attn,hcpd,42.0,leak_family,-0.04661444012756223,-0.15292388417838154,0.7634494183291317
age,abcd,45.0,leak_family,0.23971939310280696,0.04290958539681078,0.8033110693626313
attn,hcpd,87.0,leak_family,-0.0377349314695132,-0.13723079770145552,0.679392308950552
age,hcpd,22.0,leak_family,0.7986031261092081,0.6311770209489844,0.9794077935897798
mr,hcpd,87.0,leak_family,0.3202200583322882,0.08879665468284392,0.8753254083365137
age,hcpd,88.0,leak_family,0.8072200008802807,0.6437750087706025,0.9791870348418162
age,abcd,75.0,leak_family,0.25015644711222856,0.050656795937081056,0.8150133224362289
attn,hcpd,89.0,leak_family,-0.005136603621862276,-0.12717649711690493,0.7194068381231798
age,hcpd,81.0,leak_family,0.8012234698837145,0.6345046395442306,0.977896819472842
age,abcd,96.0,leak_family,0.23406545848668325,0.025609268097366078,0.797929150040506
attn,hcpd,73.0,leak_family,0.04855992791127005,-0.0719225054443764,0.721783613310886
attn,abcd,2.0,leak_family,0.10900278251517101,-0.09354153372010643,0.8251143392575511
attn,hcpd,34.0,leak_family,-0.0396154102543797,-0.14886420179233895,0.7181231104577277
age,hcpd,64.0,leak_family,0.8033115190042099,0.6366382477211523,0.9810141380729333
attn,hcpd,7.0,leak_family,0.02523119377616481,-0.09008391404855232,0.7378476605995842
mr,hcpd,76.0,leak_family,0.2986860770686407,0.07125232375088886,0.8625774883780012
mr,hcpd,5.0,leak_family,0.30501992315983645,0.08133149251631899,0.8905834903661283
attn,abcd,54.0,leak_family,0.12314849597288471,-0.08888557684306297,0.8060264957547827
attn,abcd,38.0,leak_family,0.12424334154934609,-0.08688708219278762,0.7828968723979806
age,hcpd,50.0,leak_family,0.7993251866784595,0.6321908902859679,0.9787092387441476
mr,hcpd,83.0,leak_family,0.30607329275993356,0.08064801639393471,0.8639118599558316
attn,abcd,82.0,leak_family,0.125427083191204,-0.0863764797118225,0.8333749110388536
mr,abcd,60.0,leak_family,0.25416582343688726,0.062202898338749035,0.9016982737128036
age,hcpd,53.0,leak_family,0.8055834721509426,0.641487895023136,0.9804743038630751
attn,abcd,99.0,leak_family,0.10548215686076301,-0.07809074172249542,0.6970303052445694
age,hcpd,87.0,leak_family,0.8047590720371505,0.6388482634669366,0.9800448677130671
mr,hcpd,32.0,leak_family,0.3300181935651816,0.09952664577693049,0.8838326154596298
attn,abcd,19.0,leak_family,0.13033929012933035,-0.08468086875910652,0.8311918424248993
mr,abcd,90.0,leak_family,0.25305227105422207,0.06173924158094579,0.8997019810364612
age,abcd,37.0,leak_family,0.23612430793307218,0.04087497696299691,0.7919589957961419
attn,abcd,35.0,leak_family,0.1308247272703833,-0.08487900525963776,0.8350809280551209
age,abcd,51.0,leak_family,0.23921118931814292,0.037766045104599466,0.7937604956359557
mr,abcd,14.0,leak_family,0.2533321531068797,0.06182916165354213,0.9015250974422614
attn,abcd,27.0,leak_family,0.12387098255850039,-0.0877184752321809,0.833674977377559
attn,abcd,29.0,leak_family,0.12292090447869147,-0.08795794583195549,0.826384995136065
age,abcd,97.0,leak_family,0.24058037505976412,0.04418246076069288,0.8069654463796703
mr,hcpd,54.0,leak_family,0.3231489201468265,0.0919762207086231,0.8932197140157798
age,abcd,5.0,leak_family,0.2490900873201827,0.05569667483217777,0.8535312034819356
mr,abcd,20.0,leak_family,0.24769623019132614,0.058609631368755855,0.9011913831163354
age,hcpd,89.0,leak_family,0.8074903052937449,0.6417232095197496,0.979858709822235
age,abcd,58.0,leak_family,0.24420274487524807,0.046438894251412455,0.7994527135154572
mr,abcd,77.0,leak_family,0.2508422276746992,0.06025546469546039,0.8995212211971724
mr,abcd,13.0,leak_family,0.2479696601952114,0.05873055479203604,0.9023455593876752
mr,abcd,74.0,leak_family,0.2506140659092111,0.06036492828892004,0.9010340443583517
age,hcpd,3.0,leak_family,0.8091317341200123,0.647433774928112,0.979715529141719
mr,abcd,72.0,leak_family,0.2500804930715231,0.05988460978870813,0.9024027393648932
mr,hcpd,12.0,leak_family,0.3380599709906877,0.10576235923992672,0.8775715241346076
age,abcd,85.0,leak_family,0.242994888048317,0.050406744243327695,0.8013512972728806
age,abcd,11.0,leak_family,0.2406218825564212,0.035225675518209876,0.8030126784312455
age,hcpd,7.0,leak_family,0.8084210872962567,0.6439427893215464,0.9811362392822174
age,abcd,22.0,leak_family,0.24712324580643866,0.034642381358064966,0.8057097279811176
age,hcpd,32.0,leak_family,0.7988348483277083,0.6297242176190407,0.9774385239701071
age,hcpd,43.0,leak_family,0.8029259241931356,0.6368813473104842,0.9767713722371922
age,hcpd,67.0,leak_family,0.7983566848879039,0.6302778735474701,0.979376381691733
mr,abcd,8.0,leak_family,0.24627979175134612,0.05768949240161503,0.9019615610973133
age,abcd,55.0,leak_family,0.23644343891908942,0.03496792715395858,0.7967493525388143
age,hcpd,47.0,leak_family,0.8020476905711053,0.635985322486806,0.9793615258688044
age,hcpd,70.0,leak_family,0.8042180622914163,0.6385900697550387,0.9788886383505735
attn,hcpd,70.0,leak_family,0.062073914691226806,-0.07608107140842879,0.7260413868794555
attn,hcpd,16.0,leak_family,0.020358617462081535,-0.10321895888755361,0.7665466976497817
attn,abcd,46.0,leak_family,0.1261536893570179,-0.0860293790314286,0.828100919323546
mr,abcd,43.0,leak_family,0.2467263670875967,0.05793104012813077,0.9001951566381216
attn,abcd,64.0,leak_family,0.11925453209245951,-0.09264447143562005,0.782117946819387
mr,abcd,7.0,leak_family,0.24890838537819368,0.059090895875628546,0.9024131225474715
age,abcd,69.0,leak_family,0.2453818324106891,0.03390597559321973,0.8162186934218519
attn,abcd,26.0,leak_family,0.11935526965703565,-0.08998833906927395,0.8200084948101078
mr,abcd,67.0,leak_family,0.24903234222466544,0.05930835690777925,0.9022632330527247
age,abcd,9.0,leak_family,0.2438530461248277,0.033074037351733865,0.7951282242977171
mr,hcpd,78.0,leak_family,0.3384545867759532,0.10735671805691549,0.868405228013776
attn,hcpd,77.0,leak_family,-0.013543305876406357,-0.1156166115566073,0.6904533317669646
attn,abcd,37.0,leak_family,0.12179820816851569,-0.09207359199963938,0.7685862583210025
attn,abcd,22.0,leak_family,0.13585826437362697,-0.08419603783524465,0.829775835064435
age,abcd,36.0,leak_family,0.24529333740063364,0.03257498531752556,0.8028802213423929
mr,abcd,47.0,leak_family,0.25224779174158574,0.06091064605373264,0.9032698055424171
mr,hcpd,93.0,leak_family,0.29234231792049203,0.0688146120108648,0.8832646137739322
mr,abcd,25.0,leak_family,0.25251713874178056,0.06110692032952858,0.9002955926350856
age,abcd,80.0,leak_family,0.23428312208194482,0.02438939790391592,0.7942031158395485
attn,abcd,92.0,leak_family,0.10895528966010094,-0.09932076382073651,0.7908216519606963
age,hcpd,58.0,leak_family,0.8002240691344581,0.6322879069120627,0.9815972546091515
attn,abcd,30.0,leak_family,0.11794912486644381,-0.09035630054114208,0.8023536341186414
mr,abcd,30.0,leak_family,0.2473197962377738,0.058456831328909664,0.9003632445493652
attn,hcpd,99.0,leak_family,0.028609022225610434,-0.09721970454044793,0.7576996411499382
mr,abcd,98.0,leak_family,0.2521697747375008,0.06104360507058659,0.9046070920637307
attn,hcpd,85.0,leak_family,0.014122968513165511,-0.10284104733110344,0.6952363650398619
mr,abcd,40.0,leak_family,0.2552594064745828,0.0629488898634325,0.9039408069317101
attn,hcpd,84.0,leak_family,-0.03444634737579378,-0.1401360515745278,0.7046448659147092
attn,abcd,88.0,leak_family,0.11891470848693625,-0.09077772834781173,0.8187147658543942
mr,abcd,35.0,leak_family,0.2541815939080239,0.062198099703194565,0.9045444361701065
mr,hcpd,39.0,leak_family,0.30292927638826017,0.07548388237466241,0.8772359384412061
attn,hcpd,56.0,leak_family,0.03346396735341093,-0.09916545520981801,0.7059307375713056
attn,abcd,84.0,leak_family,0.12690752180399828,-0.0904161080682655,0.8066036206128339
mr,hcpd,86.0,leak_family,0.3071991703316163,0.07942806768924182,0.8810098564000236
mr,abcd,11.0,leak_family,0.2534814128311936,0.06183569440508219,0.9013964401221812
attn,hcpd,20.0,leak_family,0.0014515297949319718,-0.11903628205880379,0.7229512369661258
mr,abcd,75.0,leak_family,0.2510733889844931,0.06052481462207471,0.9032626169217342
age,hcpd,33.0,leak_family,0.8014716538216112,0.6338023031540663,0.9794137827685006
mr,hcpd,37.0,leak_family,0.3178142316801606,0.08949212008013896,0.8758352309187926
mr,hcpd,92.0,leak_family,0.3268943585014155,0.0992089217571771,0.8618200239200228
mr,abcd,96.0,leak_family,0.2571540815645997,0.06385762078002033,0.9045942610344789
age,hcpd,36.0,leak_family,0.8004829302460594,0.6328757617275588,0.9777254727247109
age,hcpd,27.0,leak_family,0.8081029704333331,0.6446583965008845,0.9800410390990705
age,abcd,39.0,leak_family,0.23941806308806177,0.03658038308062672,0.7989302386915014
attn,abcd,76.0,leak_family,0.1287952785177359,-0.08890868033922494,0.8017510402418813
age,hcpd,74.0,leak_family,0.801497305577843,0.6342527911081423,0.9761748047116687
mr,hcpd,27.0,leak_family,0.3122859067895137,0.0851621363912215,0.8683125660177581
attn,hcpd,86.0,leak_family,0.024492487937031446,-0.08375221950208922,0.7257584440201659
attn,abcd,15.0,leak_family,0.11988724110716781,-0.08849784878574285,0.8115981239580241
mr,hcpd,57.0,leak_family,0.32173028840579204,0.09246065032235595,0.8644869474538891
mr,hcpd,97.0,leak_family,0.2989528353417974,0.07481073105922587,0.8723325424528651
age,abcd,26.0,leak_family,0.24293936338711616,0.03918750009191396,0.8076903806446644
age,hcpd,2.0,leak_family,0.796870923549039,0.6297340129463989,0.978737079171489
age,abcd,23.0,leak_family,0.23998031678375326,0.04318037120869289,0.8019487557136282
attn,abcd,24.0,leak_family,0.12120095504688112,-0.08799836992461096,0.8246580665000524
age,abcd,61.0,leak_family,0.241702680204156,0.03696562807940762,0.7950704860581469
age,abcd,14.0,leak_family,0.2419784366136735,0.03129038663145245,0.7876946782785609
mr,abcd,34.0,leak_family,0.25280048545590766,0.06138756599267725,0.90152990495834
mr,abcd,38.0,leak_family,0.24844318006258603,0.059284816400652196,0.9025697151468055
attn,hcpd,62.0,leak_family,0.06505997104304867,-0.0698133725877188,0.7576235527113948
attn,hcpd,98.0,leak_family,-0.0041669318031592305,-0.11622358069714234,0.747615292965366
mr,hcpd,70.0,leak_family,0.31398881592123534,0.08557281455392052,0.8769780241832134
mr,hcpd,35.0,leak_family,0.3233128612139749,0.09335143088164921,0.8869885605446377
age,hcpd,69.0,leak_family,0.809245206740791,0.6460209400906409,0.9808302990716881
age,hcpd,8.0,leak_family,0.8096550025540177,0.6476830724069602,0.9785670745041114
age,abcd,31.0,leak_family,0.2446568256091881,0.03306007642609743,0.7886816943753686
age,hcpd,39.0,leak_family,0.8025125106894023,0.636481605209852,0.9770435597076985
age,hcpd,80.0,leak_family,0.8061570039089503,0.6421587631966684,0.9767535077771163
age,hcpd,18.0,leak_family,0.8065932314006927,0.6404475240376607,0.9799595739352445
mr,abcd,42.0,leak_family,0.24887988231227312,0.059082327211415375,0.9063802620577551
age,abcd,0.0,leak_family,0.23295470322828052,0.02318507788816504,0.7824171715701098
mr,abcd,79.0,leak_family,0.2500088051222549,0.05981748036627754,0.9035717711918689
attn,hcpd,79.0,leak_family,0.029399424080681354,-0.0877533076536472,0.7104408076405152
attn,abcd,70.0,leak_family,0.11710235019399645,-0.09100750302159555,0.8257670814495658
attn,hcpd,9.0,leak_family,0.03546516773522402,-0.09087936970640231,0.7236619332894085
age,abcd,77.0,leak_family,0.23845928568165534,0.03482364690803097,0.7911570696125727
attn,abcd,12.0,leak_family,0.12429546353654701,-0.08772167791094221,0.8301746021776948
mr,abcd,97.0,leak_family,0.25352379206782355,0.0619264634113833,0.903463478649312
age,hcpd,31.0,leak_family,0.7920075273585112,0.6203133468818118,0.9757593718693334
mr,abcd,61.0,leak_family,0.25222301867796904,0.06127168313753306,0.9037536624643147
mr,abcd,95.0,leak_family,0.2539590756312748,0.062131654922238155,0.9011656002028603
attn,abcd,5.0,leak_family,0.1317311100919761,-0.08589288129653494,0.8292074766091188
mr,abcd,3.0,leak_family,0.2608196035578169,0.06621964058674834,0.9060599595727532
attn,abcd,16.0,leak_family,0.12359815258025887,-0.08772768176804258,0.8324909666362172
attn,abcd,66.0,leak_family,0.13710172562459028,-0.08212459035881015,0.8398070318662142
mr,abcd,50.0,leak_family,0.25297320644480614,0.06151649200861031,0.9058392774277784
attn,abcd,32.0,leak_family,0.09957226888037574,-0.08245716495123179,0.6926790128005283
age,hcpd,83.0,leak_family,0.7986506536104294,0.6315343506713151,0.9790996936525778
attn,hcpd,11.0,leak_family,0.056935245653322517,-0.07390508003715168,0.7412414337949145
mr,hcpd,72.0,leak_family,0.3499932416873502,0.11714893308738361,0.8874739317979967
mr,hcpd,80.0,leak_family,0.34281607872261344,0.11067175245350847,0.8695213330567596
attn,abcd,85.0,leak_family,0.13108930754546774,-0.08646037215119229,0.8323682419310482
mr,abcd,55.0,leak_family,0.2549934502913312,0.06301290816506355,0.9034228631503147
attn,hcpd,8.0,leak_family,0.015782376829362937,-0.09597923307525869,0.7165905652775137
attn,abcd,94.0,leak_family,0.10582874401258308,-0.07838871540768677,0.690628641659504
attn,abcd,98.0,leak_family,0.11444156298981362,-0.09617795039528132,0.7991299048868667
mr,hcpd,60.0,leak_family,0.31841701955798235,0.09081655908062669,0.8753654657261678
mr,abcd,91.0,leak_family,0.24809533310840456,0.05902883600537201,0.9043271557555719
age,abcd,15.0,leak_family,0.2429674160546638,0.0455264465218016,0.7984923293098558
attn,hcpd,2.0,leak_family,0.032012227830544915,-0.08099152989413327,0.7109396607393823
mr,abcd,54.0,leak_family,0.25015519344147263,0.060202608039309546,0.9015326920430236
attn,hcpd,95.0,leak_family,0.0987284532716731,-0.04296622769907321,0.755143919604726
mr,hcpd,79.0,leak_family,0.31517762644234215,0.08811410293870836,0.8632004718579063
attn,hcpd,27.0,leak_family,-0.014737457505356282,-0.1339838100477384,0.732455230282134
mr,hcpd,46.0,leak_family,0.3139372764115739,0.08688425791957521,0.8538276327736647
age,hcpd,12.0,leak_family,0.7976624821081996,0.6298972761677211,0.9782121100101051
attn,hcpd,33.0,leak_family,0.007836542445617153,-0.11536352349705647,0.7332209501420796
age,abcd,66.0,leak_family,0.23854943348709154,0.04129949835010582,0.8103192824086655
attn,abcd,47.0,leak_family,0.1252934076588949,-0.08807753806151664,0.8262425900071786
age,hcpd,60.0,leak_family,0.8050141545890813,0.6408334387767303,0.9792421364740483
age,hcpd,38.0,leak_family,0.8027726495137334,0.6372585704564586,0.9796806338771163
age,abcd,30.0,leak_family,0.24297019130954595,0.023517074287487505,0.8054007147495259
age,hcpd,37.0,leak_family,0.8058678799335877,0.6407712183510574,0.9797898928276193
mr,abcd,31.0,leak_family,0.25311958630115444,0.061574740579686704,0.9047364170293575
mr,hcpd,23.0,leak_family,0.29117062200911387,0.06796390579755696,0.8800011461866444
age,hcpd,41.0,leak_family,0.8006252698188498,0.633624275573694,0.9763219366508529
mr,abcd,58.0,leak_family,0.2545301326056826,0.0623599791192625,0.8999219462964831
age,abcd,13.0,leak_family,0.24519226908840253,0.02706764823603125,0.8055349954851425
attn,hcpd,48.0,leak_family,0.023577321335737447,-0.09857664569698699,0.7522677796187922
age,hcpd,57.0,leak_family,0.8012393494869176,0.6339587268820124,0.9784341220790832
age,abcd,33.0,leak_family,0.23784318118843242,0.02902676809862892,0.809468841999388
mr,abcd,22.0,leak_family,0.25176570673956716,0.0606739801045727,0.8998473830892959
mr,hcpd,96.0,leak_family,0.31517514636121036,0.08228045217595026,0.8491332452254168
attn,abcd,7.0,leak_family,0.13116702975696856,-0.08573711813527995,0.8358626489847361
attn,abcd,40.0,leak_family,0.12289454091509262,-0.08822574999571087,0.8018924796999202
attn,hcpd,96.0,leak_family,-0.06294051935645856,-0.14875577185676336,0.7039787149207329
mr,hcpd,28.0,leak_family,0.30024938576804816,0.0745299580244726,0.8681143094353394
age,abcd,76.0,leak_family,0.23697160590157967,0.027878651590082626,0.7920841154804642
age,hcpd,25.0,leak_family,0.8019252266218329,0.6358866520042288,0.9791613844075634
age,abcd,78.0,leak_family,0.25154282597653127,0.04697982503765019,0.7954207899813447
mr,abcd,80.0,leak_family,0.25018807410587707,0.05995380553751939,0.8984878336696117
mr,hcpd,22.0,leak_family,0.29198599005242315,0.06598087471264291,0.8679432897752247
mr,hcpd,0.0,leak_family,0.2894966433672588,0.06278343525819163,0.8602243241945666
attn,abcd,97.0,leak_family,0.12181587838005736,-0.08718054328125246,0.8040978881039168
mr,abcd,26.0,leak_family,0.2542613383877154,0.06222020524578975,0.899967372165628
mr,hcpd,3.0,leak_family,0.32954336018394037,0.09670710631134039,0.8556076123663472
attn,hcpd,15.0,leak_family,0.0236501562769059,-0.08984562176687905,0.7158685420714379
mr,hcpd,34.0,leak_family,0.3288837671926299,0.09993670201170746,0.8677146426374591
mr,hcpd,84.0,leak_family,0.3399959996240508,0.10634425381977042,0.8652598411137935
age,abcd,40.0,leak_family,0.2429522369972729,0.03857279527413793,0.8039162388244595
mr,abcd,86.0,leak_family,0.25015233253100777,0.05980707001383556,0.9027233828226711
attn,hcpd,68.0,leak_family,0.008622073664758272,-0.10031645426226654,0.7628361851090542
mr,hcpd,9.0,leak_family,0.3102305229742743,0.08093949830096381,0.876979549306558
mr,hcpd,55.0,leak_family,0.34065902632469414,0.10523896583400494,0.8797920404211049
mr,abcd,27.0,leak_family,0.25226099010973346,0.06123383633812618,0.9030836335818682
age,abcd,72.0,leak_family,0.24181953604812656,0.03864991836663556,0.7908260700721902
mr,abcd,46.0,leak_family,0.2506562602580976,0.06024525359321398,0.9006813539410756
age,hcpd,11.0,leak_family,0.7970340930427471,0.6287030226503442,0.9804296382006662
mr,hcpd,42.0,leak_family,0.31800886754373026,0.0906069773659548,0.8762551657215721
attn,hcpd,46.0,leak_family,0.03300154008084913,-0.08830628404935692,0.7399255796960039
age,hcpd,59.0,leak_family,0.8098682405736605,0.6474733919107016,0.978127479463509
age,hcpd,40.0,leak_family,0.8076429361566553,0.6440776107637938,0.9779749925179226
