pheno,dataset,seed,leakage_type,r,q2,r_coef,feat_overlap,r_yp
mr,hcpddti,31.0,gold_zscore,0.2587109006471413,0.066794664753005,0.9999999906269194,1.0,0.9977653342778038
attn,hcpddti,70.0,gold_zscore,0.10500479634916592,-0.07522734365256589,0.9999169050144974,1.0,0.9979586335856679
mr,hcpddti,78.0,gold_zscore,0.350879453657623,0.11421655364488659,0.9999933084713619,1.0,0.9981306439592628
age,hcpddti,82.0,gold_zscore,0.7300010463670916,0.5324677872324672,0.9999991913887675,1.0,0.9994172957306336
attn,hcpddti,56.0,gold_zscore,0.05619314071492629,-0.10540898134137588,0.9998669630899035,1.0,0.9982406292788161
age,hcpddti,97.0,gold_zscore,0.719168876049455,0.517050775224899,0.9999941027963938,1.0,0.9994756714002283
age,hcpddti,69.0,gold_zscore,0.7416027573891334,0.549529462574104,0.9999944643914331,1.0,0.999925916263357
mr,hcpddti,6.0,gold_zscore,0.4011669688980411,0.16078215249254213,0.9999236191849751,1.0,0.9932782456610019
age,hcpddti,32.0,gold_zscore,0.7452633624271033,0.5542869960272496,0.9999922554526144,1.0,0.9997122462395583
age,hcpddti,10.0,gold_zscore,0.7409090296208705,0.5482367847586398,0.9999863943685096,1.0,0.999508847890166
mr,hcpddti,99.0,gold_zscore,0.4110126494872349,0.1665166678700093,0.9999708466526952,1.0,0.9971673276068976
attn,hcpddti,18.0,gold_zscore,0.13520657526335245,-0.03809992163117437,0.9998111202297191,1.0,0.99874286512664
attn,hcpddti,50.0,gold_zscore,0.12840645521332159,-0.05745571016277773,0.9999366603933522,1.0,0.998241888842127
mr,hcpddti,55.0,gold_zscore,0.35484176868641204,0.12513092968174067,0.9999618474017588,1.0,0.9971575757938508
attn,hcpddti,44.0,gold_zscore,0.08923907960894287,-0.10066181224531334,0.9999552690107563,1.0,0.9996583977647657
mr,hcpddti,0.0,gold_zscore,0.2835599901076436,0.07413604372457372,0.9999910382593313,1.0,0.9986370469976984
age,hcpddti,34.0,gold_zscore,0.7319547583184675,0.5354694685371089,0.9999885348916918,1.0,0.9994784692725527
attn,hcpddti,51.0,gold_zscore,0.13788482866186622,-0.043201036231268475,0.9998892289280935,1.0,0.9987904863875592
age,hcpddti,49.0,gold_zscore,0.7302319568718205,0.5324056248893778,0.9999904972318318,1.0,0.999526972712124
attn,hcpddti,26.0,gold_zscore,0.11592891021559422,-0.07350723807440684,0.9999289962453574,1.0,0.9987365140921108
attn,hcpddti,97.0,gold_zscore,0.10030377465166038,-0.07706687757560471,0.99951569614118,1.0,0.9957981063423339
attn,hcpddti,25.0,gold_zscore,0.0899652950951248,-0.07984223217517306,0.9999804177481224,1.0,0.9983180288124559
attn,hcpddti,37.0,gold_zscore,0.11438225017133936,-0.06104269828296749,0.9998824307799254,1.0,0.9977153163130547
age,hcpddti,13.0,gold_zscore,0.7239031671054512,0.5232843784391707,0.9999815910741613,1.0,0.9992904514006097
attn,hcpddti,72.0,gold_zscore,0.11114795090314353,-0.06917663000761354,0.9999346574935902,0.9997702733746842,0.9987264568934158
age,hcpddti,96.0,gold_zscore,0.7226724462864356,0.5218911054234182,0.9999966832368266,1.0,0.9997546215561802
age,hcpddti,51.0,gold_zscore,0.7442972738762688,0.5533496694467355,0.9999972138131493,1.0,0.9996174277626524
attn,hcpddti,62.0,gold_zscore,0.11194825697260749,-0.07121693148299979,0.9999002393326996,1.0,0.9992248336125493
age,hcpddti,9.0,gold_zscore,0.7212010660752253,0.5198991057737237,0.9999943784781995,1.0,0.9993957771207549
attn,hcpddti,60.0,gold_zscore,0.13754850922410528,-0.05046309096776236,0.9998854486240353,1.0,0.9993839947562447
mr,hcpddti,49.0,gold_zscore,0.34584609744149947,0.11874726521343859,0.9999740615940694,1.0,0.999015968657724
attn,hcpddti,76.0,gold_zscore,0.15570102371086278,-0.02727018902807976,0.9999313182657719,1.0,0.998879323404962
mr,hcpddti,72.0,gold_zscore,0.39657805476562596,0.15689585896531577,0.9999980218215204,1.0,0.998566082446498
age,hcpddti,84.0,gold_zscore,0.7405653110779392,0.5466846958803528,0.9999967335163039,1.0,0.9992616919975582
age,hcpddti,98.0,gold_zscore,0.7326357748464347,0.5366915357737094,0.9999984939712967,1.0,0.9995526737527716
age,hcpddti,80.0,gold_zscore,0.7270439179207766,0.52741851174497,0.9999863774262245,1.0,0.9995777783903216
mr,hcpddti,29.0,gold_zscore,0.319351583963708,0.09856052262774373,0.9999953269454217,1.0,0.9970006094368183
attn,hcpddti,30.0,gold_zscore,0.09690253846502202,-0.06838677524340953,0.9995837147734759,1.0,0.9934547009454998
attn,hcpddti,61.0,gold_zscore,0.11973351141454125,-0.06560598555320452,0.9998896665859834,1.0,0.9982738139458938
age,hcpddti,43.0,gold_zscore,0.7258348847817636,0.5265294773361611,0.9999979549106118,1.0,0.9993210396416118
age,hcpddti,50.0,gold_zscore,0.7365417041576326,0.5414856388297133,0.9999958893375849,1.0,0.9992223303459995
age,hcpddti,42.0,gold_zscore,0.7362029954513051,0.5408676830009691,0.9999908842604126,1.0,0.9998335194960484
age,hcpddti,83.0,gold_zscore,0.738678054627937,0.544523488979846,0.9999975051749942,1.0,0.9997304875701255
attn,hcpddti,58.0,gold_zscore,0.055861294694493184,-0.11005828763645531,0.9998474873751814,1.0,0.9989808460001063
attn,hcpddti,68.0,gold_zscore,0.10355828412490399,-0.08561745545342947,0.9999461740500405,1.0,0.9988631469726484
age,hcpddti,3.0,gold_zscore,0.7361981967564146,0.5415391958684186,0.9999963723791894,1.0,0.9997144137007297
attn,hcpddti,74.0,gold_zscore,0.08580676672347455,-0.08523679469808543,0.9999160024433549,1.0,0.9979732242647931
attn,hcpddti,2.0,gold_zscore,0.08093483601987304,-0.08431273011455542,0.999966487972361,1.0,0.9976460531398036
mr,hcpddti,86.0,gold_zscore,0.3331024991004787,0.10679680965380833,0.999992689272733,1.0,0.9980136785881809
attn,hcpddti,67.0,gold_zscore,0.08233382962234038,-0.0594189982312896,0.9999333311597722,1.0,0.9949429910496316
age,hcpddti,29.0,gold_zscore,0.744190140530228,0.5527846170630817,0.9999940913258393,1.0,0.9993033985291919
age,hcpddti,63.0,gold_zscore,0.7258656361126582,0.5258746840010673,0.9999987295452616,1.0,0.9993248587541795
age,hcpddti,48.0,gold_zscore,0.7364033919482422,0.5416263871772484,0.9999893897720468,1.0,0.9997537274601246
age,hcpddti,45.0,gold_zscore,0.7293524371559478,0.5314213856968112,0.9999950986914855,1.0,0.9999144147055982
attn,hcpddti,33.0,gold_zscore,0.09834281925993103,-0.09952930781692815,0.9999568017121774,1.0,0.9994094951793075
mr,hcpddti,42.0,gold_zscore,0.38641497382365875,0.1487655413390514,0.9999484197050761,1.0,0.9979718911155693
attn,hcpddti,59.0,gold_zscore,0.16890489255614888,-0.01921795391692971,0.999877901408819,1.0,0.998957342834955
attn,hcpddti,35.0,gold_zscore,0.14115341036247583,-0.05276265177114259,0.9998561481732869,1.0,0.9967758936617237
attn,hcpddti,4.0,gold_zscore,0.10618520018725972,-0.07743327760756968,0.9999513989119427,1.0,0.9986372320725321
mr,hcpddti,98.0,gold_zscore,0.39865351659116005,0.15862122158372016,0.9999352061958798,1.0,0.9990186824448586
attn,hcpddti,77.0,gold_zscore,0.08302126404827306,-0.06473858288320611,0.9996699449190743,1.0,0.9949733802919133
attn,hcpddti,91.0,gold_zscore,0.09334246233024984,-0.07433665401358902,0.9997829489615644,1.0,0.9966314165276698
attn,hcpddti,8.0,gold_zscore,0.11090289617380163,-0.057151013741921775,0.9997223078486808,1.0,0.9977211368516613
attn,hcpddti,63.0,gold_zscore,0.1482588826707385,-0.02669449820569003,0.999915693122524,1.0,0.9980294039249635
age,hcpddti,21.0,gold_zscore,0.717437014543538,0.5142177817142943,0.9999932859882935,1.0,0.9999134836607608
mr,hcpddti,69.0,gold_zscore,0.34120289377634844,0.11587188507329071,0.9999889791170884,1.0,0.9987421553378728
attn,hcpddti,6.0,gold_zscore,0.11940139562255216,-0.03368293817022039,0.9998935467877358,1.0,0.9981880466291417
age,hcpddti,64.0,gold_zscore,0.7380583053693233,0.5439258322688645,0.9999966961096525,1.0,0.9994396667608937
age,hcpddti,58.0,gold_zscore,0.7356073682671187,0.540994420676741,0.9999955683725724,1.0,0.9997947539165785
mr,hcpddti,74.0,gold_zscore,0.33675709985511465,0.11323932064950082,0.999985597013989,1.0,0.9956412176694548
age,hcpddti,38.0,gold_zscore,0.73752034617166,0.5429247098171054,0.9999911680018098,1.0,0.9994229084067356
age,hcpddti,18.0,gold_zscore,0.7287260826840812,0.530610839729746,0.9999968802009134,1.0,0.9996540271580385
mr,hcpddti,23.0,gold_zscore,0.3273395844140542,0.10406011845201724,0.9999944129598003,1.0,0.9985611240503632
age,hcpddti,56.0,gold_zscore,0.7386990136661188,0.5439377291385685,0.9999912370687015,1.0,0.999626425576822
attn,hcpddti,36.0,gold_zscore,0.09184639749511603,-0.058138418560218064,0.9997958594961335,1.0,0.9979234737053415
age,hcpddti,62.0,gold_zscore,0.73446886359774,0.5387787632529943,0.9999967174096138,1.0,0.9998752479341232
mr,hcpddti,22.0,gold_zscore,0.3663219899890394,0.13407459887973516,0.9999631934031648,1.0,0.9997678390230412
attn,hcpddti,94.0,gold_zscore,0.07380389829074588,-0.08475313711913524,0.9999873579597575,1.0,0.9991828718555628
age,hcpddti,79.0,gold_zscore,0.7394635636797747,0.544623520520698,0.9999949163445453,1.0,0.9998155765249875
mr,hcpddti,95.0,gold_zscore,0.4035553104981609,0.16260856693473502,0.9999669648739072,1.0,0.9993897018370409
attn,hcpddti,95.0,gold_zscore,0.08370249529336402,-0.08279884226795864,0.999553560059072,1.0,0.9976278018153197
mr,hcpddti,20.0,gold_zscore,0.31256882732717034,0.09766440526297182,0.999991457785788,1.0,0.9960788904912307
age,hcpddti,52.0,gold_zscore,0.735157579056762,0.5401704969271233,0.9999982444445525,1.0,0.9998660327890326
mr,hcpddti,45.0,gold_zscore,0.3775173069589475,0.1424857730863892,0.9999639039729453,1.0,0.997935935266998
attn,hcpddti,12.0,gold_zscore,0.07351727290712574,-0.08956463870349962,0.9999304085169772,1.0,0.9987473116137097
mr,hcpddti,54.0,gold_zscore,0.37790033352143865,0.14250109888359563,0.9999792026148084,1.0,0.9994963288361248
mr,hcpddti,82.0,gold_zscore,0.3495569685720798,0.12157765440257562,0.9999914174262605,1.0,0.9960942753264618
attn,hcpddti,1.0,gold_zscore,0.14202892601504388,-0.04573860659681306,0.9998115230988027,1.0,0.9978362157174263
age,hcpddti,17.0,gold_zscore,0.740949830926663,0.5478274957455875,0.9999939335118704,1.0,0.9998846935411029
attn,hcpddti,92.0,gold_zscore,0.14504483311076374,-0.03199338391474127,0.9998191124912964,1.0,0.996103961801758
mr,hcpddti,81.0,gold_zscore,0.32427945449060525,0.10476351980823095,0.9999462910110621,1.0,0.9964078806796282
mr,hcpddti,79.0,gold_zscore,0.35788965841171816,0.12768133908208745,0.9998832440578285,1.0,0.9994176283880228
attn,hcpddti,47.0,gold_zscore,0.09950580171293227,-0.08340190101187028,0.9999020203616242,1.0,0.9970845105620032
age,hcpddti,68.0,gold_zscore,0.7384682485654099,0.5449601672110355,0.9999962847016658,1.0,0.9997706694680294
attn,hcpddti,20.0,gold_zscore,0.1408545944415759,-0.04717432510479802,0.9997900501716315,1.0,0.9974738761590497
age,hcpddti,25.0,gold_zscore,0.7415250174395568,0.5482662582475588,0.999999066558297,1.0,0.999238771049217
mr,hcpddti,60.0,gold_zscore,0.3488611175038089,0.12139459202645009,0.999957200475425,1.0,0.997022167358193
mr,hcpddti,43.0,gold_zscore,0.35846219146091857,0.12618461823753302,0.9998930018886479,1.0,0.9995407754364968
mr,hcpddti,19.0,gold_zscore,0.23149184614804197,0.041060263037984046,0.9999986254063357,1.0,0.9926504831710484
age,hcpddti,55.0,gold_zscore,0.7322905282297022,0.5358208764370793,0.9999954917959705,1.0,0.999718305434205
age,hcpddti,57.0,gold_zscore,0.7336330334244036,0.5377377162771688,0.9999923428593904,1.0,0.9995731804987638
attn,hcpddti,21.0,gold_zscore,0.18204886565220801,-0.01879201202813774,0.9997073672662444,1.0,0.9980245438700713
mr,hcpddti,91.0,gold_zscore,0.380864419010985,0.14240532122763383,0.999995137801668,1.0,0.9984998654071254
mr,hcpddti,93.0,gold_zscore,0.39743365960976185,0.15751429567805275,0.9999764243038769,1.0,0.9980799849569786
mr,hcpddti,62.0,gold_zscore,0.3430114072929565,0.11367458946930298,0.9999542199746365,1.0,0.9983839343669282
attn,hcpddti,42.0,gold_zscore,0.15750366307451358,-0.020939378863218172,0.9997725907275784,1.0,0.9943620425547245
age,hcpddti,31.0,gold_zscore,0.7273979151445652,0.5281421641557559,0.999994907691598,1.0,0.9993287491874907
age,hcpddti,14.0,gold_zscore,0.7487134484208396,0.5594442192702651,0.9999992555816738,1.0,0.9996171138571674
mr,hcpddti,2.0,gold_zscore,0.2786074478246817,0.0706421380120108,0.9999942028602191,1.0,0.9983318916555081
age,hcpddti,95.0,gold_zscore,0.7382534688135047,0.544522123574987,0.9999921736846692,1.0,0.9991073636917381
mr,hcpddti,51.0,gold_zscore,0.40986454285156276,0.16787392555819047,0.9999784526117944,1.0,0.9957948455452951
attn,hcpddti,66.0,gold_zscore,0.1734630891582217,-0.014807382738087904,0.9998937369592408,1.0,0.997693699144133
age,hcpddti,90.0,gold_zscore,0.7206537390193992,0.5185246654956479,0.9999981817674171,1.0,0.99983085469778
age,hcpddti,41.0,gold_zscore,0.7328891477783954,0.5366735357671253,0.9999926146824096,1.0,0.9996861740273614
mr,hcpddti,14.0,gold_zscore,0.3626275395722205,0.13057606707792313,0.9999614247265659,1.0,0.9963060777607539
mr,hcpddti,41.0,gold_zscore,0.3982486478339864,0.1582023895437561,0.9999845210835847,1.0,0.9977841538950329
mr,hcpddti,75.0,gold_zscore,0.3389038188064153,0.1138374411144355,0.9999176627859407,1.0,0.9983639949868299
attn,hcpddti,57.0,gold_zscore,0.08523703633528358,-0.07379611867756242,0.9997599916092916,1.0,0.995970046915575
age,hcpddti,85.0,gold_zscore,0.7235464243409109,0.5231609932959472,0.9999979504988944,1.0,0.9997529308808285
age,hcpddti,12.0,gold_zscore,0.7282740990738574,0.5296417693258006,0.9999956480593005,1.0,0.9996211712152183
age,hcpddti,6.0,gold_zscore,0.7443128756763834,0.5528918008793975,0.9999987164981295,1.0,0.9997108490171092
mr,hcpddti,59.0,gold_zscore,0.3456712299040069,0.11769894789035429,0.99999112789846,1.0,0.9981964629122495
age,hcpddti,35.0,gold_zscore,0.7362227577734175,0.5405568883459559,0.9999954838377522,1.0,0.9995961493201588
mr,hcpddti,5.0,gold_zscore,0.21500097765546528,0.04477725303403912,0.9999984050985951,1.0,0.9966472056626188
mr,hcpddti,56.0,gold_zscore,0.3763701098607574,0.141466798822945,0.9999888980861217,1.0,0.9954593680446697
mr,hcpddti,9.0,gold_zscore,0.34620871033401573,0.11938446743940379,0.9999916465211324,1.0,0.9941462395763666
age,hcpddti,39.0,gold_zscore,0.7319641272762502,0.5354055163259759,0.9999970723411803,1.0,0.999697113851227
attn,hcpddti,96.0,gold_zscore,0.12090892749518256,-0.07234273036101424,0.9999511365822358,1.0,0.9991550969410269
mr,hcpddti,85.0,gold_zscore,0.3722161605951513,0.1383956956699144,0.9999872271216572,1.0,0.9987061425231251
mr,hcpddti,65.0,gold_zscore,0.3611928232408054,0.1304010082134096,0.9999809245417338,1.0,0.9997554376384228
age,hcpddti,60.0,gold_zscore,0.7360825963407744,0.5408823407038399,0.9999887765517499,1.0,0.9992624305849176
age,hcpddti,0.0,gold_zscore,0.7339444965089222,0.538074882705857,0.9999912244645623,1.0,0.9987527631916683
mr,hcpddti,87.0,gold_zscore,0.3508469526672633,0.12147815007581475,0.9999374531013797,1.0,0.997049954704141
mr,hcpddti,68.0,gold_zscore,0.4012840768683321,0.16081558265454132,0.9999815930360509,1.0,0.9924836981406916
attn,hcpddti,11.0,gold_zscore,0.12410702173517696,-0.06536070593480359,0.999819575868373,1.0,0.9979228813794124
mr,hcpddti,1.0,gold_zscore,0.35067930997690877,0.12250216668170066,0.9999832062184865,1.0,0.9975853606379711
age,hcpddti,47.0,gold_zscore,0.7447996589730663,0.5535360556130503,0.9999965776695329,1.0,0.9999288277159379
mr,hcpddti,46.0,gold_zscore,0.38744579568173737,0.14599779240746913,0.9999569870862872,1.0,0.9983695202001863
age,hcpddti,16.0,gold_zscore,0.7256276222954281,0.5259214327569097,0.99999195737046,1.0,0.9998166029303563
mr,hcpddti,83.0,gold_zscore,0.3447571041653659,0.1165792370705101,0.999924620454809,1.0,0.9987009103809492
age,hcpddti,53.0,gold_zscore,0.7376154359819397,0.5437486938862415,0.9999953107285348,1.0,0.9996648761873319
age,hcpddti,59.0,gold_zscore,0.7397344436684185,0.5467393427308869,0.9999983108503583,1.0,0.9995286515287829
age,hcpddti,26.0,gold_zscore,0.7372926666142084,0.5428099528255279,0.9999990209747797,1.0,0.9994644581178024
age,hcpddti,88.0,gold_zscore,0.7351003912982391,0.5396814325004751,0.9999964697778354,1.0,0.9993714421986818
attn,hcpddti,7.0,gold_zscore,0.14517421311092035,-0.03679916035062725,0.9998437333428601,1.0,0.9990658586660617
mr,hcpddti,39.0,gold_zscore,0.2849790858939981,0.08075092652193216,0.9999999360571253,1.0,0.9988601342620679
attn,hcpddti,38.0,gold_zscore,0.14478650918063382,-0.043434040413375063,0.9998527561740601,1.0,0.9965639255312367
mr,hcpddti,12.0,gold_minus_site_covars,0.2699040842714288,0.03961396127940808,0.025275643770739608,0.2027237354085603,0.5483101035169289
age,hcpddti,65.0,gold_minus_site_covars,0.7897537041352476,0.6225807403816994,0.7311789927124042,0.7700534759358288,0.9427163057064044
age,hcpddti,70.0,gold_minus_site_covars,0.789763727996035,0.6224788778863053,0.7301072343471671,0.7717663919742028,0.940041587906719
mr,hcpddti,11.0,gold_minus_site_covars,0.3019460365455037,0.07309178547725603,0.033425458921806296,0.08369182635901447,0.43399257265819163
mr,hcpddti,21.0,gold_minus_site_covars,0.2877849705873353,0.059432472442580986,0.040256393173291306,0.10897672700406354,0.48359404002645917
mr,hcpddti,50.0,gold_minus_site_covars,0.2752826322228184,0.03318601392656362,0.011477732383386988,0.14921465968586387,0.4296327784485081
attn,hcpddti,15.0,gold_minus_site_covars,0.1294756519177657,-0.040894189311461826,0.7938938012263487,0.7384358607534574,0.8252323618286797
mr,hcpddti,26.0,gold_minus_site_covars,0.3110501923835372,0.07551536163709538,0.02694149269964339,0.16065192083818394,0.6130535656937791
age,hcpddti,7.0,gold_minus_site_covars,0.780808791287451,0.6086498524252782,0.7463455059627672,0.7516637478108581,0.9398221983389322
age,hcpddti,92.0,gold_minus_site_covars,0.7836611265488819,0.6134347420543032,0.7299899361482685,0.7695048094050588,0.9387548804506162
age,hcpddti,86.0,gold_minus_site_covars,0.7926675595722518,0.6267977473837959,0.7479061180165683,0.7699206622973439,0.9396266311499661
mr,hcpddti,84.0,gold_minus_site_covars,0.3138637072993237,0.086154065839113,0.009409097438227638,0.0963020030816641,0.498267372465264
attn,hcpddti,10.0,gold_minus_site_covars,0.046470183083161885,-0.12158513771445545,0.7982660263339244,0.7226428079834825,0.8174551289775789
mr,hcpddti,94.0,gold_minus_site_covars,0.2867190769743046,0.07017566014683152,0.028357469326983832,0.10543004359889022,0.4755679415667952
attn,hcpddti,83.0,gold_minus_site_covars,0.11861873634388265,-0.05331509656690847,0.8155206708273749,0.7051945131549359,0.8117435900459122
attn,hcpddti,5.0,gold_minus_site_covars,0.11151740303862345,-0.0980673730702537,0.7612709576722463,0.7355235168990782,0.8110926474860853
age,hcpddti,22.0,gold_minus_site_covars,0.7939305286467965,0.6288344058329352,0.7326924533431652,0.7787325456498388,0.9395193661163569
mr,hcpddti,34.0,gold_minus_site_covars,0.250426612621604,0.03223944913040533,0.019291311963864025,0.19850746268656716,0.3471166173023967
age,hcpddti,44.0,gold_minus_site_covars,0.7848041387520884,0.6145160672051795,0.7373541472436467,0.7619893428063943,0.9392922200978655
attn,hcpddti,17.0,gold_minus_site_covars,0.07419158541285989,-0.08216232069034257,0.8010893782871252,0.7220432581684307,0.8372106084385016
attn,hcpddti,48.0,gold_minus_site_covars,0.12766216896739577,-0.0430562139013948,0.7917978336929355,0.7147735033007057,0.7913454658665487
mr,hcpddti,66.0,gold_minus_site_covars,0.23788455872805742,0.023985123680456577,0.03844722488769463,0.13291834492859758,0.5428157562999005
age,hcpddti,1.0,gold_minus_site_covars,0.7793054212110536,0.6068869422147076,0.7433949121590483,0.7669225401256106,0.9380265835233653
age,hcpddti,40.0,gold_minus_site_covars,0.787822598963149,0.6192737313635748,0.7277988786555658,0.7707299787384834,0.930934520042716
attn,hcpddti,86.0,gold_minus_site_covars,0.11173613231960437,-0.05978463687553082,0.8115507250297183,0.7145500809622947,0.8404264318890332
age,hcpddti,4.0,gold_minus_site_covars,0.7839567383605349,0.6130923109327331,0.746927189630051,0.7664438972915933,0.9447355117549373
attn,hcpddti,45.0,gold_minus_site_covars,0.09325996216836657,-0.08196704657683052,0.8171792530601677,0.7307869305108146,0.852141258668562
age,hcpddti,24.0,gold_minus_site_covars,0.775816024919849,0.600731961267334,0.7557821873553098,0.762020062262193,0.9412316192189212
attn,hcpddti,93.0,gold_minus_site_covars,0.10234399051323921,-0.07083289966482842,0.8004082601206627,0.6868144168345646,0.8271079442888392
attn,hcpddti,99.0,gold_minus_site_covars,0.014436497668321396,-0.15666274450119722,0.7793854812689163,0.7219300251543562,0.7986650633630176
attn,hcpddti,90.0,gold_minus_site_covars,0.09804874086884746,-0.08049301268599662,0.824172474880475,0.6532438478747203,0.8064375176817234
mr,hcpddti,8.0,gold_minus_site_covars,0.2440543098570166,0.031134367160027154,0.01610662989499206,0.15298507462686567,0.5158555240879521
mr,hcpddti,53.0,gold_minus_site_covars,0.27124878514938106,0.05075129398505118,0.017351382352457295,0.13604919292851653,0.4964886814964088
mr,hcpddti,16.0,gold_minus_site_covars,0.26281818877346624,0.03571657425851382,0.025206682514961793,0.11266540642722117,0.5941467266345799
mr,hcpddti,57.0,gold_minus_site_covars,0.3027357879221558,0.07239058467331316,0.02458703655754002,0.11162432640492687,0.48751886782650183
attn,hcpddti,78.0,gold_minus_site_covars,0.0028801862078826714,-0.14972641438080703,0.829977599181813,0.6973985431841832,0.8444128392229187
attn,hcpddti,0.0,gold_minus_site_covars,0.13537185833503948,-0.05916925104090964,0.7723591779026265,0.7219647822057461,0.7597079049718279
mr,hcpddti,47.0,gold_minus_site_covars,0.3147405351662753,0.09082445207496526,0.013440808593186394,0.09904397705544933,0.5493674418036366
attn,hcpddti,64.0,gold_minus_site_covars,0.11407896628053552,-0.050902762156192605,0.8033885780232944,0.6852882261295349,0.7687783971989338
attn,hcpddti,73.0,gold_minus_site_covars,0.07373523047337421,-0.09120017336522146,0.8205943821531504,0.6786605657237936,0.8205218497582336
mr,hcpddti,88.0,gold_minus_site_covars,0.2917680012406458,0.06643860529423284,0.03542019571440962,0.07739699653446284,0.40398976028142713
attn,hcpddti,3.0,gold_minus_site_covars,0.09013368735565831,-0.08547027476312175,0.7826495155970483,0.7326141840716089,0.7782556505022385
age,hcpddti,33.0,gold_minus_site_covars,0.7922744161113197,0.6264355646050555,0.7385882131881527,0.7646042170756999,0.9354058682540616
mr,hcpddti,7.0,gold_minus_site_covars,0.2790703020055371,0.07329061620533184,0.03771909222693447,0.1101304681504221,0.38124307362079035
age,hcpddti,61.0,gold_minus_site_covars,0.7844056957183846,0.6144717871763461,0.733178554869355,0.770439128882542,0.9360678489293636
mr,hcpddti,61.0,gold_minus_site_covars,0.24527150012170573,0.0293976667254352,0.011585980244818788,0.09217123023524874,0.6220774750083276
age,hcpddti,46.0,gold_minus_site_covars,0.7809818861682388,0.6090231953782086,0.7399471461570772,0.7624076029567054,0.9429662478855959
mr,hcpddti,27.0,gold_minus_site_covars,0.266513212865801,0.03621182912670473,0.028699091152817397,0.14632325494587534,0.48699783139564606
attn,hcpddti,16.0,gold_minus_site_covars,0.11257008275291143,-0.06911553546899363,0.7809189156933496,0.7319752803845273,0.7554485853791147
mr,hcpddti,36.0,gold_minus_site_covars,0.27098330364398454,0.045729491146868084,0.018103394667041847,0.15021293070073558,0.5664612890469567
attn,hcpddti,9.0,gold_minus_site_covars,0.10938672646938709,-0.06114558033296458,0.8052876053589774,0.72780925401322,0.8083819326807956
mr,hcpddti,35.0,gold_minus_site_covars,0.2863769258025798,0.057891356077964695,0.023652520372213874,0.09850746268656717,0.5555344661993017
age,hcpddti,27.0,gold_minus_site_covars,0.78492909694642,0.6148388605794382,0.7520177288492579,0.7516295025728988,0.9309543170245893
age,hcpddti,36.0,gold_minus_site_covars,0.7837726305879859,0.6134599863253073,0.7285996370954423,0.774822695035461,0.9412804702891944
age,hcpddti,75.0,gold_minus_site_covars,0.7906042832124653,0.6229298256579128,0.7342582922182025,0.7674583481035094,0.9339536036657834
age,hcpddti,99.0,gold_minus_site_covars,0.7850176988535696,0.6154311641686367,0.7293952432771793,0.7699463327370304,0.9366820528068869
age,hcpddti,71.0,gold_minus_site_covars,0.7884683203422601,0.620647010265702,0.7330028636305097,0.7740213523131673,0.9413916528911168
mr,hcpddti,28.0,gold_minus_site_covars,0.24177472715517548,0.009448122845798546,0.03877037572685084,0.3313953488372093,0.48198469908909025
mr,hcpddti,77.0,gold_minus_site_covars,0.2568164780147101,0.03633026878465595,0.000552240134914594,0.08957528957528957,0.43562352498037676
age,hcpddti,20.0,gold_minus_site_covars,0.7735521188212424,0.5973076721642725,0.7538116994592718,0.7692307692307693,0.9428157940130847
age,hcpddti,23.0,gold_minus_site_covars,0.7865747092567872,0.6176082858642482,0.727980319338019,0.768090363572185,0.9432875975504776
mr,hcpddti,70.0,gold_minus_site_covars,0.2853320572014718,0.054832927695740996,0.02698503476624634,0.13111692192753083,0.5184523271508036
mr,hcpddti,40.0,gold_minus_site_covars,0.27526410371538107,0.05925392255110806,0.019945186145914656,0.10877192982456141,0.5332022201360644
attn,hcpddti,71.0,gold_minus_site_covars,0.10064587244419393,-0.06876703905310633,0.8001672256538126,0.7229058211074302,0.8572095652554025
age,hcpddti,93.0,gold_minus_site_covars,0.7838218384467331,0.6137059943653989,0.7435515419800072,0.7714184145040882,0.9417149006042044
mr,hcpddti,38.0,gold_minus_site_covars,0.28967318458966784,0.05838300996161483,0.023639390713037185,0.10780669144981413,0.6161022584164401
attn,hcpddti,88.0,gold_minus_site_covars,0.07051387322863634,-0.08479216509178755,0.8127328370694624,0.7282086479066575,0.8457298134821859
attn,hcpddti,40.0,gold_minus_site_covars,0.09343950636913634,-0.09266095741493197,0.8074031998656169,0.7419655333022822,0.8149551353988219
mr,hcpddti,80.0,gold_minus_site_covars,0.28126449700904915,0.03924402133062488,0.011832423193633458,0.0916030534351145,0.4825307626486739
age,hcpddti,91.0,gold_minus_site_covars,0.78069613262617,0.6075165539262496,0.7308899996842108,0.7634635691657867,0.9403043410077706
attn,hcpddti,28.0,gold_minus_site_covars,0.1748382241260632,-0.007471861091767229,0.7992449354960244,0.7287651677373305,0.8226177805939107
mr,hcpddti,73.0,gold_minus_site_covars,0.2592932166877856,0.038741044368003075,0.025312900544681608,0.14601941747572816,0.44792700896247767
mr,hcpddti,24.0,gold_minus_site_covars,0.2666062592014526,0.050691000711132306,0.04071777341900532,0.10520487264673312,0.41159669573373336
mr,hcpddti,44.0,gold_minus_site_covars,0.2568252527541088,0.044423762585713455,0.020096189803918335,0.1348314606741573,0.6019689825881399
age,hcpddti,37.0,gold_minus_site_covars,0.7802577009257261,0.6080796497728682,0.7470168109950429,0.7702082597952701,0.9339999351648919
