pheno,dataset,sample_size,resample_seed,perfeat,kfold_seed,leakage_type,r,q2,r_yp,r_gold
attn,hbn,400,6,0.05,2,leak_covars,-0.024883960403650554,-0.17728781867057597,0.882922857519951,0.019385557101703928
attn,hbn,100,5,0.05,3,leak_covars,-0.05148168695652447,-0.10386359468892081,0.9110766464261505,-0.09631885592858153
mr,hcpd,400,4,0.05,5,leak_covars,0.22205909825151993,0.015241292281239494,0.9483350660837558,0.30184632601247324
attn,abcd,200,7,0.05,5,leak_covars,-0.1851366326850333,-0.13473286788949612,0.9031067874665518,-0.15717509105007535
mr,hbn,200,3,0.05,0,leak_covars,0.03747162338724719,-0.059030655462310566,0.8824567482002738,0.232559770327845
attn,hcpd,300,3,0.05,5,leak_covars,-0.0890172923224979,-0.3627788334846225,0.8388665738886709,-0.04190539052712533
age,pnc,100,0,0.05,3,leak_covars,0.2739704208129646,0.05902506165413601,0.9633610581824347,0.241966000919031
attn,hbn,300,1,0.05,8,leak_covars,-0.05215161008650103,-0.21410491953465316,0.8992523887398783,-0.01110760072950326
mr,hbn,400,5,0.05,5,leak_covars,-0.09380556149446903,-0.24004432996977587,0.7559156366090604,0.11251865084208235
attn,pnc,200,6,0.05,3,leak_covars,-0.10752977316237368,-0.16044665501353728,0.8786786939400557,-0.08261875641547031
age,hcpd,200,4,0.05,0,leak_covars,0.8299990711122385,0.6873964232747076,0.972565466533137,0.830550681348376
mr,abcd,300,6,0.05,3,leak_covars,0.04888575888912784,-0.09532986281799016,0.9736144910217772,0.05989612223795372
mr,hcpd,300,6,0.05,5,leak_covars,0.1684797883295521,-0.04094092966421892,0.9409465688748512,0.28114108922433134
age,hbn,400,1,0.05,8,leak_covars,0.6755286231023713,0.45385313753588585,0.9888314975781128,0.6952808817250176
mr,abcd,200,5,0.05,0,leak_covars,-0.10532656239723416,-0.0928775031218414,0.84469540036372,-0.07376137806125319
attn,pnc,400,8,0.05,3,leak_covars,0.057123137591772524,-0.11459125550807459,0.8976784810038717,0.0699269508661812
age,pnc,100,4,0.05,3,leak_covars,0.17678656064066253,-0.021895317854669027,0.7994280664129826,0.2894006918322882
attn,abcd,200,3,0.05,7,leak_covars,0.06841406782195072,-0.06257982241364912,0.9533136226099563,0.06858279723754131
attn,pnc,200,0,0.05,7,leak_covars,-0.011660927130147165,-0.04764375078412675,0.8973605587708827,0.03895112657496117
mr,hcpd,400,7,0.05,4,leak_covars,0.2155282329773508,0.006477121885373083,0.94563765668254,0.31289675787695315
attn,abcd,400,5,0.05,7,leak_covars,0.106998262273469,-0.07826578791293337,0.8791614873129321,0.1208184769528502
mr,hbn,300,4,0.05,0,leak_covars,0.1815860778679058,0.022834118628321742,0.9406593271050314,0.27048575585619733
age,hcpd,400,2,0.05,6,leak_covars,0.7594533543835686,0.575589306226142,0.9827694737451043,0.7753435807530153
mr,hbn,400,4,0.05,4,leak_covars,0.10968721715416997,-0.13264405744053098,0.7587040652976779,0.3279668083518235
attn,hcpd,200,2,0.05,6,leak_covars,-0.22041060212675914,-0.3163110468229011,0.7972123428969157,-0.1318210311317887
mr,pnc,200,1,0.05,7,leak_covars,0.057207527068312836,-0.1085244454377785,0.7975928954774764,0.20140227810836211
mr,abcd,300,9,0.05,9,leak_covars,0.08164022955948205,-0.08545456193548118,0.8833203082973579,0.11340904248205251
mr,abcd,200,3,0.05,8,leak_covars,-0.044799237498513333,-0.037602440738621956,0.9425230410908924,0.00663867529767187
age,pnc,300,9,0.05,5,leak_covars,0.49300180762009543,0.24246262541944374,0.9808825259317667,0.5208445484664066
age,abcd,300,8,0.05,0,leak_covars,0.1608939149352769,-0.022231049621806998,0.9819386712569483,0.15656509484865416
age,abcd,300,5,0.05,7,leak_covars,0.13893686311821327,-0.049123482850920386,0.8735424858955586,0.18999841768965772
age,abcd,200,3,0.05,6,leak_covars,-0.026408827621600028,-0.17045141018808763,0.8478204380972892,0.0493492078566852
mr,hcpd,300,1,0.05,3,leak_covars,0.231316100976909,0.013892288248675944,0.954976377769978,0.3112463059821069
mr,abcd,300,5,0.05,6,leak_covars,-0.00378818065169836,-0.11738992185683794,0.8956831644624479,0.051960611766694906
attn,abcd,200,8,0.05,5,leak_covars,0.012235247972529043,-0.10252757938933055,0.9164482641619799,0.019661897179549997
mr,abcd,100,6,0.05,5,leak_covars,-0.12844638180394727,-0.05066676462550923,0.8646680915891491,-0.1203299713695219
age,abcd,400,5,0.05,1,leak_covars,0.1258680683146394,-0.06477970883957185,0.9435824832643848,0.16517981989241112
age,abcd,400,0,0.05,5,leak_covars,0.008880576531660998,-0.15430267060666591,0.9805826263596377,0.006784543132640628
attn,abcd,300,5,0.05,3,leak_covars,0.05166051703981427,-0.1596626216711865,0.7936520031352085,0.09805414592410223
age,abcd,400,3,0.05,9,leak_covars,0.07002538346373376,-0.11157141455392616,0.8578618219401652,0.13092796237072665
mr,pnc,100,5,0.05,2,leak_covars,-0.20742685238830083,-0.09928905187565751,0.804062622272699,-0.08818264343000645
attn,abcd,200,5,0.05,9,leak_covars,0.13397555403452271,0.005195464463871646,0.9071602792269313,0.21377064224581616
age,abcd,100,3,0.05,0,leak_covars,-0.19443851920737343,-0.0920876311210308,0.8020836857054117,-0.11778165991658407
attn,abcd,200,1,0.05,5,leak_covars,0.13435026692726637,-0.03797948905875348,0.9574650597945472,0.10211993573534933
attn,hcpd,300,6,0.05,1,leak_covars,-0.09418006058723766,-0.2709223771217133,0.8042151411075794,-0.0018338421233344015
age,abcd,200,0,0.05,4,leak_covars,-0.19112404102157282,-0.25487345438425035,0.9088503261015229,-0.21940303247074477
age,abcd,400,3,0.05,2,leak_covars,0.022414848389238674,-0.15306698861144574,0.852793486638105,0.09085322014498846
mr,abcd,400,0,0.05,1,leak_covars,-0.1135364815623697,-0.20494005043481045,0.795650187216802,-0.02044691024714853
attn,hcpd,300,0,0.05,0,leak_covars,0.0381013844447793,-0.19380444308224853,0.773785197292568,0.10239200968321019
mr,abcd,100,7,0.05,9,leak_covars,-0.08154739863709952,-0.04579139835571144,0.8232646366439521,0.014538037931248231
age,hcpd,300,7,0.05,3,leak_covars,0.6826257516896924,0.4593337626801043,0.9030662429859674,0.7325303633035423
mr,abcd,100,7,0.05,7,leak_covars,-0.049180349457492466,-0.03694738432327549,0.8132832738778318,0.049106871363640794
age,hbn,300,9,0.05,2,leak_covars,0.6425786821406824,0.4125259458720856,0.9726004450042914,0.6902105803929153
mr,hbn,100,3,0.05,7,leak_covars,-0.09168954816701647,-0.092806014408374,0.7747363331230943,0.2153018371800601
attn,pnc,100,6,0.05,9,leak_covars,-0.02622773066755523,-0.13593959915615517,0.9066744389921403,0.0654457677245834
attn,hcpd,300,6,0.05,2,leak_covars,-0.08417426370659069,-0.2860395563542977,0.8297275850923901,-0.03152124486820587
mr,hcpd,300,9,0.05,2,leak_covars,0.19975663146287945,-0.004078688197452607,0.9426211312387296,0.2854152625559151
attn,hcpd,300,2,0.05,7,leak_covars,-0.06516653760700326,-0.21972816418927765,0.7696006713412915,-0.020164029531228596
age,hbn,200,3,0.05,2,leak_covars,0.6086211788261994,0.3696061991273476,0.9544726668545508,0.6262666725178168
age,abcd,200,9,0.05,8,leak_covars,-0.07276866358239696,-0.13872533622871752,0.9685691100811609,-0.06982055869563612
mr,hcpd,300,9,0.05,6,leak_covars,0.15694765826205645,-0.044296865260508245,0.9465449837497434,0.24725232504072941
mr,abcd,400,7,0.05,5,leak_covars,0.060564011206944206,-0.04118736178896887,0.81812476622727,0.11490956266622843
age,abcd,300,9,0.05,9,leak_covars,-0.03295234934835838,-0.15681908636015018,0.9782454376210108,-0.030705660433659344
mr,pnc,400,7,0.05,1,leak_covars,0.1457960479809643,-0.08386720555823524,0.8466857789346962,0.24919531540838236
mr,abcd,200,0,0.05,1,leak_covars,-0.16866623981204135,-0.12121966935893402,0.8461712597320235,-0.1295068280316708
age,hcpd,300,1,0.05,3,leak_covars,0.7037541555442521,0.49266636485917403,0.958434067739248,0.7396593798977328
mr,hbn,100,8,0.05,4,leak_covars,-0.33394598971763273,-0.15881172733087356,0.5067479940174977,0.0038370819147414107
age,hcpd,100,6,0.05,6,leak_covars,0.6886314280702773,0.4740976255816216,0.9445745619475706,0.7249595964843545
mr,abcd,400,9,0.05,7,leak_covars,0.010696085258996174,-0.16493479893666474,0.8688604724419692,0.07894139634110836
attn,abcd,100,7,0.05,4,leak_covars,0.03342186070582514,-0.010247808207805242,0.9063653642409257,0.07548558266834851
attn,hcpd,400,0,0.05,6,leak_covars,-0.019413596379182503,-0.2781463027592397,0.8315601251509037,0.05788752593093905
age,hcpd,100,1,0.05,0,leak_covars,0.6622833681966533,0.43268696896311687,0.9927831551144007,0.6624305157543091
mr,pnc,100,1,0.05,6,leak_covars,-0.11955068884381277,-0.07534120010395506,0.8521733224879545,-0.029126695020700994
mr,hbn,200,2,0.05,5,leak_covars,-0.12813600053154323,-0.14876521342399984,0.8885456331769284,-0.030838152032564608
mr,hbn,200,1,0.05,1,leak_covars,0.01573753344892019,-0.15418286694690653,0.7129259193207057,0.15917770672647136
age,hcpd,200,6,0.05,9,leak_covars,0.7075855709144813,0.49767743554798805,0.9399849834238688,0.7515253684015876
mr,pnc,200,7,0.05,9,leak_covars,0.22162375485106559,0.009428103751416561,0.8390294218147346,0.2806104010162698
attn,abcd,300,6,0.05,4,leak_covars,-0.053970819417414495,-0.1574925838030301,0.7650673197142398,0.04749637821946998
mr,hcpd,200,0,0.05,1,leak_covars,0.02389317993210346,-0.28432159238730725,0.6560807354988176,0.2774806477860332
age,hcpd,200,3,0.05,0,leak_covars,0.7238250304794022,0.5230343637816608,0.9707113521938134,0.7495004852933443
age,abcd,300,4,0.05,0,leak_covars,0.19086681724621013,-0.04086937707538851,0.987849334600823,0.17135634804327646
attn,hcpd,200,3,0.05,2,leak_covars,-0.09022796098992636,-0.21901890448940375,0.8192239108179089,-0.03093642634986717
mr,hcpd,400,6,0.05,6,leak_covars,0.15776730061846375,-0.042663820829592636,0.9545435177395387,0.25749890224645955
age,abcd,100,2,0.05,1,leak_covars,0.11309820237722754,-0.06157605740875116,0.9513263850998323,0.05543166037581963
attn,abcd,300,6,0.05,6,leak_covars,-0.015588184833125627,-0.14683060181055918,0.7794219404141918,0.1451688923267828
attn,abcd,200,1,0.05,7,leak_covars,0.06580298025703622,-0.0758942394252562,0.9831816184298959,0.053794654680022765
attn,pnc,300,6,0.05,8,leak_covars,-0.13288700979344112,-0.17956700457109154,0.8583434997284717,-0.07461642426038725
attn,hbn,300,7,0.05,0,leak_covars,-0.044464543224363495,-0.17548280758783164,0.8713270136140977,0.010550624308369066
mr,hcpd,200,2,0.05,0,leak_covars,0.03945522792728661,-0.20291491569877174,0.8593374239100828,0.21946628594304557
age,hbn,300,1,0.05,6,leak_covars,0.6463392701929548,0.4148238682043075,0.992349392976445,0.6494249764015952
mr,hbn,100,1,0.05,3,leak_covars,-0.3453473416152398,-0.18002413409238605,0.8712501137245349,-0.22403597860131758
attn,abcd,300,5,0.05,9,leak_covars,0.06366603067459387,-0.11578605665239428,0.8389380798711668,0.10620329512520639
mr,hcpd,400,0,0.05,6,leak_covars,0.12120527029807204,-0.11220405951455636,0.8772208834355701,0.29582691757036567
mr,abcd,300,6,0.05,6,leak_covars,0.10118495869620935,-0.07041985453087873,0.9785107437124336,0.10632519742141562
attn,pnc,300,0,0.05,9,leak_covars,-0.031013890988633712,-0.07262015134836153,0.8756079448940994,0.04676256383421369
mr,hcpd,400,7,0.05,9,leak_covars,0.16971680100664996,-0.025737122399992707,0.9439991034759665,0.2835491847417343
attn,hcpd,300,4,0.05,5,leak_covars,0.04500194318399962,-0.1909674564932955,0.8676743455272711,0.11816007211565203
attn,pnc,200,7,0.05,9,leak_covars,-0.2200562571043297,-0.15593165854054614,0.8730891478648495,-0.1745368338206302
mr,pnc,300,9,0.05,8,leak_covars,0.2619045279768158,0.04816967863113253,0.9672618766007902,0.27419877310431234
attn,pnc,300,5,0.05,4,leak_covars,-0.07653546275306836,-0.18454663773411872,0.9403554490707932,-0.06983844820627237
mr,hcpd,100,3,0.05,3,leak_covars,-0.06786268418262424,-0.12074967658410962,0.6905215861837799,0.0979532622486426
attn,abcd,200,2,0.05,5,leak_covars,0.30817817603522535,0.08442754685986242,0.9797485063729753,0.3178895513284995
mr,hbn,400,2,0.05,5,leak_covars,0.027689283346856518,-0.07286834696660893,0.9086415113220182,0.1698265899249841
attn,hcpd,400,1,0.05,5,leak_covars,-0.07537881921799448,-0.23854053146084087,0.8820463503059315,0.008226887728043206
age,hcpd,300,5,0.05,4,leak_covars,0.725304180641091,0.5254196344028604,0.9737701284361321,0.7545304740677623
attn,hbn,200,9,0.05,2,leak_covars,0.014712972758734823,-0.12664004526078854,0.7235232329482001,0.054608042695346894
age,abcd,300,3,0.05,1,leak_covars,-0.04016801599335315,-0.1948930701559184,0.9169386130813614,0.014260911959231687
age,hcpd,100,8,0.05,5,leak_covars,0.6645639359123826,0.4377314555171353,0.9948525305345806,0.6534102557957615
mr,abcd,200,6,0.05,8,leak_covars,0.017327001229335177,-0.08722133262786991,0.8701052406159441,0.05451252694982389
attn,hcpd,300,1,0.05,0,leak_covars,0.06976957547135784,-0.17254632204066578,0.7512677416935969,0.11367618630031587
attn,abcd,300,0,0.05,1,leak_covars,0.22487056718036827,0.017498673221015282,0.9521385683534141,0.2482149393388535
attn,pnc,100,4,0.05,6,leak_covars,0.014516132338468277,-0.0533127721951312,0.7816748092219501,-0.03595556601416953
attn,hcpd,300,0,0.05,3,leak_covars,-0.04311172279749358,-0.26467872437079354,0.8340893598715529,0.009792172815026125
mr,abcd,300,6,0.05,7,leak_covars,0.05443846290244523,-0.08493781864110383,0.9795846722305297,0.05866357836887974
mr,abcd,400,7,0.05,4,leak_covars,0.029825766091299978,-0.0807249441363247,0.8468797500114508,0.04665863644594083
attn,pnc,100,6,0.05,8,leak_covars,0.03382126674757415,-0.10541624682960316,0.8680864446996884,0.06753108635065122
attn,abcd,100,0,0.05,8,leak_covars,0.1393659554415332,-0.009154699500026897,0.9016295452569676,0.1961127184292031
attn,hcpd,400,4,0.05,6,leak_covars,-0.04216514456798304,-0.3063112573940272,0.8147186652952002,0.03425538898186341
mr,abcd,200,0,0.05,2,leak_covars,-0.22022232546644244,-0.13427344795562646,0.8969214036212277,-0.14788783373812772
age,pnc,100,4,0.05,7,leak_covars,0.14309053868275384,-0.071889399385074,0.7991227680260419,0.25566196309452077
age,abcd,200,2,0.05,9,leak_covars,0.007475440136870273,-0.19288053943734296,0.9606544837455157,0.025594783556147548
age,pnc,200,0,0.05,0,leak_covars,0.4060231828102546,0.1621978765843719,0.9196159285847854,0.4750426610563258
age,abcd,400,1,0.05,1,leak_covars,0.11834686146549087,-0.07123552127184385,0.9780777219875307,0.13266533549165901
age,pnc,300,2,0.05,2,leak_covars,0.5258100270787048,0.27551983625381726,0.9881176758276701,0.5354795746683879
mr,hbn,100,5,0.05,6,leak_covars,-0.4325560935093388,-0.24567326178374094,0.6800063785019911,-0.3104466750269995
age,pnc,400,8,0.05,3,leak_covars,0.5589947021171746,0.31026900817842196,0.9745821213590934,0.5877992693902653
age,abcd,400,9,0.05,1,leak_covars,-0.042587584620262756,-0.19278083953079395,0.9629848515621072,-0.024470048748169715
age,pnc,400,2,0.05,6,leak_covars,0.6057224776486381,0.36211144684696916,0.9970939118708521,0.605106521055296
attn,hcpd,200,2,0.05,2,leak_covars,-0.12023406237811508,-0.21644614560102982,0.7474126999801765,-0.01588897020868769
attn,abcd,100,3,0.05,2,leak_covars,0.11185986760813971,-0.04947358954511505,0.7155392535134338,0.09754761596283018
mr,hcpd,300,4,0.05,4,leak_covars,0.19602155119927966,-0.007825016240883276,0.9445660397937906,0.2888097535231013
age,hcpd,200,8,0.05,9,leak_covars,0.7332242391573982,0.5371586948466468,0.9754612549889949,0.7397986752362734
age,pnc,300,9,0.05,1,leak_covars,0.5098235241158293,0.25981734602122686,0.9839338179403444,0.5321186958773823
age,abcd,100,8,0.05,8,leak_covars,-0.03153354335269467,-0.11253298865940842,0.9673231490680423,-0.09087432183171347
mr,pnc,400,1,0.05,9,leak_covars,0.05142576539910932,-0.1594060071289729,0.7835491509980297,0.21002913856184696
attn,abcd,400,5,0.05,4,leak_covars,0.06604593928953931,-0.1157229314966286,0.9113645388679675,0.09954084047783493
attn,pnc,200,8,0.05,7,leak_covars,0.014085886212543515,-0.06450261524583656,0.7968371274149387,0.07451471391397206
age,hcpd,400,3,0.05,0,leak_covars,0.7727637522499298,0.5971302868890098,0.9563036648321007,0.8037878966231674
mr,hcpd,300,4,0.05,9,leak_covars,0.21390366572561648,0.00870527295049961,0.9317525220686815,0.3269395231081479
attn,hbn,200,0,0.05,8,leak_covars,-0.061675117846107616,-0.16825995173874242,0.8911897570117399,-0.03917722018232506
age,abcd,300,0,0.05,2,leak_covars,-0.06936757433181998,-0.20197633180329078,0.9394719214091928,-0.07213612675069515
age,abcd,200,6,0.05,5,leak_covars,0.13914799841046552,-0.02808867616901556,0.9879953104517637,0.11562881658852514
age,abcd,200,7,0.05,6,leak_covars,0.09239757434689368,-0.09916192283447378,0.955518341921453,0.09921500277231612
attn,abcd,100,5,0.05,4,leak_covars,-0.027157216932191603,-0.0486616562676645,0.5986889571345991,0.04131496772660623
age,pnc,100,3,0.05,3,leak_covars,0.42776205729771927,0.17915891738906065,0.9392132104037569,0.4418383904757655
attn,hbn,400,9,0.05,6,leak_covars,-0.001755327590974593,-0.1469281545036345,0.892971962157645,0.026876821290319288
mr,abcd,100,7,0.05,5,leak_covars,-0.0447341751904918,-0.028814887078723705,0.7824786560261963,0.06359523753113693
mr,hcpd,300,1,0.05,5,leak_covars,0.2682409959710635,0.04961470351221209,0.9459346521359332,0.35364677719398324
attn,pnc,400,0,0.05,3,leak_covars,-0.03817886957769494,-0.1461339723852686,0.8821800104432097,-0.02258246321593758
age,hbn,100,4,0.05,1,leak_covars,0.38688249204742214,0.14827941199290162,0.8918801715787145,0.42070248847640995
age,abcd,100,9,0.05,3,leak_covars,0.11655557679118836,-0.01718343752464002,0.9595078131021355,0.13160989244129764
attn,pnc,300,9,0.05,6,leak_covars,-0.062153775093247564,-0.19638186288675485,0.8442494322447809,-0.015002069276313087
age,hbn,300,6,0.05,0,leak_covars,0.7126390519107645,0.4997138163786006,0.9906466758269076,0.7111906372593266
attn,abcd,100,9,0.05,0,leak_covars,-0.1177321144123139,-0.08441394710831607,0.9614501409054016,-0.08963641874701898
mr,hcpd,400,5,0.05,0,leak_covars,0.2238516078108398,0.020400890819946227,0.9510271737229199,0.31463407373727104
mr,pnc,300,9,0.05,4,leak_covars,0.19103924125920452,-0.0038356211103591775,0.9760132989777862,0.1995009622279455
attn,hcpd,100,8,0.05,7,leak_covars,-0.19789674500515564,-0.274469291832953,0.812110202589132,-0.21377863879625034
attn,pnc,200,6,0.05,4,leak_covars,-0.06127640324935722,-0.11543984558239284,0.918991335474551,-0.0497381133351773
attn,pnc,400,4,0.05,5,leak_covars,0.08983254428479193,-0.07001359839702515,0.866158001564603,0.0935261675898822
mr,abcd,100,3,0.05,8,leak_covars,0.0275372814261606,-0.013037728298534113,0.9086888740160625,0.07605666414858293
mr,pnc,200,6,0.05,7,leak_covars,0.005426021194311867,-0.06872319612435285,0.8615741426871496,0.040043362507062086
attn,hbn,300,3,0.05,7,leak_covars,-0.05459077908401618,-0.20263787189255877,0.9470483685253956,-0.034219662820287315
age,abcd,200,6,0.05,1,leak_covars,0.0504578016732527,-0.11635821117399048,0.9918172132681011,0.03221295915838044
attn,abcd,300,4,0.05,5,leak_covars,0.06937391842808106,-0.10284455519973967,0.9281306907858331,0.12002366812138607
age,abcd,400,7,0.05,2,leak_covars,0.023326721118392076,-0.17766931064164138,0.9896464313389359,0.023615798929538193
attn,pnc,300,2,0.05,8,leak_covars,-0.1194394160815863,-0.19893282951776303,0.7831580495099658,-0.037071976652697375
attn,abcd,400,3,0.05,0,leak_covars,0.1304892168191843,-0.0619914556781489,0.9258166558722168,0.16533382814237957
attn,hbn,300,2,0.05,7,leak_covars,0.11651406785326875,-0.060647347823262754,0.9369226595290867,0.1317887363989096
age,hcpd,300,3,0.05,0,leak_covars,0.7572598001310371,0.5692366297413047,0.9840391847047619,0.7710043073938939
mr,abcd,400,6,0.05,1,leak_covars,0.11329446488425182,-0.05411490527286511,0.9655532055843089,0.12431123962298352
