pheno,dataset,seed,leakage_type,r,q2,r_yp
age,abcd,54.0,leak_covars,0.06999457513980217,-0.005953671679512107,0.9996264719325475
attn,hbn,61.0,leak_covars,0.0010820093544225786,-0.22060004361862529,0.9887899154013632
attn,pnc,69.0,leak_covars,0.012132194270940366,-0.19378449119897678,0.9885929249832422
attn,hbn,53.0,leak_covars,-0.044967368482953365,-0.28004456555485113,0.9882667060461193
mr,abcd,94.0,leak_covars,0.07183434102150145,0.003657176822446817,0.9996901771145059
age,hbn,77.0,leak_covars,0.49420358111439733,0.24315289504542736,0.9998466613815371
age,hcpd,68.0,leak_covars,0.6094518686674641,0.3707149742468978,0.9993672198071141
attn,hbn,77.0,leak_covars,-0.03259074039238428,-0.2399670281779207,0.9858329826055069
attn,abcd,11.0,leak_covars,0.03743829388586882,-0.0036264622570698624,0.9982057410622546
attn,abcd,8.0,leak_covars,0.029148490550663597,-0.007080377384961256,0.9983426167407994
attn,abcd,71.0,leak_covars,0.03623451394859316,-0.004612240351304475,0.9975519936395049
age,abcd,93.0,leak_covars,0.07857828276077668,-0.0030600730278769195,0.9995053986205847
mr,pnc,41.0,leak_covars,0.25866022361262203,0.0401875960205329,0.998428965494102
mr,pnc,12.0,leak_covars,0.2606950156239843,0.040343994275369055,0.9981564015011275
mr,hbn,87.0,leak_covars,0.23908497425563657,0.03416620628968081,0.9938136266244955
attn,hcpd,1.0,leak_covars,-0.05350870116229696,-0.26740794912368027,0.9871924393207815
attn,pnc,96.0,leak_covars,0.02729694913073595,-0.18499958207555922,0.9895995791130692
attn,abcd,39.0,leak_covars,0.034886037837898176,-0.0047855693619944795,0.9987482175643964
mr,abcd,12.0,leak_covars,0.06928423564134212,0.0031156989261188484,0.999619493816214
mr,pnc,47.0,leak_covars,0.25898045271706965,0.039811771898054626,0.9982802484758656
attn,hbn,65.0,leak_covars,-0.034212623762427535,-0.26186107544129267,0.9896904384746055
attn,abcd,90.0,leak_covars,0.04032392208775945,-0.004902725484966952,0.9952543419980913
age,pnc,73.0,leak_covars,0.34702994850069724,0.11944200030364183,0.9999427694989764
mr,hcpd,4.0,leak_covars,0.2395767481773717,0.014102289272482027,0.9936182166295182
age,pnc,44.0,leak_covars,0.34679600208601497,0.11922852513409554,0.9999093495349147
age,pnc,18.0,leak_covars,0.34485222493486856,0.11781308860791062,0.9999438212314377
attn,pnc,91.0,leak_covars,0.027587577683401154,-0.17699468503481075,0.9866081688612698
attn,hcpd,90.0,leak_covars,0.027660024231643186,-0.22711587507429964,0.9899207213853867
mr,pnc,50.0,leak_covars,0.2686314806733345,0.04863229424365079,0.998332462517179
age,hbn,0.0,leak_covars,0.4987796480098443,0.24809754806349726,0.9998350861381252
age,pnc,26.0,leak_covars,0.3452377803777341,0.11810121618205716,0.9999262295196841
mr,pnc,49.0,leak_covars,0.2606005448815225,0.03998986927926096,0.998126553243374
mr,pnc,25.0,leak_covars,0.24685446902973202,0.028887032238225863,0.9984462895185257
mr,pnc,27.0,leak_covars,0.2553435407850692,0.03387646413337764,0.9983323752795391
attn,pnc,46.0,leak_covars,0.03879239801749551,-0.17080942766539797,0.9866727799874981
age,pnc,55.0,leak_covars,0.3426297935292513,0.11599425152419551,0.9998927924923339
attn,hbn,30.0,leak_covars,-0.010533688122962773,-0.22642576363225886,0.9911246962413357
mr,pnc,4.0,leak_covars,0.2711517610304999,0.04898563506973086,0.9982261070429963
age,hbn,19.0,leak_covars,0.49794349582146313,0.2471236156835408,0.9998142545142795
attn,hcpd,31.0,leak_covars,0.03909266121610839,-0.2024084861968083,0.9848684654908664
attn,hcpd,81.0,leak_covars,0.009767680753258364,-0.22414518758282398,0.9889897977343648
age,hbn,14.0,leak_covars,0.4997398503956725,0.2489888138887032,0.9998804631591001
mr,hbn,51.0,leak_covars,0.23894149692195543,0.03330422689900081,0.993982188931091
age,hcpd,51.0,leak_covars,0.607106086961338,0.36787292726963705,0.999138781063626
mr,abcd,45.0,leak_covars,0.07270641710511434,0.0038710390372641568,0.9997751274968131
attn,hbn,28.0,leak_covars,-0.052347445975802535,-0.24845181174105857,0.9883346060903312
age,hbn,95.0,leak_covars,0.5008481067629295,0.2502918341835785,0.999791862657642
mr,hbn,84.0,leak_covars,0.2381008248556478,0.032886001939340215,0.9947099796308694
age,hcpd,86.0,leak_covars,0.614095096471417,0.3766158201894272,0.9996365061678624
attn,abcd,3.0,leak_covars,0.037337144914142285,-0.004144714066466992,0.9988476396712896
attn,hcpd,64.0,leak_covars,-0.014736524974726769,-0.24335316404124785,0.987290624584849
mr,hbn,14.0,leak_covars,0.23804449986973056,0.032940176689249756,0.9956414368521493
age,hcpd,63.0,leak_covars,0.6105108293281848,0.3720152683135236,0.9995767000353888
mr,hcpd,47.0,leak_covars,0.23276484463047575,0.0062726937163565255,0.9934331230649703
attn,hbn,39.0,leak_covars,-0.018822077789633244,-0.2162404269802729,0.9888543206777315
age,hbn,26.0,leak_covars,0.49715794673631086,0.2463294298101777,0.9997435358706752
attn,hbn,96.0,leak_covars,-0.02849772064428547,-0.23995416054743912,0.987792549807113
attn,hcpd,18.0,leak_covars,0.009294098759184601,-0.22649155299419288,0.9853078466287888
attn,hcpd,26.0,leak_covars,-0.008226197807022642,-0.2429822625537248,0.9852931047349484
mr,hbn,16.0,leak_covars,0.2301843139723304,0.026906302482057165,0.9945144555061257
mr,hcpd,69.0,leak_covars,0.23751973548853922,0.013326893753292879,0.9934789788412854
mr,hcpd,30.0,leak_covars,0.245368834092691,0.012889975613424198,0.9946393502501265
age,abcd,20.0,leak_covars,0.06468154319952003,-0.008243756666357793,0.9994839147039398
age,pnc,1.0,leak_covars,0.34138126000455576,0.11505056742529096,0.9998286270361638
mr,pnc,93.0,leak_covars,0.25928389073199426,0.04107765666788432,0.9981247454748735
attn,abcd,41.0,leak_covars,0.03649486899665122,-0.003931277988170612,0.9987205980790627
age,hcpd,77.0,leak_covars,0.6102780224451376,0.37163083444634293,0.9998176965058017
age,hcpd,9.0,leak_covars,0.6088132122412722,0.36993651363079416,0.9997129267359847
mr,pnc,44.0,leak_covars,0.26860246539587684,0.04803285520176526,0.9981932493159738
age,hcpd,95.0,leak_covars,0.6027651892325616,0.36253990327795504,0.9995451545631987
mr,hbn,19.0,leak_covars,0.21861407953588005,0.015230354167473426,0.9933647403344522
attn,hbn,23.0,leak_covars,-0.06716739113465088,-0.2688221558548787,0.9871339161654272
mr,abcd,29.0,leak_covars,0.07065335792161084,0.003327580099949712,0.9998155066450773
attn,pnc,40.0,leak_covars,0.008479229040553354,-0.18982753339470992,0.9893650858670257
age,hbn,67.0,leak_covars,0.4982496329653918,0.24750287585413255,0.9998553087589527
age,hcpd,92.0,leak_covars,0.614582465455693,0.3773379391382643,0.999549670510506
age,pnc,0.0,leak_covars,0.345674257101458,0.11832238828077091,0.999894397081741
attn,hbn,31.0,leak_covars,-0.051044504226489054,-0.25145947439293215,0.9869384041755056
attn,hbn,66.0,leak_covars,-0.06174654160268535,-0.27205179391549383,0.9855285408978398
mr,hbn,94.0,leak_covars,0.23161760884953725,0.028047670610666375,0.9949346903860575
attn,hbn,68.0,leak_covars,-0.0464953554760135,-0.2626129449612098,0.991694775605304
attn,pnc,63.0,leak_covars,0.01347984094562818,-0.1813655662803504,0.9900941029821985
mr,hbn,13.0,leak_covars,0.22802790370012027,0.024610059638972226,0.9935389984322596
mr,hbn,33.0,leak_covars,0.23082995128391964,0.026859201018816337,0.9929325607314416
attn,pnc,74.0,leak_covars,0.012669678203784092,-0.1839849616684721,0.9878596498455327
attn,pnc,62.0,leak_covars,0.021713350653836047,-0.1803236385342517,0.9909661071631671
age,hcpd,56.0,leak_covars,0.6134893330858827,0.37600203508693786,0.9993303404388671
attn,hbn,99.0,leak_covars,-0.05475386514509319,-0.26224508449106954,0.987784720050926
attn,hbn,67.0,leak_covars,-0.048791149024183605,-0.26926683828231046,0.9895854805090213
mr,hbn,41.0,leak_covars,0.24125518264925722,0.03493001480174229,0.9939254273121483
age,hcpd,23.0,leak_covars,0.609112328725255,0.36998466346662773,0.9995221517618834
mr,pnc,74.0,leak_covars,0.2591432587611615,0.041209927060819385,0.9985391074033915
attn,abcd,73.0,leak_covars,0.03409622879994176,-0.004880210168505483,0.997652931227945
age,abcd,6.0,leak_covars,0.07591356450739806,-0.004223088220365323,0.9995302041816319
age,pnc,94.0,leak_covars,0.34623218478182305,0.11866162999623497,0.9998558803497458
mr,abcd,49.0,leak_covars,0.07476413176877436,0.004362395768256144,0.9997732132394807
mr,abcd,93.0,leak_covars,0.06700714911429294,0.0025398303276918943,0.9997445698847048
attn,pnc,8.0,leak_covars,0.009909348869030107,-0.1958773453058018,0.9902481057973604
age,hcpd,35.0,leak_covars,0.6074872666819291,0.36795671598333857,0.9993668834949787
mr,pnc,5.0,leak_covars,0.2584595659282413,0.03883207305373826,0.9983377690686429
attn,hcpd,61.0,leak_covars,0.0034535704515225763,-0.23298249186835363,0.9878728331892015
attn,hbn,64.0,leak_covars,-0.06017300214466298,-0.2989796035364467,0.989152512620855
mr,hbn,44.0,leak_covars,0.23913384192965845,0.0333866502313277,0.9937636609842766
attn,hbn,76.0,leak_covars,-0.05037177720316304,-0.2676529481597587,0.9905940338792428
attn,hbn,89.0,leak_covars,-0.07126690696164575,-0.2920428520325291,0.9899727209565439
mr,abcd,99.0,leak_covars,0.06956092506996296,0.003098511450094543,0.9996121477919458
age,hcpd,46.0,leak_covars,0.6129675230739452,0.3751709788677273,0.9996732619477948
mr,hcpd,45.0,leak_covars,0.20693606309988727,-0.0160440225758689,0.9954254701945566
age,abcd,88.0,leak_covars,0.07950367400331461,-0.0028147756956728998,0.9996116268833639
age,pnc,98.0,leak_covars,0.34542252101061094,0.11806891895267446,0.9999088953165799
mr,hbn,75.0,leak_covars,0.23725219401581513,0.032910147628532616,0.9950091049233769
mr,hcpd,74.0,leak_covars,0.22377219937176665,-0.0035668366723846656,0.9951515833208435
attn,abcd,4.0,leak_covars,0.028383885810620953,-0.005969151749201096,0.9991726549519556
mr,abcd,53.0,leak_covars,0.06737979361111857,0.0025878363464127974,0.9998102485301097
mr,hcpd,90.0,leak_covars,0.23183542541852792,0.01188663816954727,0.9938352463931881
age,abcd,68.0,leak_covars,0.06992017359679874,-0.0060392936257125385,0.9994410593073499
mr,pnc,52.0,leak_covars,0.267556408518634,0.046290197912104425,0.9984188355587262
attn,hcpd,38.0,leak_covars,0.032367235680561615,-0.20817035887173385,0.9898644393219083
attn,pnc,71.0,leak_covars,-0.005639006866412896,-0.20211959404842927,0.9915285483436237
mr,hbn,96.0,leak_covars,0.2340994532558189,0.029450803431590677,0.9938265433914613
age,hcpd,4.0,leak_covars,0.6059807740534965,0.36626969544645516,0.9993821237377583
attn,pnc,43.0,leak_covars,0.018872599418072056,-0.19809506282685652,0.9900701320275622
age,abcd,12.0,leak_covars,0.08848372546836542,0.0002537673679805508,0.9994942781325261
mr,hbn,93.0,leak_covars,0.2359945410719748,0.03316166446128199,0.9923007477154614
attn,hcpd,41.0,leak_covars,0.02225402388229838,-0.2162273920947766,0.9870126399985117
mr,abcd,62.0,leak_covars,0.0700905536601193,0.0032866438727485736,0.9997012171939444
attn,hcpd,19.0,leak_covars,0.028337682775829817,-0.20268758722669422,0.9886863986419087
attn,abcd,61.0,leak_covars,0.029902167497434178,-0.005933435221035399,0.9986704046124034
attn,hcpd,13.0,leak_covars,-0.0198257997301582,-0.24392083412933752,0.9905017636111335
attn,abcd,57.0,leak_covars,0.03139672427534273,-0.005442736239267054,0.9981027014414896
age,hbn,78.0,leak_covars,0.49867707593252475,0.2479596178160267,0.9997717431212246
mr,abcd,15.0,leak_covars,0.07574393346557613,0.004537189715312806,0.9997284640978992
mr,hcpd,91.0,leak_covars,0.2658657127892498,0.03310843879812686,0.9925826369458141
mr,pnc,95.0,leak_covars,0.2622407697795079,0.041694557091675466,0.9982451280752977
mr,abcd,84.0,leak_covars,0.07029394143662725,0.003243110313166375,0.9997413243722717
mr,hcpd,38.0,leak_covars,0.2391502015749474,0.011273619019830705,0.992872784866201
age,pnc,47.0,leak_covars,0.3428060226501705,0.11617989916167548,0.9998937800169837
mr,hbn,72.0,leak_covars,0.24176100407089643,0.03519890882354271,0.9948980962015692
age,hcpd,82.0,leak_covars,0.6057022648867306,0.36604596323170746,0.999634832635754
attn,abcd,51.0,leak_covars,0.028957359214167,-0.006158720717980737,0.9987883391965283
attn,hbn,91.0,leak_covars,-0.027984343529191817,-0.2511959955413805,0.9897563941854709
mr,abcd,28.0,leak_covars,0.07191225060719136,0.0036933341417076937,0.9996680302477187
mr,abcd,76.0,leak_covars,0.0696205668225449,0.003032741563996577,0.9997073529496705
age,abcd,86.0,leak_covars,0.06807411696398702,-0.006336864926602681,0.9995084735956504
attn,hcpd,72.0,leak_covars,-0.044679321215141905,-0.2801458297069208,0.9890050539537918
age,abcd,35.0,leak_covars,0.08130603960300493,-0.002258140156546018,0.9991629510525064
attn,hbn,51.0,leak_covars,-0.008153202754732202,-0.24028952059695885,0.9863181611648238
attn,pnc,75.0,leak_covars,0.019020519061579692,-0.18071960588887648,0.9881747821213848
mr,hcpd,19.0,leak_covars,0.2512589889886879,0.026411641090860583,0.9927648325733545
mr,hcpd,20.0,leak_covars,0.2523246113049123,0.02444405695868601,0.9927772639469113
attn,hbn,41.0,leak_covars,-0.0520997267963182,-0.2613678221446829,0.9867275705133569
mr,pnc,24.0,leak_covars,0.24809516536493473,0.03077976910439828,0.9983934337111942
age,hbn,24.0,leak_covars,0.49737830648563686,0.2464744151937125,0.9998779413422201
mr,pnc,29.0,leak_covars,0.25915880862510443,0.03851127381835495,0.99814733808203
mr,abcd,63.0,leak_covars,0.07220416886107527,0.003722308764833815,0.9998170355696906
attn,hbn,94.0,leak_covars,-0.01397045375688723,-0.23474560403460942,0.9892681075855629
attn,pnc,83.0,leak_covars,0.035797802086276954,-0.1677931751391486,0.9903757807171728
mr,hbn,62.0,leak_covars,0.23912808622275042,0.03211294309842072,0.9950735388714812
age,pnc,21.0,leak_covars,0.34801382825507615,0.12011600064060346,0.9998655011256935
mr,hbn,4.0,leak_covars,0.2350111721591329,0.030692578970988094,0.9939568449104855
attn,pnc,20.0,leak_covars,0.018969639294771346,-0.1774457937028926,0.9887298416175134
age,abcd,95.0,leak_covars,0.06414277774939672,-0.008182940196400201,0.9995916632541362
age,hbn,7.0,leak_covars,0.5004160694256264,0.24971941140084564,0.9998691489603287
age,hcpd,90.0,leak_covars,0.6031663448475257,0.36256005760885124,0.9989941780823092
mr,hcpd,25.0,leak_covars,0.24168323868215763,0.01639173839737129,0.9935128095810498
mr,hbn,54.0,leak_covars,0.2357693815409452,0.028533520995450146,0.9930266442657384
age,hcpd,75.0,leak_covars,0.6067682611251428,0.367020692714606,0.9992553824412417
age,abcd,53.0,leak_covars,0.0604724381714286,-0.009561406229741776,0.9993635280874509
mr,hbn,85.0,leak_covars,0.2354653544491027,0.031251687509443626,0.9933719348182217
attn,pnc,47.0,leak_covars,0.04086809477198001,-0.16482912609068578,0.9899540001454035
attn,abcd,13.0,leak_covars,0.04181744728452434,-0.003549202650042993,0.99846553060178
mr,abcd,21.0,leak_covars,0.07263367831547857,0.003847461756970816,0.9996734012507205
mr,hbn,26.0,leak_covars,0.23869285829146264,0.033557039117294574,0.9951463772664685
age,hcpd,14.0,leak_covars,0.6120542319508664,0.374107544288371,0.9997189684151305
age,hcpd,61.0,leak_covars,0.6101984553429867,0.3715340046602056,0.9995606865522717
age,hbn,88.0,leak_covars,0.49692791837930733,0.24628848363572886,0.9997901222388739
mr,hcpd,44.0,leak_covars,0.24641089726059218,0.02140348235581735,0.9945960918496497
mr,pnc,54.0,leak_covars,0.27039491964610624,0.05104508266147556,0.9984091027787044
age,hbn,93.0,leak_covars,0.49842478371555465,0.24766527431075136,0.9997951582391201
attn,abcd,86.0,leak_covars,0.03010205770536664,-0.0070563924805620015,0.9971822099909967
age,hcpd,85.0,leak_covars,0.612769214165139,0.3747351213332053,0.9990928998718076
mr,hcpd,65.0,leak_covars,0.263367199024611,0.03295691672074008,0.9938807500254705
mr,hcpd,68.0,leak_covars,0.24817947660885914,0.014716531281457557,0.9948150793354414
mr,hbn,70.0,leak_covars,0.2360244001859888,0.029548029935350884,0.9928397336892634
attn,pnc,0.0,leak_covars,0.0178131600376859,-0.17803721203276002,0.9896925461280881
age,hcpd,71.0,leak_covars,0.6116441557890967,0.3735261177628958,0.9991748768608498
age,hbn,55.0,leak_covars,0.5008472221593595,0.2502604123495916,0.9996087291179302
attn,hbn,48.0,leak_covars,-0.05862837383112411,-0.2593734648869763,0.9898498833510414
age,pnc,84.0,leak_covars,0.3444453981820928,0.11740150047201892,0.999855656409303
age,hbn,12.0,leak_covars,0.49914896692781746,0.24840182113489395,0.9998284224736993
age,hbn,16.0,leak_covars,0.49551682568387406,0.2444072886762001,0.9998039654906886
attn,hbn,93.0,leak_covars,-0.048515420894137365,-0.26213349910290806,0.9889405640681913
attn,abcd,44.0,leak_covars,0.03058899729174207,-0.00519936490648476,0.9979703492457263
attn,pnc,13.0,leak_covars,-0.0036460583098116613,-0.20847994065965936,0.9900649051889189
attn,hbn,50.0,leak_covars,-0.059771568196452886,-0.27639528101297994,0.9919700072553862
mr,hcpd,15.0,leak_covars,0.24606563497310335,0.01799048476980869,0.9936073167827384
attn,pnc,57.0,leak_covars,0.04572236500635738,-0.16829627389966761,0.9909764906649016
mr,hcpd,98.0,leak_covars,0.2404318434603346,0.013176253192396459,0.9930027751909124
age,abcd,49.0,leak_covars,0.08950129814162495,0.0005095442096904046,0.9994984988540879
mr,hbn,98.0,leak_covars,0.24523274656274785,0.0388216373444662,0.9934950255427983
age,abcd,47.0,leak_covars,0.07336395840754496,-0.004274138858644028,0.9995254623593628
age,hcpd,13.0,leak_covars,0.6097016369265533,0.3709129483066175,0.999563322958586
attn,hbn,70.0,leak_covars,-0.006326546891376866,-0.21653333933059193,0.9850990084429523
mr,pnc,79.0,leak_covars,0.26736606980019234,0.04445942716712081,0.9975298239746705
mr,hcpd,51.0,leak_covars,0.21976082285016343,-0.005307327244368221,0.9950576373551988
mr,hbn,10.0,leak_covars,0.24235859999579346,0.035793212088559345,0.9943662274108347
age,hcpd,6.0,leak_covars,0.6104538399837077,0.37207768669239494,0.9995691831085364
age,hbn,69.0,leak_covars,0.49684638075223986,0.24620098109243682,0.9997926628818932
age,pnc,2.0,leak_covars,0.34214736148682073,0.11550868689632621,0.999782895823115
mr,abcd,66.0,leak_covars,0.07274118682642335,0.003841230321073197,0.9997679815297069
mr,hbn,81.0,leak_covars,0.24539352851768195,0.03655673115520086,0.9940014246545623
attn,hcpd,78.0,leak_covars,0.009210659127258651,-0.23453926370229206,0.9830549006413919
age,abcd,59.0,leak_covars,0.0841574842222245,-0.0011048834595093204,0.9997611274684096
mr,hbn,99.0,leak_covars,0.24197142343394829,0.03669836386913283,0.9948361301514105
attn,pnc,59.0,leak_covars,0.017657846970898512,-0.17564283853757323,0.9872096087845026
attn,abcd,68.0,leak_covars,0.028309066566638594,-0.006309204970621707,0.9987346462495169
mr,abcd,18.0,leak_covars,0.06797442338074056,0.0028088170571600735,0.9996741810570061
mr,abcd,1.0,leak_covars,0.07082503392422976,0.0034070558339778234,0.999751879129955
mr,hbn,58.0,leak_covars,0.23606353531092142,0.03161812337789838,0.9951582914191228
age,hcpd,54.0,leak_covars,0.6077257763856675,0.3681806343716715,0.9989187681693605
age,hbn,5.0,leak_covars,0.49815641553277606,0.24724876751014446,0.9997625870070213
age,pnc,8.0,leak_covars,0.3399960370190476,0.1139405402974275,0.9996342253096581
mr,hcpd,26.0,leak_covars,0.2623046707189407,0.031532318983996,0.9910374497810663
attn,hcpd,50.0,leak_covars,0.001271786076746392,-0.24243755828261992,0.9886635668107496
attn,hcpd,42.0,leak_covars,0.03279203830356115,-0.20900368381893397,0.9870423411452696
age,abcd,45.0,leak_covars,0.07623198274006487,-0.0036235261665653606,0.9993882443960468
attn,hbn,56.0,leak_covars,-0.033443800759541384,-0.2546247916058848,0.9870516834995398
attn,pnc,51.0,leak_covars,0.024737384344244284,-0.17700289367833633,0.9880430830613329
age,hbn,46.0,leak_covars,0.4973103650024959,0.24631728829779542,0.9998310280110771
attn,hcpd,87.0,leak_covars,-0.044208494097245005,-0.29664790640709526,0.9895638415644763
attn,pnc,73.0,leak_covars,0.03886367752144946,-0.16403902364402878,0.9881976757863775
age,hcpd,22.0,leak_covars,0.6051499794976426,0.3649550877333737,0.9996294365300795
age,hbn,62.0,leak_covars,0.49742425660283984,0.2465972222935079,0.9996884300625182
mr,pnc,70.0,leak_covars,0.2534986037395254,0.03585961686697037,0.9982027045177254
mr,hcpd,87.0,leak_covars,0.23772234895783648,0.011911383541944653,0.994951350664027
mr,pnc,43.0,leak_covars,0.2677581178389631,0.04669803696020369,0.9983914049438861
age,hcpd,88.0,leak_covars,0.6084565517185394,0.3694321719923266,0.9981447629808913
age,abcd,75.0,leak_covars,0.0835025674770002,-0.0009979499780226053,0.9995254200021471
attn,pnc,87.0,leak_covars,0.02392280755676081,-0.1789104821611287,0.9897674960157206
attn,hcpd,89.0,leak_covars,0.02240520743311476,-0.2353664170378862,0.9884865967004804
mr,hbn,91.0,leak_covars,0.24413618169335824,0.03712728537074006,0.9947886804759629
attn,pnc,27.0,leak_covars,-0.003216902562749152,-0.20126243094707497,0.9909624471590872
