pheno,dataset,seed,leakage_type,r,q2,r_coef,feat_overlap,r_yp,spearman_network_feat
mr,hcpd,44.0,leak_family,0.31645382071613015,0.09019643216794337,0.9081195504287598,0.7821502057613169,0.8937008571366982,0.934016379265051
attn,abcd,86.0,leak_family,0.06017103787218911,-0.007130393635189192,0.8671768587952927,0.7170253569145536,0.7808003354323734,0.8807792912049113
age,hcpd,85.0,leak_family,0.7931665050620123,0.6257478668232186,0.9432419562947955,0.9232299124900557,0.9763759126426461,0.9697680297807584
mr,hcpd,65.0,leak_family,0.31186556792458175,0.0894112562562811,0.9094509612562706,0.7830578512396694,0.895863964185078,0.9580071437382554
mr,hcpd,68.0,leak_family,0.2987408326564071,0.07988023164300606,0.9084811609388205,0.7863903811716552,0.8955790660864632,0.9438281293813268
age,hcpd,71.0,leak_family,0.8024135832418404,0.6357821874667606,0.971943728660707,0.8936825885978429,0.9891625628444789,0.9739856798477243
attn,abcd,44.0,leak_family,0.063858313592874,-0.0060728578437503344,0.8799891305711731,0.7367487247726768,0.7910016805092445,0.8864476794919474
mr,hcpd,15.0,leak_family,0.31793629617190516,0.09562362048009432,0.9078237954879492,0.768981018981019,0.90919229702855,0.937297063280179
mr,hcpd,98.0,leak_family,0.29559079099917696,0.0744494437768346,0.9056523598157938,0.7729892257579554,0.8824604365732156,0.9183261183261184
age,abcd,49.0,leak_family,0.12959813284915647,0.01104604633552031,0.9036043482473468,0.7834685598377282,0.8561690638892354,0.9517100807117298
age,abcd,47.0,leak_family,0.13692639756711336,0.01384783752914065,0.8999540488168976,0.7542537676227515,0.8759799889103587,0.9621719132078719
age,hcpd,13.0,leak_family,0.7924430809923284,0.6248861451421995,0.9340164267918232,0.9137593100744806,0.9747483134405728,0.9840356447074105
mr,hcpd,51.0,leak_family,0.28494216152413093,0.07172972005659406,0.9014554248018111,0.7688877879613575,0.8905499029458834,0.9738622221401501
age,hcpd,6.0,leak_family,0.7935051864431345,0.6261931677200765,0.9399490991628264,0.9102056962025317,0.9762076036191071,0.9533499296460656
mr,abcd,66.0,leak_family,0.0988174230627761,0.006295244456419602,0.9058120625441423,0.8226641242168347,0.839568241834586,0.9283188401381589
attn,hcpd,78.0,leak_family,0.05669509245917742,-0.08194127506528837,0.8252640929109931,0.6975520938701194,0.7240365794554241,0.8447066040301353
age,abcd,59.0,leak_family,0.11388797295319827,-0.008482322298164036,0.7835202733236295,0.7700075738449886,0.7679085121555684,0.9553318541721653
attn,abcd,68.0,leak_family,0.05755401985893439,-0.008469115884123468,0.8664830604782581,0.7437833037300178,0.7860119465095546,0.8611371671837795
mr,abcd,18.0,leak_family,0.11046885723564999,0.0097213584296868,0.9130705268442523,0.7806095638465581,0.8454101741495154,0.9232406690658548
mr,abcd,1.0,leak_family,0.09381434628047752,0.004689513534516299,0.912037511820919,0.8110386079390973,0.8484240092418782,0.8743685980334416
age,hcpd,54.0,leak_family,0.7983084511493546,0.6301233803678256,0.9718420294000235,0.9120315581854044,0.9883981213528699,0.9777408997438578
mr,hcpd,26.0,leak_family,0.29203547227293475,0.07196902168257446,0.9048814845686476,0.7858443924017694,0.9014049923239769,0.9574974768759374
attn,hcpd,50.0,leak_family,0.005351288890278094,-0.12674523670047377,0.7774474318412891,0.695898161244696,0.64024723592362,0.8619563846348945
attn,hcpd,42.0,leak_family,-0.019929346720986594,-0.197112351742474,0.7653714863458649,0.7160544779199339,0.7034071598554376,0.8382069091288946
age,abcd,45.0,leak_family,0.09893637260590772,-0.011345602395186782,0.7792333895520327,0.7593911122023079,0.7762652206661602,0.931558251874996
attn,hcpd,87.0,leak_family,-0.028255551300153118,-0.1800754710410546,0.7551889534951032,0.6803859787317842,0.6182915784537565,0.8345600194905681
age,hcpd,22.0,leak_family,0.794048989752555,0.6236144245055408,0.9383749233144664,0.9112311848707063,0.9793728831818241,0.9790381360775455
mr,hcpd,87.0,leak_family,0.2933811200064655,0.07331982641238677,0.9057577257480358,0.7604895104895105,0.8916434722586809,0.913000342879928
age,hcpd,88.0,leak_family,0.8065411383515889,0.6440960301398091,0.9341168877152435,0.9117992943943551,0.9709395687281834,0.9734107806320506
age,abcd,75.0,leak_family,0.12485637775766961,0.008953239937864454,0.7758737145666391,0.7623737995567594,0.7934977587943592,0.9569985569985572
attn,hcpd,89.0,leak_family,-0.003344204885417393,-0.19958989869527666,0.7489839933234373,0.6983572895277207,0.67246459829376,0.8543804904075758
age,hcpd,81.0,leak_family,0.7963283132310185,0.6262677939501868,0.9743763842181745,0.9219123505976096,0.9885594266086902,0.9766216898766146
age,abcd,96.0,leak_family,0.13008141201906326,0.010630865571293002,0.8989249753045029,0.769249937702467,0.8720208983193705,0.965329391357732
attn,hcpd,73.0,leak_family,0.06244708618893565,-0.08088994347072576,0.8026153514900315,0.7012068248023304,0.6866939538073357,0.9125658416913198
attn,abcd,2.0,leak_family,0.06023211181149152,-0.008208100370750815,0.8640866904258007,0.7411474675033617,0.8117631749892609,0.9049680707264548
attn,hcpd,34.0,leak_family,-0.0020175882689929155,-0.21176064416770957,0.7924978917155681,0.6988840175368672,0.657075708268797,0.8010750748584002
age,hcpd,64.0,leak_family,0.794618078171315,0.6236171680821266,0.9757846372554551,0.9203860072376358,0.9901711906021099,0.9704317093103426
attn,hcpd,7.0,leak_family,0.055052536697292966,-0.09497627859120938,0.8170109351118023,0.6973684210526315,0.7248520291282017,0.893045910931614
mr,hcpd,76.0,leak_family,0.28161950494238563,0.06123539750475815,0.9065904549878481,0.7605243256869171,0.8857829302516276,0.9325192106497346
mr,hcpd,5.0,leak_family,0.2772235882262131,0.06271515564046037,0.9077487914456828,0.7785511729827275,0.8965792832037193,0.9508658008658011
attn,abcd,54.0,leak_family,0.06561205361406974,-0.004563456726323523,0.8771981767282321,0.7369710467706013,0.7863921433960126,0.9072116604626589
attn,abcd,38.0,leak_family,0.04240781925590525,-0.013271666895947387,0.7456900090138632,0.691170431211499,0.6664777080650955,0.8551276270896165
age,hcpd,50.0,leak_family,0.7930970342319819,0.6207875663220677,0.9721582192052174,0.9102167182662538,0.9870359372332638,0.9534573307416556
mr,hcpd,83.0,leak_family,0.2808272115635856,0.067922304444749,0.9018037303612096,0.7797649463464487,0.8856418259670358,0.9141022409354137
attn,abcd,82.0,leak_family,0.0581636585917017,-0.007976481206037889,0.8767541647315812,0.7633938836514141,0.7966885650702505,0.8935632899797917
mr,abcd,60.0,leak_family,0.10599818354965532,0.008498621668849404,0.9175450046426202,0.8129084967320261,0.845741829109388,0.8589725093980392
age,hcpd,53.0,leak_family,0.800409488622805,0.6320205315284928,0.971373931325819,0.9227072486984381,0.9897772900019506,0.9739339057652068
attn,abcd,99.0,leak_family,0.055315894085112866,-0.009127541974235376,0.7333050822879484,0.7296231375985978,0.6899090254807049,0.8606992149128343
age,hcpd,87.0,leak_family,0.8057221686091416,0.640657776227539,0.9428841532295709,0.9084090011843664,0.9771937391312335,0.9430143425011323
mr,hcpd,32.0,leak_family,0.3226738917106069,0.09795206859714523,0.9097874054912188,0.7782957782957783,0.9101269522372658,0.946191172114904
attn,abcd,19.0,leak_family,0.05980798595561363,-0.020971287094380342,0.7392022894803243,0.7536697247706422,0.7153104375563993,0.863028772576606
mr,abcd,90.0,leak_family,0.10030458720971575,0.0065274837427687915,0.9117288182313765,0.7866283624967354,0.8478630361360646,0.8839659454294152
age,abcd,37.0,leak_family,0.12176024451874257,0.007503045278721365,0.8895709018030551,0.7715140932900972,0.8596551513811641,0.9459176703198545
attn,abcd,35.0,leak_family,0.053534836819445625,-0.01126480756875936,0.8577804856649834,0.7270557604686483,0.7804438195072578,0.8058842634583014
age,abcd,51.0,leak_family,0.13665443553165113,0.013735007342206784,0.7743713191394532,0.7032992036405006,0.7884749899477952,0.9406331741405991
mr,abcd,14.0,leak_family,0.08479410588208537,0.0017619933591900283,0.9059527711573419,0.8299944351697274,0.8492492402799705,0.9415139269735892
attn,abcd,27.0,leak_family,0.0559090068815724,-0.009149950535527696,0.8795388822536728,0.735019366598314,0.7870187907543084,0.9296267579865106
attn,abcd,29.0,leak_family,0.04136616310209107,-0.014084649738198785,0.8634849031216474,0.736637091538628,0.7886341341187518,0.8277715651694321
age,abcd,97.0,leak_family,0.13667396377127314,0.013340503724660446,0.9023335346390319,0.7555391432791728,0.8655086821626687,0.9638875867595069
mr,hcpd,54.0,leak_family,0.31672174685281157,0.0944099149608505,0.9065691009616023,0.7876498176133403,0.9162696121731998,0.9474539575462942
age,abcd,5.0,leak_family,0.12839484669067278,0.00981916397338678,0.9021167119315266,0.7862944162436548,0.8516261359691101,0.9605873123372258
mr,abcd,20.0,leak_family,0.10385687348639837,0.007587005109818246,0.9189921299785541,0.8121546961325967,0.8478832500627198,0.8917490439425645
age,hcpd,89.0,leak_family,0.8005465137916102,0.6314445426355032,0.9720662704616981,0.9224683544303798,0.9883598993029818,0.9775589014156861
age,abcd,58.0,leak_family,0.12955643688203117,0.010973344006073638,0.8058102436952067,0.7742907356264123,0.7904728113810433,0.9524831792852941
mr,abcd,77.0,leak_family,0.09552652437536749,0.005253334528558917,0.9099806163209533,0.7925333333333333,0.8340385610684824,0.8960404089967909
mr,abcd,13.0,leak_family,0.11776484119160253,0.012211063432523095,0.9169605167614793,0.8101300858012732,0.8714921895479513,0.9290520442936206
mr,abcd,74.0,leak_family,0.09029681690864647,0.0035289492218008034,0.9132702966014639,0.794831223628692,0.8319768942008096,0.8758162866038627
age,hcpd,3.0,leak_family,0.8014374502804154,0.6345999756305398,0.9725886090700449,0.9312977099236641,0.9884968580851006,0.9745287274968853
mr,abcd,72.0,leak_family,0.09323433185027047,0.004386464520293565,0.9070118080124366,0.7780979827089337,0.8345694928277284,0.912302225803554
mr,hcpd,12.0,leak_family,0.3316475163935198,0.10642194996483079,0.9031226275120893,0.7687420584498094,0.8977801380042864,0.9429993867022618
age,abcd,85.0,leak_family,0.14387513664503382,0.01695716937803793,0.9019304664200546,0.7782299084435402,0.8805555012873857,0.9438802202311428
age,abcd,11.0,leak_family,0.13991472976637223,0.015142010154773233,0.9014846489210243,0.7686973749380882,0.8702396261567773,0.9568511442838755
age,hcpd,7.0,leak_family,0.8020427792933782,0.6376447851671434,0.9410676130593284,0.9098848749503772,0.9749759180732949,0.9741499054529885
age,abcd,22.0,leak_family,0.13415558973740538,0.013028716420551367,0.8922139621808719,0.774234371045305,0.8734830899093875,0.9640479842824083
age,hcpd,32.0,leak_family,0.8004283700060156,0.6349592761646017,0.9355724671652705,0.923969587835134,0.9748368428800379,0.9644822051824395
age,hcpd,43.0,leak_family,0.8061364315409847,0.6480099618241183,0.9097140967609265,0.9247142294048089,0.963865654533585,0.9645743145743148
age,hcpd,67.0,leak_family,0.7973529961617488,0.6279664738626547,0.9347927213061015,0.8786737000753579,0.9765018786795,0.9585979224019779
mr,abcd,8.0,leak_family,0.0794773052736891,-0.0001640692228164209,0.9055415686255708,0.8041431261770244,0.835623496543522,0.9010065304034242
age,abcd,55.0,leak_family,0.12452062376536785,0.008011105079979264,0.8017771036233341,0.7773895682555528,0.7801132832878815,0.9505718518291233
age,hcpd,47.0,leak_family,0.7923166083858302,0.6203933895914268,0.9727361479060151,0.920267085624509,0.988466518072203,0.9784793002403801
age,hcpd,70.0,leak_family,0.7987619965857666,0.633963781607644,0.9326498571897512,0.9100549882168106,0.9638869369181945,0.9663576021874577
attn,hcpd,70.0,leak_family,0.055801372499483255,-0.10077312302673769,0.760864524609327,0.7021786927843294,0.6860414939021843,0.8645596587792614
attn,hcpd,16.0,leak_family,0.026425087092410485,-0.14759023624845113,0.7771697162771055,0.7122183171387223,0.722813289031298,0.8306906940760179
attn,abcd,46.0,leak_family,0.06063680619820932,-0.007894743947050253,0.8671557031997745,0.7401017474010175,0.7981419997762994,0.9162096832383291
mr,abcd,43.0,leak_family,0.11592052529067916,0.011709617540635375,0.9211008689361886,0.7943722943722944,0.858336971235282,0.9367750793881534
attn,abcd,64.0,leak_family,0.043702669818790695,-0.014351476903648352,0.8713778905402901,0.7502248201438849,0.7922764272874709,0.9336508286193516
mr,abcd,7.0,leak_family,0.09630057062685983,0.005337838982545473,0.9073504099661759,0.7845834414741759,0.8475399974461082,0.8729096399412264
age,abcd,69.0,leak_family,0.13047927789967997,0.010813854598536454,0.8887232174121601,0.7380125086865879,0.8638882846296241,0.9606782106782109
attn,abcd,26.0,leak_family,0.05594268747457846,-0.008708882906043769,0.8682898083255342,0.7619375573921029,0.8000494793745403,0.935443144556459
mr,abcd,67.0,leak_family,0.1041694607098184,0.0077809069106343776,0.9137100572145104,0.7986559139784947,0.8575679984336525,0.8290249843506351
age,abcd,9.0,leak_family,0.1344357798071826,0.012895698685157497,0.9053090693126656,0.7600295348264829,0.8768149603827576,0.9585137085137087
mr,hcpd,78.0,leak_family,0.32238405941853193,0.09917903499823688,0.9094262799942828,0.7804940813175502,0.8965678187997767,0.9422206188959761
attn,hcpd,77.0,leak_family,-0.0001376357072419918,-0.13353967619712037,0.8186872677492582,0.7105422293892361,0.6649899327489092,0.8459595959595961
attn,abcd,37.0,leak_family,0.05800785795973898,-0.008896699758055071,0.8597927568648556,0.727094668117519,0.7746540579097567,0.8311777344998718
attn,abcd,22.0,leak_family,0.07235952311457167,-0.0037789683260835982,0.8744126594249081,0.7244785949506037,0.8059178991448803,0.8999368631391189
age,abcd,36.0,leak_family,0.11238870032759746,-0.004727973601718727,0.7159799606417154,0.7568468683019767,0.6751565277997382,0.9665037249718939
mr,abcd,47.0,leak_family,0.10115103912198252,0.007129448498296553,0.9157545844846817,0.8027063599458728,0.8451761293031794,0.923183779382402
mr,hcpd,93.0,leak_family,0.2871332178343522,0.07050639589058538,0.9075203592801148,0.788135593220339,0.9099716762650032,0.9285134478484495
mr,abcd,25.0,leak_family,0.09943556750768923,0.006159900950709396,0.9125671406480512,0.8124483613329662,0.8535967351951531,0.9278614595177941
age,abcd,80.0,leak_family,0.11769343665175654,0.005109507088557952,0.8997129379129513,0.7629299678297451,0.867871666888447,0.9531523407341397
attn,abcd,92.0,leak_family,0.07539285064342338,-0.0023084750680471,0.8785259485887583,0.7393925859758821,0.7993818671541244,0.9004564104964664
age,hcpd,58.0,leak_family,0.7959784664494346,0.6254985543394356,0.9747834510738704,0.9204590423426988,0.989502969350708,0.9769287661455556
attn,abcd,30.0,leak_family,0.06496382311027223,-0.005604465903223277,0.8751627696388199,0.7356759176365264,0.805166050689509,0.8441987161854516
mr,abcd,30.0,leak_family,0.09053554726565528,0.003184875937522036,0.9080950312532784,0.7862032648762507,0.8270634974541262,0.8621367630688783
attn,hcpd,99.0,leak_family,0.032887217464186096,-0.12157951913878917,0.7735860158332093,0.6996495567924139,0.7149689107402187,0.8436451536930559
mr,abcd,98.0,leak_family,0.10811035895216947,0.009268858103554267,0.9165887886408781,0.7947751144626987,0.8561447011587147,0.9283987588396593
attn,hcpd,85.0,leak_family,0.02087692399460128,-0.13197056855283806,0.8244633986799078,0.6903304773561811,0.6877365978319084,0.8596965926683229
mr,abcd,40.0,leak_family,0.09525698358158953,0.004711186691861546,0.9025532504014764,0.8006881948120699,0.8524326458355582,0.9188808919726467
attn,hcpd,84.0,leak_family,-0.026867205045301802,-0.15790075413893545,0.8102008449373116,0.695451813263875,0.7013587390342559,0.9152701375358184
attn,abcd,88.0,leak_family,0.04666812877753729,-0.012994542925408581,0.8743537636665542,0.7501133786848072,0.8118283321386822,0.9314885639946227
mr,abcd,35.0,leak_family,0.09288702897999052,-0.001199988763370241,0.7719453756101164,0.806975505857295,0.738964833002305,0.8979794341042845
mr,hcpd,39.0,leak_family,0.28317759308195284,0.06762373489178253,0.906511252557216,0.7848687596500258,0.8926432190317465,0.9529891408590908
attn,hcpd,56.0,leak_family,0.0459152906525718,-0.12405835666713205,0.7859064659030334,0.6857429718875502,0.6819938224722313,0.818234301433944
attn,abcd,84.0,leak_family,0.05924958272231931,-0.007649637520693808,0.8651003366414802,0.7259718069201196,0.7883129568116091,0.9276449897784245
mr,hcpd,86.0,leak_family,0.2948105890014094,0.07689236272490307,0.9023635584812448,0.7579315513364976,0.9016419028215931,0.9551948051948054
mr,abcd,11.0,leak_family,0.09453169321831764,0.004718306294731689,0.9139339007430981,0.8122763556289568,0.8262997766123363,0.9185922760662556
attn,hcpd,20.0,leak_family,0.0351994660599272,-0.13198400951044742,0.7863668108573731,0.6862900039510075,0.6965773941573871,0.815342703147475
mr,abcd,75.0,leak_family,0.1063335286227204,0.008572748418251286,0.9126835648829995,0.792778649921507,0.8402286685368751,0.9123414709109654
age,hcpd,33.0,leak_family,0.7984905683785877,0.6315874453857508,0.9340782757188245,0.9214285714285714,0.9744009387642637,0.9800490662269618
mr,hcpd,37.0,leak_family,0.2931654021803849,0.07462097478092367,0.9037341721718722,0.7741770859913243,0.8991744222598255,0.9134363896938655
mr,hcpd,92.0,leak_family,0.30145112755991454,0.08370780696208724,0.9031210337005762,0.7707539984767707,0.8875794190091744,0.8829163586638098
mr,abcd,96.0,leak_family,0.1058049956710637,0.008475127915816949,0.9070548308667954,0.7896124439757448,0.854014240864536,0.9081643703146769
age,hcpd,36.0,leak_family,0.7963224554997065,0.6298517611933518,0.9355683665691559,0.9101654846335697,0.9748496525324661,0.9637232809277774
age,hcpd,27.0,leak_family,0.8097042270020458,0.6506628641152759,0.9470484427593575,0.9170692431561996,0.976347832898116,0.9608370177324261
age,abcd,39.0,leak_family,0.1226178675750198,0.007878941663024053,0.8988152245762183,0.7804503582395087,0.8757162760126512,0.9604581956880364
attn,abcd,76.0,leak_family,0.05320630641249867,-0.009740810126230626,0.8728279422498552,0.7548576592860371,0.7973983736902427,0.9161916444187894
age,hcpd,74.0,leak_family,0.7993406951590748,0.6302900377083599,0.9742698162622162,0.8968713789107764,0.987779483539449,0.9786051938839585
mr,hcpd,27.0,leak_family,0.28325605184236086,0.06733529169678243,0.901255303869036,0.759682224428997,0.8807258380503623,0.9014557066242842
attn,hcpd,86.0,leak_family,0.028248123081069297,-0.12721167532674027,0.7937748902419174,0.701381934708592,0.6781493086134098,0.8973591191553936
attn,abcd,15.0,leak_family,0.05985766301197684,-0.008331173397856162,0.866955085954442,0.7205977907732294,0.7865373707691702,0.8511148817079255
mr,hcpd,57.0,leak_family,0.3037782423269287,0.0858347908894076,0.9017999507458414,0.7708385797028456,0.8882062014384622,0.9746374203615452
mr,hcpd,97.0,leak_family,0.2688797455503376,0.05584239743664976,0.9042804487666227,0.775,0.8901711877766758,0.9383094628233339
age,abcd,26.0,leak_family,0.11253357570823051,0.004387896579987394,0.8862003599350171,0.7846269029198902,0.8669335647347576,0.933869688175406
age,hcpd,2.0,leak_family,0.793695719112255,0.6231546297247967,0.9368003425178442,0.9115566037735849,0.9770461556225127,0.9784550694147723
age,abcd,23.0,leak_family,0.1099508051946105,0.0015202474912167085,0.8962537807137256,0.7594594594594595,0.8632451312101246,0.9411425171537743
attn,abcd,24.0,leak_family,0.043806430764989,-0.014067851463978043,0.8702779643125295,0.74278793217353,0.7802022240617424,0.8316317327464914
age,abcd,61.0,leak_family,0.11507584798275437,0.004225495094325016,0.7712456867270071,0.7910523640061007,0.796539076829916,0.9406522837145539
age,abcd,14.0,leak_family,0.12579140775903655,0.009223907463537628,0.8981840060831708,0.7534646243617797,0.8487557861733148,0.9161119302360262
mr,abcd,34.0,leak_family,0.11632693514344379,0.011829796637355394,0.9152116711255139,0.7888182299947006,0.8454345798448332,0.8864636698174472
mr,abcd,38.0,leak_family,0.1038197799429115,0.007734732966595659,0.9111665093954642,0.8008064516129032,0.8481885692093687,0.9379961057759509
attn,hcpd,62.0,leak_family,0.08676884762896224,-0.08062547731537983,0.7836257063705684,0.7064089521871821,0.708687276132752,0.8485668428825678
attn,hcpd,98.0,leak_family,-0.0023393117960073895,-0.14507211134712406,0.8090558934175897,0.7056006662502603,0.7278552143920278,0.8676011653343599
mr,hcpd,70.0,leak_family,0.3054123250556557,0.08340710921615213,0.9066700748325777,0.7819722650231125,0.9043973900841576,0.9024495839055717
mr,hcpd,35.0,leak_family,0.2848467829233637,0.07172406025540456,0.8903725250043999,0.7768447837150128,0.877849818663381,0.9375180375180378
age,hcpd,69.0,leak_family,0.7961132664550363,0.625816217492654,0.9399367309220021,0.9032510771641207,0.9760291289067531,0.9817630825776062
age,hcpd,8.0,leak_family,0.8010979271123583,0.6336143974666704,0.9388993426461439,0.9120922832140016,0.978438230207909,0.9661417466441884
age,abcd,31.0,leak_family,0.12910085411184707,0.010444708741705444,0.9004643878640224,0.7716613181930387,0.8736389490299922,0.9431777184501048
age,hcpd,39.0,leak_family,0.7972382330426949,0.6272266641289541,0.9305100281574968,0.9042715484363082,0.9771900521569872,0.9718419120603126
age,hcpd,80.0,leak_family,0.7981197656020975,0.6289746158974401,0.9719365847631002,0.8791946308724832,0.9868845071474572,0.9851362809835522
age,hcpd,18.0,leak_family,0.7967844690665447,0.6253959534263464,0.9719670300982519,0.909234411996843,0.988734035543161,0.9757725544134607
mr,abcd,42.0,leak_family,0.10076316514950565,0.00694298440085761,0.9106318436068481,0.806389950846532,0.8407522294729128,0.9187892344324988
age,abcd,0.0,leak_family,0.10868897261824062,-0.007276422434972618,0.7370736428998144,0.7591925018024513,0.7185235011224645,0.9595411174201199
mr,abcd,79.0,leak_family,0.10910998349878634,0.00986119104831662,0.9110448765822502,0.7856768100734522,0.8459985952434137,0.9089990802178646
attn,hcpd,79.0,leak_family,0.042400571249247294,-0.15995925204639638,0.7891568431699408,0.6949930181528027,0.6319658849144988,0.8367126055270945
attn,abcd,70.0,leak_family,0.06645262536470883,-0.004968561909483249,0.8705504723612566,0.7631944444444444,0.7949765413083658,0.8925607931453557
attn,hcpd,9.0,leak_family,0.04328196335318617,-0.1479712350440645,0.7766883520665061,0.7010121457489878,0.6625351101760273,0.7781646323159614
age,abcd,77.0,leak_family,0.13413952777523622,0.012774118051304573,0.8940160263322854,0.7580722891566265,0.8643491628228087,0.9320994341672829
attn,abcd,12.0,leak_family,0.04759529734790426,-0.012094454682886502,0.8698588807931296,0.7414141414141414,0.781019556539928,0.9058012843639512
mr,abcd,97.0,leak_family,0.10931426830689507,0.009606233138032327,0.9046289544910124,0.7813563760146636,0.8474809296555731,0.9174182841474855
age,hcpd,31.0,leak_family,0.7912803102636152,0.6175876436889308,0.969029659893036,0.9269729093050648,0.9856504412281882,0.9658246126823301
mr,abcd,61.0,leak_family,0.07616702779904508,-0.0011513772263780364,0.9104351736244767,0.8139661756683033,0.8367148793689635,0.950119964796601
mr,abcd,95.0,leak_family,0.10278446086382215,0.007580939979696222,0.9184042449507376,0.8198879551820728,0.8575686501169285,0.8935149287008586
attn,abcd,5.0,leak_family,0.03995281088674959,-0.01505568205380503,0.8595995035061279,0.7470641373080398,0.7944778225792448,0.9219085416851308
mr,abcd,3.0,leak_family,0.10665287193521089,0.00861483975465005,0.9134014403223212,0.8330086278875591,0.851366600790178,0.9341127228115755
attn,abcd,16.0,leak_family,0.05887963424536948,-0.00824145031016843,0.8669957401417852,0.7238789959236216,0.8000414134637507,0.8901356622910287
attn,abcd,66.0,leak_family,0.07767628831673792,-0.0015089381252026968,0.8852369034782596,0.7315344157329065,0.8235360316334394,0.8452325125454183
mr,abcd,50.0,leak_family,0.08788890404345716,0.0026153435945777126,0.8091367295848639,0.8187737384698861,0.7520902140336149,0.9364446535175918
attn,abcd,32.0,leak_family,0.052557862651567165,-0.011584872449549977,0.7387064281669831,0.7433886149708651,0.7082420605025146,0.862951671527497
age,hcpd,83.0,leak_family,0.797112991615118,0.6271701502866969,0.9730289260820738,0.8965116279069767,0.9883238154382779,0.9723099126683471
attn,hcpd,11.0,leak_family,0.058133892778241936,-0.07537021462507942,0.8179704998704345,0.6851481184947958,0.7439080468838434,0.9071919489445622
mr,hcpd,72.0,leak_family,0.32302544194792004,0.09872163151173685,0.9070690569723079,0.7799079754601227,0.9032636010299191,0.9217476014368727
mr,hcpd,80.0,leak_family,0.32109461412098567,0.0974305820258955,0.904615264188615,0.772533266382124,0.8961354471724037,0.9491513196226541
attn,abcd,85.0,leak_family,0.049360661766289844,-0.011555264670336074,0.8604323863395826,0.7262472885032538,0.7887397330244191,0.8605704196031302
mr,abcd,55.0,leak_family,0.1076098807733067,0.009209290662486103,0.9115793498764675,0.8074500136948781,0.856324145109347,0.9116262302516877
attn,hcpd,8.0,leak_family,0.007558333978742421,-0.15876506718388272,0.7772534756056191,0.6703777335984096,0.6632382193941443,0.8278225735062564
attn,abcd,94.0,leak_family,0.062069587910483705,-0.017933202014104976,0.7630933703814811,0.7255965292841648,0.718142000386349,0.9338359969695875
attn,abcd,98.0,leak_family,0.05650524781369156,-0.008965669807538434,0.8669970753790429,0.739821029082774,0.7820407757007243,0.8645957360319244
mr,hcpd,60.0,leak_family,0.2940263347628627,0.07646454752138576,0.9068167603622942,0.7945063487950246,0.8893093401887878,0.921529719641234
mr,abcd,91.0,leak_family,0.09200758874422597,0.004147972337726236,0.9096158079155978,0.8010300894551369,0.8405856113577191,0.9319407617368436
age,abcd,15.0,leak_family,0.12582414289980454,0.0092733741966331,0.9022734971775369,0.7566897918731417,0.8563153359551898,0.9207929723524876
attn,hcpd,2.0,leak_family,0.04190526682179457,-0.11418931746992422,0.7784012691638567,0.6997967479674797,0.6212127400911192,0.8906106252012795
mr,abcd,54.0,leak_family,0.09076227611637383,0.003371331994673432,0.9146327053040971,0.8344110205229126,0.8517714081234663,0.9048529677070177
attn,hcpd,95.0,leak_family,0.07736126043402786,-0.08431819984498579,0.770260345837651,0.6900020116676725,0.688331556048253,0.8533905797574999
mr,hcpd,79.0,leak_family,0.29449175707004716,0.07791955900916048,0.9031935095801843,0.7708072981754561,0.8871944420167126,0.9157813093356546
attn,hcpd,27.0,leak_family,-0.007287377001457493,-0.16168190997548249,0.813686137857353,0.7028985507246377,0.7350184009488063,0.8547616042377258
mr,hcpd,46.0,leak_family,0.3053795322755606,0.08583309755938029,0.9044477402560289,0.7832221652129298,0.8854195849268596,0.9404761904761907
age,hcpd,12.0,leak_family,0.7955098242202038,0.6251544590417393,0.9736261345857014,0.9168646080760094,0.9880187812070343,0.9788765423190708
attn,hcpd,33.0,leak_family,0.020024689352201898,-0.1379850234476978,0.7906811522590538,0.6761443839483767,0.6964844304687722,0.8594931012856558
age,abcd,66.0,leak_family,0.12557259062951417,0.008635582667621322,0.8947147342933056,0.7371072199568242,0.8568035634311464,0.9527039214978893
attn,abcd,47.0,leak_family,0.06758925248441076,-0.005592363647515031,0.875371306101081,0.7531963470319635,0.8083413195172399,0.9099485885849616
age,hcpd,60.0,leak_family,0.8026028434363469,0.6350623867651363,0.9734371147615974,0.9005460218408736,0.9879123396927341,0.9584483662671122
age,hcpd,38.0,leak_family,0.798641796183481,0.6323775007639163,0.9394621746751014,0.8933951332560834,0.9767964562460482,0.9605476783201645
age,abcd,30.0,leak_family,0.13561835957926954,0.013369205817984398,0.8916619119674449,0.749940004799616,0.8620198122911331,0.9707049570676096
age,hcpd,37.0,leak_family,0.7971183815144427,0.627658928504216,0.9411738824455032,0.9006596818005432,0.9742417707994112,0.9703813275191712
mr,abcd,31.0,leak_family,0.0912112929959625,0.003929698197048248,0.9138402841331897,0.7959927140255009,0.8411086372733783,0.9069901688135775
mr,hcpd,23.0,leak_family,0.2753701718363079,0.06228589549002095,0.9092668638420899,0.7939958592132506,0.8996756427008392,0.9432328590743952
age,hcpd,41.0,leak_family,0.7950657852888666,0.6242018045835308,0.9716636833530523,0.8947981366459627,0.9864326107542775,0.9569248529889245
mr,abcd,58.0,leak_family,0.10204881528702814,0.007456835773254178,0.9106415928689531,0.8065373372309328,0.8501288431227809,0.8906430479440911
age,abcd,13.0,leak_family,0.12700493453750164,0.009764119810373617,0.8919183845990474,0.7498171177761521,0.8418794417934348,0.9427808644202325
